accession_id	language	author	title	title_en	year	pages	description	subject_narrow	subject_broad	origin	bio_chrono	category	location	condition	registrar	donation_no	acquisition_date	donor	notes	source_pages
G-B-2609	de	צוייג סטפן	Zweig Stefan		?	78		No Image		Leipzig ,Im Insel Verlag		שירה	שירה Z /		מרים פולין )מתוך קטלוג נילי דוידסון(					4155
G-B-2610	de	ויינרב פרידריך	Weinreb Friedrich		1985	92		No Image		Weiler im Allgäu ,Sonderausgabe Thaurus Verlag	לא סומן בקטלוג כמצוי בספריה	פרוזה	פרוזה W /		מרים פולין )מתוך קטלוג נילי דוידסון(					4092
G-B-2611	de	ודמאייר קלאוז	Wedemeier Klaus		?	39	Neue Texte zu Frieden, Gewalt und Sozialer | Verantwortung	No Image		Nordwestdeutsche Verlagsgesellschaft ,Bremerhafen		חברה / הנצחה	חברה W /		מרים פולין )מתוך קטלוג נילי דוידסון(				לספר 2 עותקים בספריה	4093
G-B-2612	de	וולף קרלה	Wolff Karla		?	64		No Image		Evangelischer Arbeitskreis Kirche und Israel in He		ביוגרפיות	ביוגרפיהותW /		מרים פולין )מתוך קטלוג נילי דוידסון(					4094
G-B-2613	de	ויטמן ולט		Grashalme	1907	239		No Image		Druck und Verlag von Philipp Reclam Jun .Leipzig		שירה	שירה W /		מרים פולין )מתוך קטלוג נילי דוידסון(					4095
G-B-2614	de	וולף אני אביבה		Schliesslich waren wir alle Jung und Lebenslustig	1993	59	עם תמונות	No Image		Mackensen ,Berlin		ביוגרפיהות / מברלין לישראל	ביוגרפיהותW /		מרים פולין )מתוך קטלוג נילי דוידסון(					4096
G-B-2615	de	וייס אדולף	Weiss Adolf		1923	393	Dr. Weiss Adolf	No Image		Verlag der Philosophischen Bibliothek ,Leipzig		פילוסופיה	פילוסופיה W /		מרים פולין )מתוך קטלוג נילי דוידסון(					4097
G-B-2616	de				1991	406	Hrs.: Andreas Nchama & Julius H. Schoeps & Eduard von | Voolen	No Image		Berliner Festspiele & Jüdischer Verlag &Suhrkamp		קהילות / קטלוג לתערוכה	קהילות / ב		נילי דוידסון	2011.669		תמר זגר ,כפר ורדים		6934
G-B-2617	de	וינר מאיר		Die Lyrik der Kabbakh	1920	179		No Image		R.Löwit Verlag ,Wien-Leipzig		מדעי יהדות	מדעי יהדות W /		מרים פולין )מתוך קטלוג נילי דוידסון(					4099
G-B-2618	de	וילקנס נינה		Judith und das Wunder der Lichter - Eine	2003	36	ספורי חנוכה ורצפטים לחג | Wilkens Nina & Ritz Nina	No Image		Aus dem jüdischen Museum Berlin		נוער	נוער W /		מרים פולין )מתוך קטלוג נילי דוידסון(					4100
G-B-2619	de	ובר מקס	Weber Max		1921	442		No Image		J.C.Mohr Verlag ,Tübingen		חברה / מדעי היהדות	חברה W /		מרים פולין )מתוך קטלוג נילי דוידסון(				Exlibris: Aus dem Nachlass von Chanan Hendel	4101
G-B-2620	de	ורטהיימר מרתה	Wertheimer Martha		1937	64	Wertheimer Martha & Goldschmidt Siddy & Mayer Paul	No Image		Atid Verlag ,Berlin		ספורט	חינוך נוער וספורט W /		מרים פולין )מתוך קטלוג נילי דוידסון(					4102
G-B-2621	de	גינתר קרל		Das Mohelbuch des Heinrich Epstein aus Kenzingen	?	) 25-54 ככל הנראה קטע מיצירה אחרת(	על מנהג המילה ,חיתול תורה ,ספר מוהל. | Deutsch israelischerArbeitskreis - Ettenheim	No Image		Ettenheim		מדעי היהדות / מנהגים	מדעי היהדות G /		נילי דוידסון			"נמסר ע""י ) Robert Kreisמהעיר Ettenheimגרמניה( בעת"		4105
G-B-2622	de	ברנר הדויג		Leas Flucht - Eine Familiengeschichte ein Zeitdokument	2005	257	קורות משפחה אחת מצ'רנוביץ -שלושה דורות	No Image		Munda Verlag ,Schweiz		ביוגרפיות	ביוגרפיות B /		נילי דוידסון				"הספר נשלח אל סטף ע""י המחברת"	4104
G-B-2623	de	קרומה הרמן	Krome Hermann		?	172	Eine Zusammenstellung von Krome Hermann	No Image		Richard Birnbach Verkag ,Berlin		שירה	שירה K /		נילי דוידסון	23.04.2007		גבריאלה שרמן		4107
G-B-2624	de	פוטץ	Votz		?	86	Zusammengestellt von Dr. Votz	No Image		U .Sonnenburg ,Trier		שירה	שירה V /		נילי דוידסון	23.04.2007		גבריאלה שרמן		4114
G-B-2625	de	לסינג גוטהולד אפרים		Lessings Werke - Dritter Band	?	366	In dem Buch die Werke; | 1. Mis Sara Asmpson - Trauerspiel in fünf Aufzügen | 2. Minna von Arnheim oder das Soldatenglück -Lustspiel | in fünf Aufzügen | 3. Emilia Galotti - Trauerspiel in fünf Aufzügen | 4. Nathan der Weise - Dramatisches Gedicht in fünf | Aufzügen	No Image		Verlag von Th .Knaur		פרוזה	L פרוזה		נילי דוידסון	23.04.2007		גבריאלה שרמן	7473  מתוך 4115 עמוד	4115
G-B-2626	de	צוייג סטפן		Briefwechsel	1973	109	Zweig Stefan & Gorki Maxim	No Image		Philipp Reclam jun .Verlag ,Leipzig		ביוגרפיה	ביוגרפיה Z /		מרים פולין )מתוך קטלוג נילי דוידסון(					4156
G-B-2627	de	קרונר וילהלם		Die Justiz	1931	16	Hrs.: Wilhelm Kroner | Monatsschrift für Erneuerung des deutschen | Rechtwesens - Zurgleich Organ des Republikanuschen | Richterbund | Heft 1	No Image	"מאמר אחד מתוך החוברת ,שנכתב ע""י פרץ נפתלי."	Dr .Walther Rotschild ,Berlin		פוליטיקה / כלכלה	פוליטיקה		נילי דוידסון	2011.668		מיכל אורי ,נכדתו של פרץ נפתלי ,יובלים		6933
G-B-2628	de	האן ל .אלברט	Hahn L. Albert		1924	56	Dr. Albert L. Hahn	No Image		Frankfurter Societäts-Drukere		פוליטיקה / כלכלה	פוליטיקה		נילי דוידסון	2011.668		מיכל אורי ,נכדתו של פרץ נפתלי ,יובלים		6929,6930
G-B-2629	de	נפתלי פריץ פרץ	Naphtali Fritz Peretz		1930	31	Schriftsreihe des Gesamtverbandes. | Nach einem Referat auf der Konferenz am 26 November | 1930 un Hamburg	No Image		Verlaganstalt Courier ,Berlin		מסחר / כלכלה / פוליטיקה	פוליטיקה		נילי דוידסון	2011.668		יובלים, נכדתו של פרץ נפתלי,מיכל אורי	7473  מתוך 6928 עמוד	6928
G-B-2630	de	נפתלי פריץ פרץ		Wertschwankungen und Bilanz	1921	24	Flugschriften der Frankfurter Zeitung	No Image		Verlag der Frankfurter-Societäts-Drukerei		פוליטיקה / כלכלה	פוליטיקה		נילי דוידסון	2011.668		מיכל אורי ,נכדתו של פרץ נפתלי ,יובלים		6927
G-B-2631	de				1990	459	Katalog: Museum für moderne Kunst, Photographie und | Architektur	No Image		Edition Cantz		אומנות	אומנות B /		מרים פולין )מתוך קטלוג נילי דוידסון(					4268
G-B-2632	de	אלוסר ארתור		Vom Ghetto nach Europa	1936	292	Das Judentum im geistigen Leben des 19. Jahrhunderts	No Image		Jüdische Buchvereinigung Verlag ,Berlin		היסטוריה יהודית	היסטורית יהודית E /		מרים פולין )מתוך קטלוג גדעון בוטש(					1498
G-B-2633	de	וילשטטר ב.		Worte der Ermunterung zur Errichtung frommer	1855	39		No Image		Israelitische Volksbibliothek II	לא סומן בקטלוג כמצוי בספריה	היסטוריה יהודית	היסטוריה יהודית W /		מרים פולין )מתוך קטלוג גדעון בוטש(					3969
G-B-2634	de	ורפל פרנץ		Paulus unter den Juden	1927	186		No Image		Paul Zsolnay Verlag ,Berlin / Wien / Leipzig		דרמה	דרמה W /		מרים פולין )מתוך קטלוג גדעון בוטש(					3938
G-B-2635	de	צוייג סטפן	Zweig Stefan		1951	334		No Image		S.Fischer Verlag ,Frankfurt a .Main		ביוגרפיה	ביוגרפיה Z /		מרים פולין )מתוך קטלוג נילי דוידסון(					4157
G-B-2636	de	קובלציק ברברה		Wir waren Eure Nachbarn	1996	249	Die Juden im Leipziger Waldstrassenviertel	No Image		.Pro Leipzig e .V		קהילות	קהילות L /		נילי דוידסון	2007.453		מדינאים מהעיר לייפציג ,גרמניה		4116
G-B-2637	de	ויט הוברט		Der Fiedler vom Ghetto - Jiddische Gedichte aus Polen	1993	270		No Image		Reclam Verlag ,Leipzig		שירה	שירה W /		מרים פולין )מתוך קטלוג נילי דוידסון(					4103
G-B-2638	de	וולף יוסף	Wolf Joseph		?	?	Bibliothek des jüdischen Volksfreundes | Verlag der Bibliothek des Vereins für die jüdischen | Intressen Rheinland, Köln | Rabb. Dr.Wolf, Cöln	No Image		ראה בתיאור היצירה		מדעי היהדות	מדעי היהדות W /		מרים פולין )מתוך קטלוג גדעון בוטש(					3978
G-B-2639	de	זנגויל ישראל		Ohne Vorurteil	?	334		No Image		?		פרוזה	פרוזה Z /		מרים פולין )מתוך קטלוג נילי דוידסון(				ללא כריכה	4145
G-B-2640	de	צווייג ארנולד		Erziehung vor Verdun	1964	366		No Image		Kindler Taschenbücher		רומן	רומן Z /		מרים פולין )מתוך קטלוג נילי דוידסון(					4146
G-B-2641	de	צווייג ארנולד		Die Sendung Semaels	1920	120	Jüdische Tragödie in fünf Aufzügen	No Image		Kurt Wolff Verlag ,München		דרמה	דרמה Z /		מרים פולין )מתוך קטלוג נילי דוידסון(				אקסליבריס :חנה לזאר | Exlibris: Hana Lazar	4147
G-B-2642	de	וולף מקס י.		Shakespeare II - Der Dichter und sein Werk	1908	470		No Image		C.H.Beck Verlag ,München		ביוגרפיה	ביוגרפיה W /		מרים פולין )מתוך קטלוג גדעון בוטש(					3982
G-B-2643	de	וולפסברג אוסקר		Zur Zeit und Geistesgeschichte des Judentums	1938	295		No Image		Verlag :Die Gestaltung ,Zürich		היסטוריה יהודית	היסטוריה יהודית W /		מרים פולין )מתוך קטלוג גדעון בוטש(					3983
G-B-2644	de	וולפסקל קרל		Gesammelte Werke I	1960	315	Dichtungen - Dramatische Dichtungen	No Image		Classen Verlag ,Hamburg		שירה	שירה W /		מרים פולין )מתוך קטלוג גדעון בוטש(					3984
G-B-2645	de	וולפסקל קרל		Gesammelte Werke II	1960	625	Übertragungen - Prosa	No Image		Classen Verlag ,Hamburg		פרוזה	פרוזה W /		מרים פולין )מתוך קטלוג גדעון בוטש(					3985
G-B-2646	de	וונדרליך אלברט	Wunderlich Albert		1911	22	vom Frühjahr 1910 in Freiburg im Breisgau	No Image		R.Trenkel Verlag ,Berlin		מדעי הרפואה	מדעים W /		מרים פולין )מתוך קטלוג גדעון בוטש(					3986
G-B-2647	de	טריטש דוויס & וינץ לאו			1901	872	אסופה של ירחונים בנושאי תרבות | Hrsg.: Trietsch Davis & Winz Leo | unter Mitwirkung von Künstler, Gelehrtern und | Schriftstellern | erster Jahrgang	No Image		Verlag von S . Calvary &Co. ,Berlin		חברה / אמנות / ספרות / עיתונות	חברה T /		נילי דוידסון					3995,3996
G-B-2648	de	טריטש דוויס & וינץ לאו			1902	864	אסופה של ירחונים בנושאי תרבות | Hrsg.: Trietsch Davis & Winz Leo | unter Mitwirkung von Künstler, Gelehrtern und | Schriftstellern | Zweiter Jahrgang	No Image		Verlag von S . Calvary &Co. ,Berlin		חברה / אמנות / ספרות / עיתונות	חבה T /		נילי דוידסון				אקסליבריס :מספרי אפרים הלטרכט / ראה תמונה בG.B.2990- | Exlibris: Aus den Bücher von Ephraim Haltrecht / siehe Abbildung in G.B.2990	3997,3998
G-B-2649	de	וינץ לאו	Winz Leo		1903	864	אסופה של ירחונים בנושאי תרבות | Hrsg.: Trietsch Davis & Winz Leo | unter Mitwirkung von Künstler, Gelehrtern und | Schriftstellern | Dritten Jahrganges	No Image		Verlag von S . Calvary &Co. ,Berlin		חברה / אמנות / ספרות / עיתונות	חברה T /		נילי דוידסון				אקסליבריס :מספרי אפרים הלטרכט / ראה תמונה בG.B.2990- | Exlibris: Aus den Bücher von Ephraim Haltrecht / siehe Abbildung in G.B.2990	3999,4000
G-B-2650	de	וינץ לאו	Winz Leo		2004	872	אסופה של ירחונים בנושאי תרבות | Hrsg.: Winz Leo | unter Mitwirkung von Künstler, Gelehrtern und | Schriftstellern | Vierter Jahrgang	No Image		Verlag Ost und West ,Berlin		חברה / אמנות / ספרות / עיתונות	חברה T /		נילי דוידסון					4001
G-B-2651	de				1992	454	קטלוג לתערוכה שהיתה באקדמיה לאמנויות בברלין ב- | 1992 | Hrsg.: Von Akademie der Künste	No Image		Edition Hentrich ,Akademie der Künste		חברה / אמנויות הבמה / מוסיקה / תיאטרון / מחול	חברה G /		נילי דוידסון	2000.074		יעל ארנולד-ברן ,לבית ברנקופף ,גרמניה		4002,4003
G-B-2652	de	ורפל פרנץ	Werfel Franz		1933	583 & 556		No Image מהדורה 1-10 אלפים		Paul Zsolnay Verlag ,berlin-Wien-Leipzig		פרוזה	פרוזה W /		נילי דוידסון					4026
G-B-2653	de	ורפל פרנץ		Stern der Ungeborenen   - Ein Reiseroman	1946	659		No Image		Bermann-Fischer Verlag ,Stockholm		פרוזה	פרוזה W /		נילי דוידסון					4027
G-B-2654	de	שניצלר ארתור		Spiel im Morgengrauen Novellen	1927	159		No Image מהדורה 1-15 אלף		S .Fischer Verlag ,berlin		פרוזה	פרוזה S /		נילי דוידסון			מספרית סטף ורטהיימר ומשפחתו		4032
G-B-2655	de	בון פון מקס		Der Tanz	1925	268	Max von Boen	No Image		Volksverband der Bücherfreunde Wegweiser Verlag ,B		חברה / מחול	חברה B /		נילי דוידסון					4033
G-B-2656	de	יעקבס דורה		Die Menschliche Bewegung	1962	372		No Image		A .Henn Verlag ,Ratingen		חברה / תנועה / מחול	חברה J /		נילי דוידסון					4034
G-B-2657	de	קלר ורנר		Und die Bibel doch Recht	1959	448	Forscher beweisen die historische Wahrheit	No Image מהדורה 351-400 אלף		Econ Verlag ,Düsseldorf		מדעי היהדות	מדעי היהדות	מדעי היהדות K /	נילי דוידסון					4035
G-B-2658	de	אואוד י.י.פ	Oud J.J.P		1926	83	Das Buch ist aus der Reie: | Bauhausbücher | Schriftleitung: Walter Gropius & L. Moholy-Nagy	No Image		Albert Langen Verlag ,München		ארכיטקטורה	ארכיטקטורה O /		נילי דוידסון					4036
G-B-2659	de	טורס טרסקה		Unerschrocken	2004	147	ב Meyer Levin 1947-עשה סרט על היהודים שחיכו | במחנות הפליטים לעלייתם לפלשתינה ,הספר נערך על | סמך סרט זה. | Auf dem Weg nach Palästina - Tereska Torres | Filmtagebuch von 1947	No Image		dumont ,Jüdisches Museum Berlin		ארץ ישראל / עליה	ארץ ישראל U /		נילי דוידסון			"נשלח ע""י לאונורה מאייר ,עובדת המוזיאון היהודי ,ברלין"		4039
G-B-2660	de	בראון הלמוט פ.		"""Dem Deutschen Volke"" - Die Geschichte der berliner"	2003	189	סיפורו של בעל בית חרושת יהודי בברלין. | Leo   בספר פרק על מוזיקה מעמ'  ,142 ועל לאו קופף | Kopfמלחין של מוזיקה יהודיתליטורגית ומנצח על | מקהלות .לספר מצורף תקליטור עם  2 שירי מקהלה. | אסופת מאמרים. | Hrsg.: Helmuth F. Braun & Michael Dormann	No Image		Dumont,Jüdisches Museum Berlin		ביוגרפיות / תעשיה / ברלין / מוזיקה	ביוגרפיות L /		נילי דוידסון			"נשלח ע""י לאונורה מאייר ,עובדת המוזיאון היהודי ,ברלין"	CD im Buch	4040
G-B-2661	de	קוגלמן צילי	Kugelmann Cilly		2002	92	אסופת מאמרים של כותבים יהודים ,ילידי פוסט-שואה | Hesg.: Cilly Kugelmann & Hanno Loewy	No Image		Dumont ,Jüdisches Museum Berlin		חברה / לחיות כיהודי בתפוצות	חברה K /		נילי דוידסון			"נשלח ע""י לאונורה מאייר ,עובדת המוזיאון היהודי ,ברלין"		4041
G-B-2662	de	בלוחל-דיטריך איריס	Blochell-Dittrich Iris		2003	119	קטלוג לתערוכה שהיתה במוזיאון היהודי בברלין בנושא | ברכות לשנה החדשה ועבודות יוקרה בנייר. | Von Neujahrsgrüssen und anderen Kostbarkeiten aus | Papier	No Image		Dumont ,Jüdisches Museum Berlin		אמנות / חגים / מנהגים / קיטש	אמנות B /		נילי דוידסון			"נשלח ע""י לאונורה מאייר ,עובדת המוזיאון היהודי ,ברלין"		4042
G-B-2663	de			Geschichten einer Ausstellung - Zwei Jahrtausende	2001	221	קטלוג יפהפה של המוזיאון היהודי בברלין | Katalog des Jüdischen Museums Berlin	No Image		Dumont ,Jüdisches Museum Berlin		קהילות / ברלין	קהילות B /		נילי דוידסון			"נשלח ע""י לאונורה מאייר ,עובדת המוזיאון היהודי ,ברלין"		4043
G-B-2664	de				1998	51	אסופת מאמרים על הבנין ועל המוזיאון היהודי בברלין. | בין הכותבים גם דניאל ליבסקינד | Auch ein Artikel von Daniel Liebeskind	No Image		Jüdisches Museum Berlin		קהילות / ברלין	קהילות B /		נילי דוידסון					4044
G-B-2665	de	ורפל פרנץ		Die vierzig Tage des Musah Dagh Roman	1968	698		No Image		Droemer Verlag		פרוזה	פרוזה W /		מרים פולין )מתוך קטלוג נילי דוידסון(				לספר 2 עותקים בספריה	4045
G-B-2666	de	וילדגנז אנטון		Kain, ein mystisches Gedicht	1920	100		No Image		Leipzig L.Staackmann Verlag ,		דרמה	דרמה W /		מרים פולין )מתוך קטלוג נילי דוידסון(					4046
G-B-2667	de	וילדגנז אנטון		Armut - Ein Trauerspiel	1916	150		No Image		L.Staakmann Verlag ,Leipzig		דרמה	דרמה W /		מרים פולין )מתוך קטלוג נילי דוידסון(				"""Widmung:"" Das Herz allein adelt den Menschen"	4047
G-B-2668	de	וילדגנז אנטון		Dies Irae - Eine Trauerspiel	1918	209		No Image		L .Staackmann Verlag ,Leipzig		דרמה	דרמה W /		מרים פולין )מתוך קטלוג נילי דוידסון(					4048
G-B-2669	de	וילדגנז אנטון		Die Sonette an Ead	1922	34		No Image		L.Staackmann Verlag ,Leipzig		שירה	שירה W /		מרים פולין )מתוך קטלוג נילי דוידסון(				לספר 2 עותקים בספריה	4049
G-B-2670	de	ורפל פרנץ		Der Abituriententag         Roman	1961	167		No Image		Fischer Bücherei		פרוזה	פרוזה W /		מרים פולין )מתוך קטלוג נילי דוידסון(					4050
G-B-2671	de	ורפל פרנץ		Der Veruntreute Himmel         Roman	1948	360		No Image		Bermann -Fischer Verlag		פרוזה	פרוזה W /		מרים פולין )מתוך קטלוג נילי דוידסון(					4051
G-B-2672	de	וילדגנז אנטון		Mittag - Neue Gedichte	1918	101		No Image מהדורה 5		L .Staakmann Verlag,Leipzig		שירה	שירה W /		מרים פולין )מתוך קטלוג נילי דוידסון(					4052
G-B-2673	de	וילדגנז אנטון		Dreissig Gedichte	?	60		No Image		Friedr .Linz Verlag ,Trier		שירה	שירה W /		מרים פולין )מתוך קטלוג נילי דוידסון(				אקסליבריס :אלזה רוזנטל | Exlibris: Else Rosenthal	4053
G-B-2674	de	וולף תאודור		Das Vorspiel	1924	303	על מלחמת העולם הראשונה ומניעיה	No Image		Verlag für Kulturpolitik ,München		היסטוריה כללית	היסטוריה כללית W /		מרים פולין )מתוך קטלוג נילי דוידסון(					4054
G-B-2675	de	וטצלר ריכרד	Wetzlar Richard		?	71	Dr. Heinrich Wetzlar und seine Gattin Therese     (gehört | )zum Titel des Buches	No Image		ohne Verlag		ביוגרפיה	ביוגרפיה W /		מרים פולין )מתוך קטלוג נילי דוידסון(				לזכר אדם שהפך ארמון בסביבת קרלסרואה למעון לנוער בסכנה	4055
G-B-2676	de	ולטש רוברט		Deutsches Judentum Aufstieg und Krise, 14	1963	426	Hrsg.: Weltsch Robert | Gestalten, Ideen, Werke	No Image		Deutsche Verlagsanstalt ,Stuttgart		ביוגרפיות / מונוגרפיה	ביוגרפיות W /		מרים פולין )מתוך קטלוג נילי דוידסון(				תמונות	4056
G-B-2677	de	ורפל פרנץ		Der Abituriententag - Die Geschichte einer Jugendschuld	1928	324		No Image		Paul Zsolnays Bibliothek Zeitgenössischer Werke ,Z		פרוזה	פרוזה W /		מרים פולין )מתוך קטלוג נילי דוידסון(				Widmung: An Paul zur Erinnerung an seine Reifeprüfung von Hubert 1931	4057
G-B-2678	de	ורפל פרנץ	Werfel Franz		1929	808	אוטוגרם 1932 של פרנץ ורפל / וינה | בתוך הספר	No Image		Paul Zsolnays Verlag ,Berlin-Wien-Leipzig		פרוזה	פרוזה W /		מרים פולין )מתוך קטלוג נילי דוידסון(				אקסליבריס :יוליוס וארנה לוי / ראה תמונה | בG.B.1063- | Exlibris: Julius & Irma Lewy / siehe Abbildung in G.B.1063	4058
G-B-2679	de	ורפל פרנץ		Dramatische Dichtungen	1929	467	Die Trödlerin, Juarez und Maximilian, Paulus unter den | Juden	No Image		Paul Zsolnays Verlag ,Berlin-Wien-Leipzig		פרוזה	פרוזה W /		מרים פולין )מתוך קטלוג נילי דוידסון(					4059
G-B-2680	de	ויהן רוי ארהרד		Bernhard Mayer intressante Zeitgenossen	1998	381	משפחת סוחרים ,תמונות ,שירה | Interesting Contemporaries | Lebenderinnerungen neines jüdischen Kaufmanns und | Weltbürgers 1866 - 1946	No Image		Hartung -Gore verlag ,Konstanz	לא סומן בקטלוג כמצוי בספריה	ביוגרפיות	ביוגרפיות W /		מרים פולין )מתוך קטלוג נילי דוידסון(			דניאלה כהן -הופמן ,נכדתו של ברנרד מאייר		4060
G-B-2681	de	וולף לותר		)Faschistenland (Italienische Reiseskizzen	1931	134		No Image		Internationaler Arbeiter-Verlag Berlin C25		חברה / פוליטיקה	תיק ארכיון G.F.0021 רובן-וולף-פרידמן		מרים פולין )מתוך קטלוג נילי דוידסון(				הקדשה :ממרתה ולותר וולף | Widmung: Von Martha und Lothar Wolf	4061
G-B-2682	de	וולף לותר	Wolf Lothar		1931	?	Wolf Lothar & Martha Ruben - Wolf	No Image		Internationaler -Verlag ,Berlin C25		חברה / פוליטיקה	תיק ארכיון G.F.0021 רובן-וולף-פרידמן		מרים פולין )מתוך קטלוג נילי דוידסון(					4062
G-B-2683	de	וולף לותר	Wolf Lothar		1928	?	Wolf Lothar & Martha Ruben - Wolf	No Image		Internationaler Arbeiter -Verlag ,Berlin C25		חברה / פוליטיקה	תיק ארכיון G.F.0021 רובן-וולף-פרידמן		מרים פולין )מתוך קטלוג נילי דוידסון(					4063
G-B-2684	de	ויינברג יהודה לואיס	Weinberg Jehuda Louis		?	111	"על עטיפת הספר רשימת הספרים של הוצאת מרטין | פויכטוונגר ,ת""א"	No Image		Martin Feuchtwanger Edition Olympia ,Tel-Aviv		שירה	שירה W /		מרים פולין )מתוך קטלוג נילי דוידסון(				"אקסליבריס :ד""ר מקס יונגמן / ראה תמונה | בG.B.0208- | הקדשה :לד""ר מקס יונגמן מאת חמחבר | Exlibris: Dr. Max Jungmann / siehe Abbildung in G.B.0208"	4064
G-B-2685	de	וגרוף פאולינה		Memorien einer Grossmutter	1908	200	המחברת כותבת על חייה ומשפחתה | תמונתה בםפר ,ילידת 1830 | Bilder aus der Kulturgeschichte der Juden Russlands im | 19.Jahrhundert Band I	No Image		M .Poppenlauer Verlag ,Berlin		ביוגרפיות	ביוגרפיות W /		מרים פולין )מתוך קטלוג נילי דוידסון(				"אקסליבריס :ד""ר מקס יונגמן / ראה תמונה | בG.B.0208- | Exlibris: Dr. Max Jungmann / siehe Abbildung in G.B.0208"	4065
G-B-2686	de	ויינברג יהודה לואיס		Sonette des Gedenkens	?	13	שירים שכתב לזכרו של Manfred Reifer	No Image		ohne Verlag		שירה	שירה W /		מרים פולין )מתוך קטלוג נילי דוידסון(				"אקסליבריס :ד""ר מקס יונגמן / ראה תמונה | בG.B.0208- | Exlibris: Dr. Max Jungmann / siehe Abbildung in G.B.0208"	4066
G-B-2687	de	וגנר-ויטגן	Wagner-Wittgen		1951	383	עם 186 תמונות	No Image		,Paul Parey ,Verlag für Landwirtschaft ,Gartenbau		חברה / חקלאות / חינוך	חברה W /		מרים פולין )מתוך קטלוג נילי דוידסון(					4067
G-B-2688	de	וינטר דורית		Wegen Jolanda - Eine Spurensuche	1999	166		No Image		Verlag Freies Geistesleben		ביוגרפיות / שואה	ביוגרפיות Y /		מרים פולין )מתוך קטלוג נילי דוידסון(			חנה הולמה ,כפר ורדים		4068
G-B-2689	de	וייסנברג ריכרד	Weissenberg Richard		1931	437	Prof. Dr. Weissenberg Richard	No Image		Georg Thieme Verlag ,Leipzig		רפואה	מדעים W /		מרים פולין )מתוך קטלוג נילי דוידסון(				אקסליבריס :גולדשטיין רות ,נהריה | Exlibris: Ruth Goldstein, Nahariya	4069
G-B-2690	de	וגנר ארמין		Moni	1929	291	הסופר הוא בעלה הראשון של לולה לנדאו )סופרת | שכתבה בארץ בגרמנית( במוזיון סרט וידאו עליהם בעת | ביקור בפלשתינה בשנות ה 20-למאה ה 20-	No Image		Deutsche Verlaganstalt ,Stuttgart / berlin / Leipzig		פרוזה	פרוזה W /		מרים פולין )מתוך קטלוג נילי דוידסון(	2000.085				4070
G-B-2691	de	ליזנברג קרסטן	Liesenberg Carsten		2002	128	Zur Geschichte der Juden in Mühlhausen und | Nordthüringen und die Mühlhäuser Synagoge	No Image		Mühlhäuser Museen &Denkmalpflegeverein		קהילות	קהילות M /		נילי דוידסון					4073
G-B-2692	de	ורבורג אבי		Schlangenritual - Ein Reisebericht	1995	94		No Image מהדורה 2		Klaus Wagenbacg Verlag ,Berlin		אומנות	תיק ארכיון G.F.0103		מרים פולין )מתוך קטלוג נילי דוידסון(				"נתרם ע""י אחיינית המחבר גב' חוה אונגר )וורבורג("	4074
G-B-2693	de	ורבורג-שפינלי אינגריד		Erinnerungen 1910 - 1989	1990	475		No Image		Dölling und Galitz Verlag		ביוגרפיה	ביוגרפיה W /		מרים פולין )מתוך קטלוג נילי דוידסון(			מרים פולין ,כפר ורדים		4075
G-B-2694	de	ורבורג מקס מ.		Aus meinen Aufzeichnungen	1952	158	מתוך רשומותיו של הבנקאי מקס מ.ורבורג הוציא לאור | הבן אריק	No Image		Privatdruck ,Eric M .Warburg ,New York		ביוגפיות	תיק ארכיון G.F.0103		מרים פולין )מתוך קטלוג נילי דוידסון(					4076
G-B-2695	de	וילטמן אינגריד	Wiltmann Ingrid		1998	205	ראיונות עם ישראלים ,בינהם אהרון מגד ,אורי אבנרי, | יהודה עמיחי ועוד	No Image		Suhrkamp Verlag	לא סומן בקטלוג כמצוי בספריה	ביוגרפיה / ישראל	ביוגרפיה W /		מרים פולין )מתוך קטלוג נילי דוידסון(					4077
G-B-2696	de	וייסנברג היינץ		Moses, Prinz von Egypten	1968	418		No Image		Die Fünf Verlag .München		פרוזה	פרוזה W /		מרים פולין )מתוך קטלוג נילי דוידסון(					4078
G-B-2697	de	וייגלט אגתה	Weigelt Agathe		1921	191		No Image		Ullstein Verlag ,Berlin		מכתבים / יומנים	מכתבים W /		מרים פולין )מתוך קטלוג נילי דוידסון(					4079
G-B-2698	de	וורסטר אלפרד		Die Judenausrottung in Deutschland	?	?		No Image		Oskar Kampert G.m.b.H		מדעי היהדות	מדעי חיהדות W /		מרים פולין )מתוך קטלוג נילי דוידסון(					4080
G-B-2699	de	וולף הנס		Friedrich Nitzsche, Der Weg zum Nichts	1956	300		No Image		Franke Verlag ,Bern		ביוגרפיות	ביוגרפיות W /		מרים פולין )מתוך קטלוג נילי דוידסון(				אקסליבריס :מעיזבונו של חנן הנדל | Exlibris: Aus dem Nachlass von Chanan Hendel	4081
G-B-2700	de	ויהן רוי ארהרד		Die Brunnenbauer	1998	257	Hrsg.: Wiehn Roy Erhard	No Image		Hartung Gorre Verlag ,Konstanz		ביוגרפיות	ביוגרפיות W /		מרים פולין )מתוך קטלוג נילי דוידסון(					4082
