accession_id	accession_raw	artist	artist_en	work_title	work_title_en	item_type	item_type_en	technique	technique_en	description	dimensions	years	subject_narrow	subject_broad	origin	origin_en	bio_chrono	category	location	condition	registrar	insurance_value	donation_no	acquisition_date	donor	notes	source_pages
G-F-0313-18	G.F. 0313 / 18	שילוני ישראל & מרים		מכתבים אל מרים שילוני				מקור	Original	"מכתבים אל מרים שילוני בעיקר מישראל ובעברית ,מעט | מחו""ל בגרמנית ויידיש. | המכתבים משנות ה 40-עד שנות ה 70-למאה ה.20- | קטגוריות: | .1 מלח""ע  / IIמכתבים של אנשי הישוב שמשרתים | בצבא הבריטי"		אריק , Eric Alamerowמשרת בצבא הבריטי	No Image	-מכתבים בגרמנית +אחד ביידיש מאת Lisbeth Ragoler					נרשם ב 17.10.2006 ; 16.10.2006-	כרטיס 18 מתוך 53	נילי דוידסון				תלמה & צבי שילוני ,ילדיו של ישראל שילוני	בראש המכתבים מאת המשרתים בצבא הבריטי מופיע תמיד השם והכתובת הצבאית באנגלית.	3510,3511,3512
G-F-0313-2	G.F. 0313 / 2	שילוני ישראל & מרים		מכתבים ,פרסומים				מקור ,העתק	Original, Copy	"רשימה שמית של המתכתבים ,הנושאים וציון השנים | קטגוריות: | .1 אירגונים *אירגון לזכויות אסירים בגרמניה | .2 מדעים *כימיה-צבעים *גרפולוגיה *בולאות | )פילתולוגיה( | .3 היסטוריה | .4 שואה | .5 היסטוריה יהודית | .7 הנצחה *מוזיאון שילוני | .8 פלשתינה | .9 מחנות * מכתב Florence Paquell | .10 מלח""ע * IIחילת בצבא הבריטי | .11 כתיבה אישית *מכתביה של חנה לש"			No Image	-אספקת קרח ,קרית ביאליק 1948 ,כפי הנראה בעיקבות					נרשם ב 11.09.2006-	כרטיס 2 מתוך 53	נילי דוידסון				תלמה & צבי שילוני ,ילדיו של ישראל שילוני		3318,3319,3320,3321
G-F-0313-27	G.F. 0313 / 27	שילוני ישראל & מרים		"התכתבות של משפחת שילוני ""הגרעינית"" :מרים ,ישראל,"				מקור	Original	"מכתבים בעברית שכתבו בני משפחת שילוני הגרעינית | האחד לשני .הלימודים של מרים ,העיסוקים של ישראל, | בתי הספר המרוחקים של צבי ותלמה ,יצרו מצב | שהמשפחה הגרעינית היתה ""מפוצלת"" לתקופות קצרות | או ארוכות .בהתכתבות אינטנסיבית למדי שמרו על קשר | ועל ""חיים משותפים"". | קטגוריות: | .1 תולדות משפחה | .2 התיישבות | .3 פלשתינה | .4 מקצועות חופשיים  /ניהול ספריה"			No Image	ההתכתבות מחולקת לשנים ,בחלק של המכתבים לא					26.11.2006	כרטיס 27 מתוך 53	נילי דוידסון				תלמה & צבי שילוני ,ילדיו של ישראל שילוני		3698,3699
G-F-0313-28	G.F. 0313 / 28	שילוני ישראל & מרים		ישראל שילוני / פעילות תרבותית ,אינטלקטואלית,						"קטגוריות: | .1 הנצחה *בין היתר ביה""ס נהריה בברלין | .2 פעילות תרבותית *מקהלת גברים יהודים | .3 עזרה הדדית  /איסוף בגדים לחורף | .4 שירה | .5 כתיבה אישית *ראה גם המכתב ""אל מזכירות הקיבוץ"" | .6 היסטוריה יהודית | .7 פסיכולוגיה  /ראה חיבור Freud &Jung | .8 תיאולוגיה  /ראה חיבור Manfred Hausmann | .9 אנטישמיות  /ראה חיבור Deutsche | Antisemitismus | .10 מחזות *אנטיוכוס ה 4-"			No Image	-ישראל שילוני משתדל ב 1969-אצל מזכירת המדינה של					נרשם ב 10.12.2006 & 05.12.2006-	כרטיס 28 מתוך 53	נילי דוידסון				תלמה & צבי שילוני ,ילדיו של ישראל שילוני		3741,3742,3743,3744
G-F-0313-3	G.F. 0313 / 3	שילוני ישראל & מרים		התכתבות				מקור ,העתק	Original, Copy	"מכתבים מאנשים שונים אל משפ .שילוני .המכתבים | מופרדים עפ""י הכותב. | קטגוריות: | .1 הנצחה *מוזיאון שילוני | .2 מלח""ע II | .3 היסטוריה יהודית *הקהילה בקלן | .4 תולדודות משפחה *משפחת וולפסון | .5 קהילה * קלן | .6 מסורת *קלן | .7 פעילות תרבותית *Ponkie"		קלן -מומלץ לקרוא .כמו כן מצויה התכתבות	No Image	-מכתבים בגרמנית ואנגלית מהשנים 1973-1981 אל					נרשם ב 12.09.2006-	כרטיס 3 מתוך 53	נילי דוידסון				תלמה & צבי שילוני ,ילדיו של ישראל שילוני	חומרים נוספים על משפחת וולפסון ראה: | -נתן וולפסון G.F.0137 | -דוד וולפסון G.F.0138 | Zur Familie Wolffsohn siehe auch: | - Nathan Wolffsohn G.F.0137 | - David Wolffsohn G.F.0138	3322,3323,3324,3325
G-F-0313-35	G.F. 0313 / 35	שילוני ישראל & מרים		לביוגרפיה של ישראל שילוני עברית וגרמנית & נושאי				מקור ,העתק	Original, Copy	קטגוריות: | .1 ביוגרפיה | .2 מחנות *אוסטרליה | .3 הנצחה *מכתב לברטה | .4 הגירה * תכתובת שליחת רכוש | .5 תולדות משפחה * מקור השם המרשטיין & ראה | התכתבות עם אשת אחיו פריץ | .6 תמונות *שילוני דיוקן			No Image	2 -דפים מתוך ספר שיצא בגרמניה - ?Jetzt wohin :1945					נרשם ב 27.05.2007-	כרטיס 35 מתוך 53	נילי דוידסון				תלמה & צבי שילוני ,ילדיו של ישראל שילוני		4136,4137,4138
G-F-0313-4	G.F. 0313 / 4	שילוני ישראל & מרים		מכתבים ,פירסומים						"קטגוריות: | .1 פלשתינה | .2 ישראל | .3 הרייך השלישי  /מכתבים של Erich Wildberger | .4 היסטוריה כללית Prin .Louis Ferdinnd / | .5 חינוך  /חומר ביה""ס פילנטרופין | .6 מלחמות ישראל *ראה מכתב מאת אלי אילת משנת | .1956 | .7 צבא *ראה מכתבים של אליעזר/אלי אילת משנות ה- | .50 | .8 ספורט *מכתב של  Erich Wildbergerעם ספורטאים | יהודים מפורסמים 23.7.1974 ,"			No Image	מכתבים בעברית וגרמנית אל משפ .שילוני מאת נעמי,					נרשם ב 19.09.2006-	כרטיס 4 מתוך 53	נילי דוידסון				תלמה & צבי שילוני ,ילדיו של ישראל שילוני		3326,3327,3328,3329
G-F-0313-41	G.F. 0313 / 41	שילוני ישראל & מרים		מכתבים				מקור	Original	"קטגוריות: | .1 מוסיקה *מכתב Kronberg &Hans | .2 התישבות *מכתב דר' קרוליק | .3 שואה *מכתבה של  Kathleen Hoskinושל | Dr .Fritz Friedlander | .4 מלחמות ישראל *מכתבו של Heinrich | .5 צבא *ראה Max Friedmann & 4 & 3 | .6 מלח""ע  * IIראה 5 & 4 & 3"			No Image	-מכתבים בגרמנית אל משפ .שילוני מאת אוה אבי יונה					נרשם ב 01.07.2007-	כרטיס 41 מתוך 53	נילי דוידסון				תלמה & צבי שילוני ,ילדיו של ישראל שילוני		4215,4216,4217,4218,4219
G-F-0313-43	G.F. 0313 / 43	שילוני ישראל & מרים		מכתבים בגרמנית				מקור ,העתק	Original, Copy	קטגוריות: | .1 שואה *מכתב של בלומה ברנהרד | .2 הנצחה *מכתבים של מבקרים במוזיאון			No Image	-מכתבים בגרמנית אל שילוני מאת קלאודיה אנגלהרדט					נרשם ב 15.08.2007 & 25.07.2007-	כרטיס 43 מתוך 53	נילי דוידסון				תלמה & צבי שילוני ,ילדיו של ישראל שילוני	המכתבים מופנים אל ישראל שילוני וחלקם אל ישראל & מרים שילוני.	4314,4315,4316,4317
G-F-0313-44	G.F. 0313 / 44	שילוני ישראל & מרים		מכתבים בעברית				מקור	Original	קטגוריות: | .1 התיישבות *מכתב של צילה ברקוביץ | .2 עליית נוער *מכתב של צילה ברקוביץ | .3 חינוך )בן שמן( * מכתבי חיים לביא | .4 אנטישמיות *מכתב יעקב גורי | .5 מחנות מעצר *מכתב חנניה פינר  /אוסטרליה | .6 מלחמות ישראל *מכתב יוסף & הלה ח. | .7 צבא * מכתב ישראל מור | .8 התיישבות * מכתב אלה & צבי דיין )הקיבוץ המשתנה(.			No Image	-מרגלית עמיר ,שנות ה 70-למאה ה ,20-ירושלים					נרשם ב 15.08.2007 & 23.07.2007-	כרטיס 44 מתוך 53	נילי דוידסון				תלמה & צבי שילוני ,ילדיו של ישראל שילוני		4318,4319,4320,4321,4322
G-F-0313-45	G.F. 0313 / 45	שילוני ישראל & מרים		מכתבים בגרמנית				מקור ,הדפסה	Original, Printing	בין כותבי המכתבים ,הרבה ישראלים-יקים ששפת | ההתכתבות נותרה הגרמנית. | קטגוריות: | .1 פלשתינה *מכתב של עליזה אמיר			No Image	-שני מכתבים בגרמנית ,הודפסו בשפת המקור,מאת					נרשם ב 20.09.2007 + 20.08.2007-	כרטיס 45 מתוך 53	נילי דודסון				תלמה & צבי שילוני ,ילדיו של ישראל שילוני		4385,4386,4387,4388
G-F-0313-46	G.F. 0313 / 46	שילוני ישראל & מרים		מכתבים בגרמנית ואנגלית				מקור ,הדפסה	Original, Printing	בין כותבי המכתבים ,הרבה ישראלים-יקים ששפת | ההתכתבות נותרה הגרמנית.			No Image	"-מאת ג'ון פומר ,John Pommerארה""ב ,שנות ה 90-"					נרשם בינואר 2008	כרטיס 46 מתוך 53	נילי דוידסון				תלמה & צבי שילוני ,ילדיו של ישראל שילוני		4439,4440,4441,4442,4443,4444
G-F-0313-47	G.F. 0313 / 47	שילוני ישראל & מרים		בית זרע +מסמכים בתפזורת				מקור ,העתק	Original, Copy	קטגוריות: | .1 התיישבות  /קיבוץ *בית זרע			No Image	"-תיק ""בית זרע"""					נרשם במרץ 2008	כרטיס 47 מתוך 53	נילי דוידסון				תלמה & צבי שילוני ,ילדיו של ישראל שילוני		5000,5001
G-F-0313-53	G.F. 0313 / 53	שילוני ישראל & מרים		עבודת מוסמך אוניברסיטה						"עבודה על דרכו הפדאגוגית של ישראל שילוני ,נכתבה ע""י | סטודנטית מגרמניה ,סופי בוכהולץ | Sophie Buchholz"			No Image	סופי בוכהולץ ,סטודנטית למדעי החינוך באוניברסיטת					נרשם ב 29.10.2008-	כרטיס 53 מתוך 53	נילי דוידסון				סופי בוכהולץ,ברלין 2008 ,	"בתיק התוסף עותק מצולם של העבודה ,נשלח לרותי אופק ע""י צבי שילוני ,אוקטובר .2008"	5502,5503
G-F-0313-6	G.F. 0313 / 6	שילוני ישראל & מרים		"מכתבים בגרמנית ,אנגלית ועברית מ""שמות"" רבים"				מקור ,העתק ,תרגום חלקי לעברית	Origin, Copy, Parcial Summerization to Hebrew	"מכתבים מהרבה אנשים ,מהארץ ומחו""ל ,ששילוני התכתב | איתם .בדר""כ כל שם ""מיוצג"" עם  1-2 מכתבים .לעיתים | החתימה היא רק בשם הפרטי. | קטגוריות: | .1 התכתבות | .2 מחנות מעצר  /התכתבות עם חברים מהמחנות | באנגליה ואוסטרליה. | .3 מלח""ע II | .4 חינוך  /בית ספר הלל בחיפה  -ד""ר מאיר אלק | .5 עזרה הדדית  /בנק למשקפיים"			No Image	"-פלייר בגרמנית שכתבה רופאת העיניים ד""ר אילזה"					נרשם ב 25.09.2006-	כרטיס 6 מתוך 53	נילי דוידסון				תלמה & צבי שילוני ,ילדיו של ישראל שילוני		3378,3379,3380,3381
G-F-0318	G.F.0318	כסף חרום	Notgeld	כסף חרום	Notgeld					"אוסף שטרות של ""כסף חרום"" Notgeldמגרמניה בשני | אלבומים .בגלל המוטיבים הצבעוניים הפכו השטרות | לפריט לאספנים."			No Image	"ה Notgeld-הונפק ע""י הערים עצמן בתקופות קשות של"					נרשם ב 07.11.2006-	כרטיס 1 מתוך 1	נילי דוידסון					האלבומים הועברו אל רותי אופק מלשכת סטף ורטהיימר -מעבר לזה אין לנו כל מידע )חבל(.	3627
G-F-0319	G.F.0319	קליין יוסף & רות											No Image										2000.064		רות קליין ,נהריה ,באמצעות דיטר & יעל פיטרלינג	"החומר נמסר למוזיאון ע""י דיטר פיטרלינג לפי בקשת רות קליין."	3630
G-F-0321	G.F.0321	שיפטן שושנה	Shiftan Shoshana	חוברת בעברית :קורות חיים -שושנה שיפטן				מקור	Original	חוברת בעברית :קורות חיים -שושנה שיפטן | קטגוריות: | .1 הרייך השלישי | .2 עליית נוער | .3 התיישבות | .4 נהריה			No Image	החוברת מספרת על שושנה לית יוכסנברג ,ילידת 1910					נרשם ב 14.12.2006-	כרטיס 1 מתוך 1	נילי דוידסון		2006.426		שושנה שיפטן & ברכה דוד )הבת( ,כפר ורדים		3782
G-F-0326	G.F.0326	נויברג משה	Neuberg Moshe	ספר ביוגרפי בעברית						משה נויברג כתב בעברית את קורות חייו. | קטגוריות: | .1 הרייך השלישי | .2 אנטישמיות | .3 כתיבה אישית | .4 ביוגרפיה | .5 תולדות משפחה | .6 התיישבות | .7 הכשרה * הולנד | .8 ארגונים * בלאו וייס ,בר כוכבא )מעט חומר( ועוד | .9 ארץ ישראל	93	2006	No Image	על חיי המסחר של המשפחה בגרמניה ,על ההווי					נרשם ב 11.03.2007-	כרטיס 1 מתוך 1	נילי דוידסון		2007.443		יוכבד הררי בשם אביה משה נויברג ,שחי בזכרון יעקב	הספר רשום במלואו ברישום הספריה העברית, | ספר מסH.B.0356 .	4008,4009
G-F-0328	G.F.0328	קאופמן מרדכי פריץ	Kauffmann Mordechai Fritz	חוברת ביוגרפית-היסטורית מודפסת בעברית				העתק ,הדפסה	Copy, Printing	"דנית בן-אשר ,חוקרת וכותבת על אביה ,מרדכי פריץ | קאופמן )אחיו של יוליוס קאופמן  -ההוצאה לאור( של | סבתא ,מירלה שלזינגר ,ועל תקופתו. | קראה לחוברת ""פריץ מרדכי קאופמן 1888-1921 | משכיל יהודי-גרמני על רקע תקופתו"". | קטגוריות: | .1"			No Image	מרדכי ,פריץ קאופמן ,יליד גרמניה ,התחבר אל יהדות					נרשם ב 13.03.2007-	כרטיס 1 מתוך 1	נילי דוידסון				אוסף ישראל שילוני		4028,4029
G-F-0329	G.F.0329	הרצפלד לוי	Herzfeld Levi	חוברת ביוגרפית ,תרגום לעברית				העתק ,הדפסה	Copy, Printing	"הרב פרופ' לוי הרצפלד היה הסבא מצד האם של | אלישבע ליטן )התורמת(. | גב' ליטן תרגמה מספרו ,של גוסטב קרפלס מגרמנית | לעברית את הביוגרפיה של הסב. | קטגוריות: | .1 ביוגרפיה | .2 תולדות משפחה | .3 מלח""ע I | .4 מדעי הרוח * מדעי היהדות | .5 תיאולוגיה *כנסי הרבנים בגרמניה ,שהוא היה היוזם | שלהם יחד עם הרב לודויג פיליפסון"			No Image						נרשם ב 13.03.2007-	כרטיס 1 מתוך 1	נילי דוידסון		2007.440		אלישבע ליטן ,נהריה	"הרב לוי הרצפלד מופיע בתצוגת המוזיאון על לוח הרבנים / השכלה | הרב הרצפלד לוי היה הסבא של הטייס היהודי פרידריך רודנברג )בתצוגת המוזיאון על לוח ""צבא""( ראה תיק ארכיון G.F.0207"	4030,4031
G-F-0336	G.F.0336	דיאמנט סילביה & פאול		"ספר בעברית ,שנכתב ע""י הבת רות אלון-דיאמנט"						קטגוריות: | .1 תולדות משפחה | .2 הרייך השלישי | .3 שואה | .4 תנועות נוער | .5 עליה | .6 התיישבות			No Image	רות אלון-דיאמנט כתבה את תולדות משפחת הוריה,				ביוגרפיות	נרשם ב 19.06.2007-	כרטיס 1 מתוך 1	נילי דוידסון		2007.461		רות אלון-דיאמנט ,הבת ,בית השיטה		4221
G-F-0341-10	G.F. 0341 / 10	פייגה רודולף	Feige Rudolf	מזג אויר ומטאורולוגיה בפלשתינה				מקור ,העתק	Original, Copy	החומרים בתיק זה מצוינים בקטלוג י .פייגה במספר .3 | קטגוריות: | .1 מדעים *מטאורולוגיה ואקלים			No Image	הנושאים:					נרשם ב 12.09.2010-	כרטיס 10 מתוך	נילי דוידסון		2010.646		רז פלג ,הנכד ,רעות	"תיקים G.F. 0341 / 8 עד G.F. 0341 / 26 הופקדו בארכיון אחרי שמוינו ע""י יהויכין פייגה ,בנו של ד""ר רודולף פייגה וסומנו במספרים 1 עד .19 על כל תיק יש דף פירוט בגרמנית / אנגלית | של החומרים בתוך התיק. | ראה תרגום החומרים לעברית ב""-נושא מורחב"""	6781,6782
G-F-0341-16	G.F. 0341 / 16	פייגה רודולף	Feige Rudolf	חיפוש מקום עבודה מחוץ לגרמניה & היאוש הגדול של						החומרים בתיק זה מצוינים בקטלוג י .פייגה במספר .9 | קטגוריות: | .1 אירגונים *אירגון עזרה של יהודי גרמניה *איגוד | החירום של מדענים מפוטרים | .2 מדעים *צילום *מטאורולוגית דאונים | .3 הרייך השלישי *פיטורים מעבודה  +קשים במציאת | עבודה *הקושי לעזוב את גרמניה  1938/39 התכתבות | ריכרד פייגה.			No Image	-התכתבות של מרתה פייגה ,אלמנת רודולף פייגה,					נרשם ב 03.11.2010 & 02.11-	כרטיס 16 מתוך	נילי דוידסון		2010.646		רז פלג ,הנכד ,רעות	"תיקים G.F. 0341 / 8 עד G.F. 0341 / 26 הופקדו בארכיון אחרי שמוינו ע""י יהויכין פייגה ,בנו של ד""ר רודולף פייגה במספרים 1 עד .19 על כל תיק יש דף פירוט בגרמנית / אנגלית של | החומרים בתוך התיק."	6817,6818,6819,6820
G-F-0341-19	G.F. 0341 / 19	פייגה רודולף	Feige Rudolf	מטאורולוגיה				מקור ,העתק	Original, Copy	החומרים בתיק זה מצוינים בקטלוג י .פייגה במספר .12 | קטגוריות: | .1 מדעים *מטאורולוגיה *אקלים			No Image	האוסף בתיק הושאר כפי שמר יהויכין פייגה סדר אותו.					נרשם ב 14.11.2010-		נילי דוידסון		2010.646		רז פלג ,הנכד ,רעות	"תיקים G.F. 0341 / 8 עד G.F. 0341 / 26 הופקדו בארכיון אחרי שמוינו ע""י יהויכין פייגה ,בנו של ד""ר רודולף פייגה במספרים 1 עד .19 על כל תיק יש דף פירוט בגרמנית / אנגלית של | החומרים בתוך התיק."	6825,6826
G-F-0341-2	G.F. 0341 / 2	פייגה רודולף	Feige Rudolf	תמונות & דאונים				מקור	Original	תמונות מודבקות על גבי דפים / קרטון | קטגוריות: | .1 תמונות | .2 תעופה *דאונים | .3 ספורט *מכביה II | .4 ארץ ישראל			No Image	נושאי התמונות:					נרשם ב 14.04.2010-	כרטיס 2 מתוך	נילי דוידסון		2010.618		רז פלד ,הנכד ,רעות		6516,6517
G-F-0341-20	G.F. 0341 / 20	פייגה רודולף	Feige Rudolf	מטאורולוגיה				מקור ,העתק	Original, Copy	החומרים בתיק זה מצוינים בקטלוג י .פייגה במספר .13 | קטגוריות: | .1 מדעים *אקלים ובני אדם			No Image	האוסף בתיק הושאר כפי שמר יהויכין פייגה סדר אותו.					נרשם ב 14.11.2010-		נילי דוידסון		2010.646		רז פלג ,הנכד ,רעות	"תיקים G.F. 0341 / 8 עד G.F. 0341 / 26 הופקדו בארכיון אחרי שמוינו ע""י יהויכין פייגה ,בנו של ד""ר רודולף פייגה במספרים 1 עד .19 על כל תיק יש דף פירוט בגרמנית / אנגלית של"	6827,6828
G-F-0341-28	G.F. 0341 / 28	פייגה רודולף	Feige Rudolf	קטלוג שהכין יהויכין פייגה						מר יהויכין פייגה הדפיס קטלוג לחומר שאגר בתיקיות | שמספרן  .1-9 חומר זה נאגר בארכיון ובתוכנת הארכיון | בתיקים: | G.F. 0341 /8 עד G.F. 0341 /26			No Image						נרשם ב 14.11.2010-		נילי דוידסון		2010.646		רז פלג ,הנכד ,רעות		6840,6841
G-F-0341-6	G.F. 0341 / 6	פייגה רודולף	Feige Rudolf	מסמכים ממחלקת התעופה בנושאי מטאורולוגיה ,שנת						"מסמכים ,שהיו שמורים באוניברסיטת תל אביב ושנשלחו | לארכיון כאן ,עפ""י בקשתו של יהויכין פייגה ,חי כעת | בגרמניה. | קטגוריות: | .1 מדעים *מטאורולוגיה *תעופה"			No Image	לקראת סיום המנדט האנגלי בארץ ישראל מתארגנים					נרשם ב 15.07.2010-	כרטיס 6 מתוך	נילי דוידסון		2010.637		"פרופ' אורי ינון ,אוניברסיטת תל אביב ,עפ""י בקשת יהויכין"	"החומר נשלח עפ""י בקשתו של יהויכין פייגה ,גרמניה ,הבן של ד""ר רודולף פייגה. | החומר היה שמור בתיק עם הכתובת אוניברסיטת תל אביב ,הועבר לתיק הארכיון כאן ,ללא ברזלים. | מכתב מלווה לחומר ,ראה תיק התכתבות .2010"	6754,6755
G-F-0343	G.F.0343	לביא יעקב	Lavy Jaacov	חיבור באנגליתAbout Jaacov and Alisa Lavy)Leo and :	Ilse Klein			העתק ,הדפסה	Copy, Printing	"החומר נשלח בדוא""ל ע""י הבן | קטגוריות: | .1 תולדות משפחה | .2 מדעים *כתיבת מילון עברי-גרמני ,גרמני-עברי"			No Image	הבן אורי כתב על הוריו ) 3 עמ'( וצרף מספר תמונות.					נרשם ב 30.10.2007 -	כרטיס 1 מתוך 1	נילי דוידסון		2007.481		אורי לביא ,הבן ,הולנד	"החומר נשלח בדוא""ל | המשפחה מתועדת ביתר ""נפח"" במוזיאון של קרית ביאליק"	4529,4530
G-F-0352-1	G.F. 0352 / 1	מרכוס מקס	Marcus Max	תעודות השכלה מקצועית ,תעודות אישיות ,תעודות				מקור	Original	"פרופסור מקס מרכוס יליד 1892 בRees- | מאחר והחומר הועבר ע""י ""פלוני אלמוני"" אין אפשרות | לקבל מידע מעמיק ורחב על האיש מקס מרכוס .מידע | מהאינטרנט :פרופ .דר' מקס מרכוס היה רופא ראשי | כירורג בברלין .ב 1933-הוא סולק מתפקידיו בגלל יהדותו. | היגר לפלשתינה והקים בי""ס לכירורגיה )?(. | קטגוריות: | .1 רפואה *תעודות ואישורים בנושא רפואה | .2 פלשתינה *המנשר עם צלב הקרס שהופץ בארץ | ישראל | .3 הרייך השלישי *ראה לשכת הרופאים בברלין | .4 מנהגים *כתובה ,אישורי תרומה | .5 משפט *תעודות נוטריוניות למיניהן | .6 תעודות אישיות *תעודת התאזרחות"		-תעודות על עבודתו ותפקידיו של דר' מרכוס	No Image	-דף מודפס מהאינטרנט עם פרטים מינימליים על הרופא					נרשם ב 24.01.2008-	כרטיס 1 מתוך 3	נילי דוידסון		2008.503		באמצעות ארגון יוצאי מרכז אירופה	העיזבון הועבר אל רותי אופק מארגון יוצאי מרכז אירופה -אין פרטים מזהים נוספים	4801,4802,4803
G-F-0352-2	G.F. 0352 / 2	מרכוס מקס	Marcus Max	מכתבים ,אלבום תמונות ההפצצה על תל אביב				מקור	Original	"מתוכן התיק ניתן להבין את ההתלבטויות הקשות שהיו | לדר' מרכוס וחסר ההתלהבות להגר לארץ ישראל .גם | כאשר החליט לקבל משרה בתל אביב לא היה משוכנע | שהחליט נכון וחשב שאולי ההצעה בקהיר היתה טובה | יותר. | קטגוריות: | .1 ציונות | .2 התיישבות | .3 ההכשרה | .4 הגירה | .5 אירגונים *בית""ר | .6 שירה *שיר גוסטב קרויאנקר | .7 קורות חיים | .8 מנהגים *מכתבי תודה ומתן תשורה | .9 עזרה הדדית *בקשה לתרומה ,צפת | .10 מלחמןת ישראל *אלבום תמונות ,ההרס בתל אביב, | מלחמת השחרור"			No Image	-מכתב שכותב מקס מרכוס אל הקונסוליה הגרמנית					נרשם ב 24 / 27.01.2008-	כרטיס 2 מתוך 3	נילי דוידסון		2008.503		באמצעות ארגון יוצאי מרכז אירופה	העיזבון הועבר אל רותי אופק מארגון יוצאי מרכז אירופה -אין פרטים מזהים נוספים	4836,4837,4838
G-F-0353	G.F.0353	שטרוק הרמן	Struck Hermann										No Image														6990
G-F-0353-1	G.F. 0353 / 1	שטרוק הרמן	Struck Hermann	התכתבות Correspondec +letters /				מקור	Original	"הרמן שטרוק 1876-1844 | הרעיה מלי לבית שטרייסנד ?-1889 | השניים נישאו ב ,1920-עלו לארץ ב 1924- | החומר בתוך התיק סודר ע""י באה שרוטנר Bea | ,Schröttnerהנ""ל עבדה על העיזבון בביתו של התורם, | מיקי ברנשטיין .לתיק מצורפים דפי הקטלוג שהנ""ל ערכה | באנגלית סה""כ  14 דפים .ההערות של באה ,מתוך דפי | הקטלוג שלה ,תורגמו לעברית )תרגמה גב' קרלה וולף( | נרשמו וצורפו לקובצי המכתבים .המכתבים בגרמנית | ואנגלית ,מעט בעברית. | קטגוריות: | )* הכונה אל מס .הרישום ב""נושא מורחב""( | .1 התכתבות | .2 הרייך השלישי *מכתב  * Bowen Eduardגרף פון | אופרנסטורף | .3 קהילות *אמיל כהן | .4 אמנות *לוביס קורינת* ,ארנסט הקל* ,למובסקי | .5 פוליטיקה *אלברט איינשטיין *פוקס הלן | *פולק מ. | .6 ארגונים *מזרחי | .7 הגירה *נטלר פרד * רייכנפלד | .8 אנטישמיות *הוגו שטרוק )לא משפחה( | .9 ארץ ישראל *אדוארד אלדן *ברטנובסקי | *לילי דאשה | .10 עזרה הדדית *פ .פולי* ,ויקטור קלנר* ,מיכאל לרמן, | *ז .אופנהיימר* ,מרגרטה פולק* ,אוסקר פולק* ,בנימין | זאואר | .11 הגירה *אדווין סמואל * ,קמילה זונבורן,"		-גרף פון אופרסדורף Graf von	No Image	מכתבים אל שטרוק ,עם ציון מספר הדף בקטלוג של					נרשם ב 10.02.2008 & 03 / 04.02.2008-	כרטיס 1 מתוך 51	נילי דוידסון		2007.496		מיקי ברנשטיין ,תל אביב	באה ציינה תיק זה בCorrespondec +letters-	4849,4850,4851,4852,4853,4854,4855
G-F-0353-10	G.F. 0353 / 10	שטרוק הרמן	Struck Hermann	מחצית שניה של שנות ה & 30-שנות ה 40-למאה ה 20-				מקור	Original	"קטגוריות: | .1 עליית נוער *מקוה ישראל *מכתב הנס בייט | .2 חינוך *מקוה ישראל  /ארגון מזרחי | .3 משפט *לכאורה חוב של שטרוק | .4 מסחר *קונים פוטנציאליים לאמנות שטרוק | .5 עזרה הדדית *מכתבי בקשות אל שטרוק* ,מכתבים | בנושא דר' רייכנפלד. | .6 הרייך השלישי *מכתבי שטרוק בקשר עם משפחתו | בגרמניה *מכתבי בקשות של אנשים במצוקה *תעודת | הוכרה על שרותו במלח""ע I"			\G.F.0353 10.jpg} is missingאוסף מסמכים\: {T:\backup\Tchelet_data\Rachel	-התכתבות בנושא :הבאתם של 50 ילדים ,פליטים,					נרשם ב 10.03.2008-	כרטיס 10 מתוך 51	נילי דוידסון		2007.496		מיקי ברנשטיין ,תל אביב	"תיק זה לא מוין / סודר ע""י באה .לכן אין דפי קטלוג באנגלית | -מהאינטרנט"" :החברה העברית לידע עם"" עמותה שכבר איננה נתמכת כספית )?("	4979,4980,4981,4982,4983
G-F-0353-11	G.F. 0353 / 11	שטרוק הרמן	Struck Hermann	"מלח""ע / Iהתכתבות אישית עם המשפחה"						"התיק סודר ע""י באה שרוטנר עם ציון שיש בו | 1-45 מסמכים .לתיק מצורף הקטלוג של באה שרוטנר, | באנגלית ,סה""כ  12 דפים. | לכל מכתב מצורף תקציר בעברית ,שתרגמה וכתבה | קרלה וולף )מתנדבת בארכיון(. | קטגוריות: | .1 צבא | .2 מלח""ע I | .3 מסורת | .4 מנהגים | .5 עזרה הדדית"			No Image	המכתבים מחולקים על פי השנים:					נרשם ב 15.03.2008-	כרטיס 11 מתוך 51	נילי דוידסון		2007.496		מיקי ברנשטיין ,תל אביב	"באה ציינה תיק זה בPrivate Correspondence - | with Family | מספור הפריטים ב""נושא מורחב"" תואם את המספור שבאה נתנה למסמכים בקטלוג ובתוך התיק."	4984,4985,4986,4987,4988,4989
