accession_id	accession_raw	artist	artist_en	work_title	work_title_en	technique	technique_en	description	item_type	item_type_en	dimensions	years	subject_narrow	subject_broad	origin	origin_en	bio_chrono	category	location	condition	registrar	insurance_value	donation_no	acquisition_date	donor	notes	source_pages
G-B-2951	G.B.2951	פוגלזאנג ריינהרד	Vogelsang Reinhard		Im Zeichen des Hakenkreuzes, Bielefeld 1933 - 1945						222	1983	No Image		Stadtarchiev und Landesgeschichtliche Bibliothek			קהילות	קהילות B /		מרים פולין )מתוך קטלוג נילי דוידסון(						4507
G-B-2952	G.B.2952				Bielefeld - Nahariya 1980 - 1990, 10 Jahre						40	1990	No Image		Stadt Bielefeld			קהילות	קהילות B /		מרים פולין )מתוך קטלוג נילי דוידסון(						4508
G-B-2953	G.B.2953	רוהז קרל-וילהלם									43	1987	No Image		?			קהילות	קהילות B /		מרים פולין )מתוך קטלוג נילי דוידסון(						4509
G-B-2954	G.B.2954							Verfasser: Bundeszentrale für politische Bildung			840	1995	No Image		Edition Hentrich			קהילות	קהילות B /		מרים פולין )מתוך קטלוג נילי דוידסון(						4510
G-B-2955	G.B.2955	קיש גוידו	Kisch Guido		Das Breslauer Seminar 1854 - 1938						442	1963	No Image		J.C.B. Mohr)Paul Siebeck (Tübingen			קהילות	קהילות B /		מרים פולין )מתוך קטלוג נילי דוידסון(						4511
G-B-2956	G.B.2956				Gedenkveranstaltungen aus Anlass des 50. Jahrestages						?	?	No Image		Magistrat der Stadt Bad Nauheim			קהילות	קהילות B /		מרים פולין )מתוך קטלוג נילי דוידסון(						4512
G-B-2957	G.B.2957	רוזנטל ברתהולד	Rosenthal Berthold		Heimatgeschichte der Badischen Juden						531	1927	No Image                                       מהדורה מחודשת משנת 1981		Konkordia A.G .für Druck und Verlag ,Bühl/Baden			קהילות	קהילות B /		מרים פולין )מתוך קטלוג נילי דוידסון(						4513
G-B-2958	G.B.2958	נחמן וורנר	Nachmann Werner		Sie sind nicht vergessen			Nachmann Werner & Freund Heinrich			68	1958	No Image		Karlsruhe Badenia ,Verlag und Druckerei			קהילות	קהילות B /		מרים פולין )מתוך קטלוג נילי דוידסון(						4515
G-B-2959	G.B.2959				Juden in Baden 1809 - 1984			קטלוג לתערוכה | 175 Jahre Oberrat der Israeliten Badens | Oberrat der Israeliten Badens, Karlsruhe			?	1984	No Image		?			קהילות	קהילות B /		מרים פולין )מתוך קטלוג נילי דוידסון(						4516
G-B-2960	G.B.2960				Was ich mit Juden erlebte - Senioren schreiben			Hrsg. Katholische Erwachsenenbildung Dillingen und | Christliche Erwachsenbildung Merzing			50	1988	No Image		?			שואה	שואה		מרים פולין )מתוך קטלוג נילי דוידסון(						4410
G-B-2961	G.B.2961				Hachscharah			"בסוף הספר מצורף מכתב )מודפס( של עו""ד יוליוס | רוזנברג ) (Julius Rosenbergאל חנן פודשובסקי בו הוא | מתלונן על מפעילי | ההכשרה בברלין .נכתב ב Zagreb1934 -"			81	1934	No Image		?			חינוך נוער וספורט	חינוך נוער וספורט H /		מרים פולין )מתוך קטלוג נילי דוידסון(						4411
G-B-2962	G.B.2962							מאמרים על סופרים ,אמנים וציונות			?	1916	No Image		?			היסטוריה יהודית	היסטוריה יהודית J /		מרים פולין )מתוך קטלוג נילי דוידסון(					לספר  2 עותקים .השני ב  -מדעי היהדות J /	4412
G-B-2963	G.B.2963	הסינג יעקב	Hessing Jakob					Hrsg.: Jakob Hessing, Leo Baeck Institut			173	1993	No Image		Jüdischer Verlag Frankfurt a Main			מחקרים בספרות	מחקרים בספרות A /		מרים פולין )מתוך קטלוג נילי דוידסון(						4413
G-B-2964	G.B.2964				Abgeschoben nach Polen am 28.10.1938			קטלוג תערוכה | Jüdische Familien in Bonn gesehen mit der Kamera von | Abraham Sieff | Eine Dokumentation zur Ausstellung			46	?	No Image		?			קהילות	קהילות B /		מרים פולין )מתוך קטלוג נילי דוידסון(						4518
G-B-2965	G.B.2965				Franz Ollendorf - Ein Gedenkbuch			תמונת דיוקן בתוך הספר )העתקים (+			161		No Image		?			ביוגרפיות	ביוגרפיות O /		מרים פולין )מתוך קטלוג נילי דוידסון(						4415
G-B-2966	G.B.2966							עם איורי א.מ .ליליין | Hrsg.: F. Rahlwes			551	1923	No Image		Benjamin Harz Verlag , Berlin -Wien			אומנות	אומנות		מרים פולין )מתוך קטלוג נילי דוידסון(		2000.039		רות אלוף ,הבת ,תל אביב	אקסליבריס :מספריית משפחת לדרר | Exlibris: Aus dem Bücherschrank der Familie Lederer	4416
G-B-2967	G.B.2967							עם איורי א.מ.ליליין | Nach der Übersetzung von Reuss			321	1923	No Image		Benjamin Harz verlag , Berlin -Wien			אומנות	אומנות		מרים פולין )מתוך קטלוג נילי דוידסון(		2000.039		רות אלוף ,הבת ,תל אביב	אקסליבריס :מספרייתם של משפחת לדרר | Exlibris: Aus dem Bücherschrank der Familie Lederer	4417
G-B-2968	G.B.2968				3. Internationales Theodor Herzel Symposion - Wien 13 -			"נאומים בנושאים :זרים ,יהודים באירופה לאור העבר | וההווה  -היידר | דו""ח הכנס"			?	2000	No Image					ציונות	ציונות H /		מרים פולין )מתוך קטלוג נילי דוידסון(				Inge Dalma ,Wien		4418
G-B-2969	G.B.2969							Hrsg.: Von der Akademie der Künste			454	1992	No Image		Edition Hentrich			חברה  /אמנות	חברה K /		מרים פולין )מתוך קטלוג נילי דוידסון(		2000.074		יעל ארנולד-ברן ,לבית ברנקופף ,גרמניה		4419
G-B-2970	G.B.2970				Juden in Baden 1809 - 1984 (175 Jahre Oberrat der			סבא-רבה       עמ'  106 כחוב על הרב לאופולד לוונשטיין, | של שושנה חבס | Hrsg.: Oberrat der Israeliten Badens, Karlsruhe | Bearbeitung: Dr.Jael B.Paulus			256	1984	No Image		?			קהילות	ארכיון תיק מסG.F.0047 .		מרים פולין )מתוך קטלוג נילי דוידסון(		2000.017		שוש ואברהם חבס ,תל אביב	הקדשה :בגרמנית אל הזוג חבס	4519
G-B-2971	G.B.2971				Erich Ney ein Chaluz			בספר תמונה של אריך נאי			36	?	No Image		?			ביוגרפיות	ביוגרפיות N /		מרים פולין )מתוך קטלוג נילי דוידסון(				רות נאי-פלד ,הבת		4421
G-B-2972	G.B.2972							Hrsg.: Dr. Armin A. Wallas, Andrea M. Lauritsch			247	2000	No Image					ביקורת ספרות	ביקורת ספרות M /		מרים פולין )מתוך קטלוג נילי דוידסון(				Dr .Armin Wallas ,Klagenfurt ,Austria		4422
G-B-2973	G.B.2973				Philosphia Activa - Zeitschrift der Constantin - Brunner-			Hrsg.: Michael Czelinki u. Jürgen Stenzel			89	1990	No Image		Philosophia Activa Leer ,Deutschland			פילוסופיה	פילוסופיה B /		מרים פולין )מתוך קטלוג נילי דוידסון(		2000.078		לאה רוזנצוייג ,מושב סיתריה		4423
G-B-2974	G.B.2974							ספר לימוד למחנאות נכונה | Hrsg. :Von der Bundesleitung des Blau - Weiss			436	1925	No Image		Berlin			חינוך  /הכשרה  /חברה	חינוך נוער וספורט H /		מרים פולין )מתוך קטלוג נילי דוידסון(				חנה הולמה ,כפר ורדים		4424
G-B-2975	G.B.2975							הרבה תמנות			224	1974	No Image		Ullstein G.M.B.H .Berlin			קהילות	קהילות B /		מרים פולין )מתוך קטלוג נילי דוידסון(						4520
G-B-2976	G.B.2976				Besuch ehemaliger Bochumerinnen und Bochumer			קטעי עיתונות ומאמרים לחיים בבוכום בתקופתנו			92	1995	No Image		Stadt Bochum			קהילות	קהילות B /		מרים פולין )מתוך קטלוג נילי דוידסון(					אקסליבריס :לאופולד אריה שפיגלמן	4521
G-B-2977	G.B.2977	בקר  -יאקלי ברברה	Becker - Jakli Barbara					"נתרם ע""י צבי רזבסקי ,קיבוץ אפיקים"			366	1988	No Image		Stadt Brühl			קהילות	קהילות B /		מרים פולין )מתוך קטלוג נילי דוידסון(		2002.207		צבי רזבסקי ,אפיקים		4522
G-B-2978	G.B.2978				"Die ""Jeckes"" in Israel"			Der Beitrag der Deutschsprachigen Einwanderer zum | Aufbau Israels | Katalog zur Ausstellung Bonn | Hrsg.: Deutsch - Israelische Gesellschaft, | Arbeitsgemeinschaft Bonn.			103	1995	No Image		?			ארץ ישראל  /חברה	ארץ ישראל J /		מרים פולין )מתוך קטלוג נילי דוידסון(				מרים פולין ,כפר ורדים		4430
G-B-2979	G.B.2979							24 Zeichnungen von Abel Pann | Mit einem Vorwort von Dr.H.P.Chajes			?	1926	No Image		"Verlag des National - Museums""Bezalel ""Jerusalem"			אומנות	אומנות P /		מרים פולין )מתוך קטלוג נילי דוידסון(						4431
G-B-2980	G.B.2980	בובר מרטין	Buber Martin					אלבום מפואר עם עבודות הציירים | Josef Israels, Lesser Ury, E.M.Lilien, Max Liebermann, | Solomon J.Solomon,Jehudo Epstein | Hrsg.: Martin Buber			?	1903	No Image		Juedischer Verlag ,Berlin			אומנות	אמנות /		מרים פולין )מתוך קטלוג נילי דוידסון(		2001.201		רחל שקד ,הבת ,חיפה	אקסליבריס :מספרית גרא וחנה לוין	4432
G-B-2981	G.B.2981							Hrsg.: F.Rahlwes mit Zeichnungen von E.M.Lilien			?	1923	No Image		Benjamin Harz Verlag , Berlin -Wien			אומנות	אומנות  /לצד יתר הספרים במדור זה		מרים פולין )מתוך קטלוג נילי דוידסון(		2002.194		שולי גלייכמן ,הבת ,מעלות ואחיה איתן	לספר  2 עותקים | אקסליבריס :מעזבון האב ,ריכרד דיטרסדורף | Exlibris: Aus dem Nachlass von Richard Dietersdorf	4433
G-B-2982	G.B.2982							Hrsg.: F.Rahlwes, mit Zeichnungen von E.M.Lilien			?	1923	No Image		Berlin -Wien Benjamin Haez Verlag ,			אומנות	אמנות  /לצד יתר הספרים במדור זה		מרים פולין )מתוך קטלוג נילי דוידסון(		2002.194		שולי גלייכמן ,הבת ,מעלות ואחיה איתן	לספר  2 עותקים | אקסליבריס :מעזבון האב ,ריכרד דיטרסדורף | Exlibris: Aus dem Nachlass von Richard Dietersdorf	4434
G-B-2983	G.B.2983							Hrsg.: F.Rahlwes, mit Zeichnungen von E.M.Lilien			?	1923	No Image		Benjamin Harz Verlag , Berlin -Wien			אמנות	אמנות  /לצד יתר הספרים במדור זה		מרים פולין )מתוך קטלוג נילי דוידסון(		2002.194		שולי גלייכמן ,הבת ,מעלות ואחיה איתן	לספר  2 עותקים | אקסליבריס :מעזבון האב ,ריכרד דיטרסדורף | Exlibris: Aus dem Nachlass von Richard Dietersdorf	4435
G-B-2984	G.B.2984							Ein Enzyklopedisches Handbuch des Jüdischen Wissens | in vier Bänden | Bergründet von: Dr.Georg Herlitz, Dr. Bruno Kirschner			?	1930	No Image		Jüdischer Verlag ,Berlin			לקסיקונים	לעזרה בעבודה השותפת		מרים פולין )מתוך קטלוג נילי דוידסון(		2002.194		שולי גלייכמן ,הבת ,מעלות ואחיה איתן	אקסליבריס :מעזבון האב ,ריכרד דיטרסדורף | Exlibris: Aus dem Nachlass von Richard Dietersdorf	4436
G-B-2985	G.B.2985							על ההכשרות והפעילויות גם הספורטיביות בבלאו-וייס | Hrsg.: Von der Bundesleitung des Blau-Weiss			?	1925	No Image		Berlin			חינוך נוער וספורט	חינוך נוער וספורט H /		מרים פולין )מתוך קטלוג נילי דוידסון(					לספר  2 עותקים בספריה	4437
G-B-2986	G.B.2986				Lesser Ury - Bilder der Bibel			Hrsg.: im Auftrag der Neuen Synagoge, Berlin - Centrum | Judaicum, von Chana Schütz			123	2002	No Image		Jüdische Verlagsanstalt ,Berlin			אמנות	אמנות U /		מרים פולין )מתוך קטלוג נילי דוידסון(						4438
G-B-2987	G.B.2987	מאייר-ראוונשטיין ורוניקה	Meyer-Ravenstein Veronika								258	2002	No Image		StegemannTypographische Werkstatt &Verlag			קהילות  /ביוגרפיות	קהילות B /		מרים פולין )מתוך קטלוג נילי דוידסון(						4523
G-B-2988	G.B.2988	גלזר מרליס	Glaser Marlis		Abraham aber pflanzte einen Tamariskenbaum - Bilder			הציירת תיעדה בפורטריטים יקים בשבי ציון.			63	2007	No Image		Kunst Verein Oberer Neckar			אמנות	אמנות G /		נילי דוידסון					לספר  2 עותקים בספריה )אחד הועבר מלשכת סטף ורטהיימר באוגוסט (2010	4524
G-B-2989	G.B.2989							לקט מאמרים  +דיוקנות אישים | Hrsg.: Lazar Schön			?	1905	No Image		N.Philippi Verlag ,Würzburg			ציונות	ציונות S /		מרים פולין )מתוך קטלוג נילי דוידסון(					"אקסליבריס :ד""ר מקס יונגמן  /ראה תמונה | בG.B.0208- | Exlibris: Dr. Max Jungmann / siehe Abbildung in G.B.0208"	4445
G-B-2990	G.B.2990				Karl Jakob Hirsch 1892 - 1952			קטלוג מתערוכה של יעקב הירש בברלין | Hrsg.: Akademie der Künste, Berlin			52	?	No Image		?			אמנות	אמנות H /		מרים פולין )מתוך קטלוג נילי דוידסון(						4446
G-B-2991	G.B.2991							מאמרים פוליטיים ,תרבותיים ,ספרות ,מוזיקה ותמונות | Hrsg.:Vereinigung Jüdischer Hochschüler Österreich und | Jüdischer Akademiker Österreich			346	1998	No Image		Falter Verlagsgesellschaft Wien			מחקרים בספרות	מחקרים בספרות		מרים פולין )מתוך קטלוג נילי דוידסון(				Dr .Armin Wallas ,Uni .Klagenfurt ,Austria		4447
G-B-2992	G.B.2992							מאמרים פוליטיים ,תרבותיים ,ספרות ,מוזיקה ואמנות | Hrsg.: Vereinigung Jüdischer Hochschüler und Jüdischer | Akademiker Österreichs			396	1999	No Image		Falter Verlagsgesellschaft ,Wien			מחקרים בספרות	מחקרים בספרות		מרים פולין )מתוך קטלוג נילי דוידסון(				Dr .Armin Wallas ,Uni .Klagenfurt ,Austriatri		4448
G-B-2993	G.B.2993							קופסה עם  6 חוברות. | בתוך הקופסה חומר נוסף ממנו | 1.Ein Kibbuz in Ahrendsdorf | 2.Unser Landwerk Ahrensdorf | 3.Ein Lebensweg | 4.Schicksalswege über die Hachschara | 5.Ein Nach-Auschwittz Bericht | 6.Imressionen II zur Hachschara | 7.107 Tage mit der SH7			?	2001	No Image		Rosen Werbung &Mehr ,Luckenwald			הכשרה  /חינוך	חינוך נוער וספורט A /		מרים פולין )מתוך קטלוג נילי דוידסון(				Dr .Herbert Fiedler ,Luckenwalde		4449
G-B-2994	G.B.2994				Minna Diamant 1815 - 1840 - Ihre Freunde und			כרונולוגיה משפ .דיאמנט והנספחות אליה  -קשר להרצל | Ein Briefwechsel aus der Biedermeierzeit | Hrsg.: Paul J.Diamant			?	?	No Image		"House""Olamenu "" Tel -Aviv"			ביוגרפיה	ביוגרפיה D /		מרים פולין )מתוך קטלוג נילי דוידסון(						4450
G-B-2995	G.B.2995							קטלוג מתערוכה על יהדות פולין			128	1993	No Image		Forum des Schleswig Holsteinischen Landtages			קהילות	קהילות P /		מרים פולין )מתוך קטלוג נילי דוידסון(				מרים פולין ,כפר ורדים	"נרשם גם בדפי ""קהילות"" | עוד שני ספרים זהים G.B. 3418 &G.B.3385"	4451
G-B-2996	G.B.2996	"קרניול פרופ' ד""ר יוסף"	Carniol Prof. Dr. Josef								76	1929	No Image		Prag Verlag Dr .Josef Flesch ,Buchhandlung -			מילונים	מילונים		מרים פולין )מתוך קטלוג נילי דוידסון(					נרשם גם בקטלוג העברי	4452
G-B-2997	G.B.2997	פיליפסן ברנד	Philipsen Bernd					Jüdische Miniaturen - Band 60 | Stiftung Neue Synagoge Berlin - Centrum Judaicum			60	2007	No Image                                                       מהדורה 1		Hentrich &Hentrich			ביוגרפיות	ביוגרפיות P /		נילי דוידסון		2007.479		הרמן סימון ,צנטרום יודאיקום ,ברלין		4526
G-B-2998	G.B.2998							קטלוג תערוכה משנת 1931 | Ölgemälde des XIX und XX Jahrhunderts			40	1931	No Image		Galerie Hugo Helbig			אומנות	אומנות S /		מרים פולין )מתוך קטלוג נילי דוידסון(						4454
G-B-2999	G.B.2999				Walter Rheiner 1895 - 1925			קטלוג תערוכה 1969 | Hrsg.: Akademie der Küste			67	1969	No Image		Akademie der Künste ,Berlin			אמנות	אמנות R /		מרים פולין )מתוך קטלוג נילי דוידסון(						4455
G-B-3000	G.B.3000							"אנדרטאות לזכר השואה בכל גרמניה )ערים עפ""י א'  -ב'("			840	1995	No Image		Edition Hentrich			שואה	שואה		מרים פולין )מתוך קטלוג נילי דוידסון(						4456
G-B-3001	G.B.3001				Wie war das in Dachau						80	?	No Image		?			קהילות	קהילות D /		מרים פולין )מתוך קטלוג נילי דוידסון(						4564
G-B-3002	G.B.3002	גרוסרט ורנר	Grossert Werner		Der Gute Ort - Israelitischer Friedhof Dessau						56	1994	No Image		Moses-Mendelsohn Gesellschaft ,Dessau			קהילות	קהילות D /		מרים פולין )מתוך קטלוג נילי דוידסון(						4565
G-B-3003	G.B.3003	בריקנר פרנץ									85	?	No Image		Rat der Stadt Dessau-Stadtarchiv			קהילות	קהילות D /		מרים פולין )מתוך קטלוג נילי דוידסון(						4566
G-B-3004	G.B.3004	בריקנר פרנץ									92	?	No Image		Rat der Stadt Dessau-Stadtarchiv						מרים פולין )מתוך קטלוג נילי דוידסון(						4567
G-B-3005	G.B.3005	הרטונג גינטר			geschichte der Juden in Dessau						?	1980	No Image		?			קהילות	קהילות D /		מרים פולין )מתוך קטלוג נילי דוידסון(					Fotokopierte Seiten	4571
G-B-3006	G.B.3006				Dresdner Hafte Nr.45			Zwischen Integration und Vernichtung. Jüdisches Leben | in Dresden im 19. Und 20. Jahrhundert | Hrsg.vom Dresdner Geschichtsverein			104	1996	No Image		?			קהילות	קהילות D /		מרים פולין )מתוך קטלוג נילי דוידסון(		2001.142		שושנה כרמל ,קיבוץ מזרע		4572
G-B-3007	G.B.3007	בז לודויג	Bez Ludwig					Bez Ludwig & Haim Goren & Situtunga Michal Antmann | & Ulrich Gräf | Mit Zeichnungen von Dan Rubinsrein			303	1996	No Image		Verlag W .Kohlhammer ,Stuttgart Berlin Köln			קהילות	קהילות F /		נילי דוידסון						4573
G-B-3008	G.B.3008				Essen ein Bildband			Amt für Wirtschaft und Verkehrsfördeung der Stadt Essen			48	?	No Image		Industriedruck A.G.Essen			קהילות	קהילות E /		מרים פולין )מתוך קטלוג נילי דוידסון(						4574
G-B-3009	G.B.3009				Widerstand und Verfolgung in Essen 1933 - 1945			קטלוג תערוכה | Kulturamt der Stadt Essen			131	1981	No Image		Helfer &Schmitt ,Essen			קהילות	קהילות E /		מרים פולין )מתוך קטלוג נילי דוידסון(						4575
G-B-3010	G.B.3010	שטרחה וולף	Strache Wolf		Essen			Dr. Wolf Strache			64	1958	No Image                                                          מהדורה 3		Die schönen Bücher ,Dr .Wolf Strache ,Essen			קהילות	קהילות E /		מרים פולין )מתוך קטלוג נילי דוידסון(						4576
G-B-3011	G.B.3011	שרטר הרמן			Geschichte und Schicksal der Essener Juden						811	1980	No Image		Hrsg.von der Stadt Essen			קהילות	קהילות		מרים פולין )מתוך קטלוג נילי דוידסון(					לספר  2 עותקים בספריה	4577
G-B-3012	G.B.3012	קלאודי מריאנה	Claudi Marianne		Die wir verloren Haben - Lebensgeschichten Emder Juden			ביוגרפיות משפחתיות ותמונות | Claudi Marianne & Claudi Reinhard			?	1988	No Image		Verlag Ostfrisische Landschaft			קהילות	קהילות E /		מרים פולין )מתוך קטלוג נילי דוידסון(		2001.128		חנה ויוסף וולף ,קבוצת יבנה		4578
G-B-3013	G.B.3013	נויפלד זיגברט	Neufeld Siegbert								18	1971	No Image		Friedrich -Röven Verlag ,Bremen			קהילות	קהילות E /		מרים פולין )מתוך קטלוג נילי דוידסון(						4579
G-B-3014	G.B.3014	נויפלד זיגברט	Neufeld Siegbert								81	1992	No Image		& Druckere CH -Verlag			קהילות	קהילות E /		מרים פולין )מתוך קטלוג נילי דוידסון(						4580
G-B-3015	G.B.3015				"Gestern Synagoge - ""Alte Synagoge Heute"", Essen"			חוברת קטנה | Hrsg. Alte Synagoge Essen			27	?	No Image		?			קהילות	קהילות E /		מרים פולין )מתוך קטלוג נילי דוידסון(		2004.281		גב' נורית עידו ,יחיעם	הקדשה :למשפחות דוד ופיט ) 2004 יחי עם(	4581
G-B-3016	G.B.3016				Widerstand und Verfolgung in Essen 1933 - 1945			חוברת קטנה			15	?	No Image		?			קהילות	קהילות E /		מרים פולין )מתוך קטלוג נילי דוידסון(		2004.281		גב' נורית עידו ,יחיעם	משפחות דוד ופיט ) 2004 יחי עם(	4582
G-B-3017	G.B.3017				10 Jahre Israel - Projekt am Ville - Gymnasium						?	1979	No Image		Druckerei Heinen ,Bad Münstereifel			קהילות	קהילות E /		מרים פולין )מתוך קטלוג נילי דוידסון(						4583
G-B-3018	G.B.3018	הויברגר רחל	Heuberger Rachel					Rachel Heuberger & Helga Krohn			214	1988	No Image		.S.Fischer Verlag ,Frankfurt a.M			קהילות	קהילות F /		מרים פולין )מתוך קטלוג נילי דוידסון(					לספר  2 עותקים	4584
G-B-3019	G.B.3019	מאייר-אודה קלאוס	Meyer-Ude Klaus					Meyer - Ude Klaus & Senger Valentin			98	1985	No Image		Waldemar Kramer Verlag			קהילות	קהילות F /		מרים פולין )מתוך קטלוג נילי דוידסון(					הקדשה :לישראל שילוני מאת המחבר | Widmung: An Herrn Schiloni vom Verfasser 1971	4585
G-B-3020	G.B.3020	ארנסברג פאול	Arnsberg Paul								272	1970	No Image		Waldemar Kramer Verlag			קהילות	קהילות F /		מרים פולין )מתוך קטלוג נילי דוידסון(					הקדשה :לישראל שילוני מאת המחבר 1971 | Widmung: An Herrn Schiloni vom Verfasser 1971	4586
G-B-3021	G.B.3021	מאייר אויגן	Meyer Eugen		Die Frankfurter Juden						72	1966	No Image		Waldemar Kramer Verlag			קהילות	קהילות F /		מרים פולין )מתוך קטלוג נילי דוידסון(					הקדשה :לרב קראוס שליט | לספר  2 עותקים בספריה | Widmung: An Raw. Kraus Schalit	4587
G-B-3022	G.B.3022	קירשהולטס הנס-דיטר	Kirchholtes Hans-Dieter								78	1969	No Image		Waldemar Kramer Verlag			קהילות	קהילות F /		מרים פולין )מתוך קטלוג נילי דוידסון(						4588
G-B-3023	G.B.3023	קרמר ולדמר	Kramer Waldemar		Frankfurt Lexikon						159	1960	No Image                                                        מהדורה 5		Waldemar Kramer Verlag			קהילות	קהילות F /		מרים פולין )מתוך קטלוג נילי דוידסון(						4589
G-B-3024	G.B.3024	הויבך הלגה	Heubach Helga								99	1988	No Image		Oase Verlag ,Badenweiler			קהילות	קהילות F /		מרים פולין )מתוך קטלוג נילי דוידסון(						4590
G-B-3025	G.B.3025	הויבך הלגה	Heubach Helga								103	1988	No Image		Oase Verlag ,Badenweiler			קהילות	קהילות F /		מרים פולין )מתוך קטלוג נילי דוידסון(						4591
G-B-3026	G.B.3026	ארנסברג פאול	Arnsberg Paul		"Neunhundert Jahre ""Muttergemeinde in Israel"" 1074 -"			Dr. Arnsberg Paul			231	1974	No Image		.Josef Knecht Verlag Frankfurt a .M			קהילות	קהילות F /		מרים פולין )מתוך קטלוג נילי דוידסון(						4592
G-B-3027	G.B.3027	ארנסברג פאול	Arnsberg Paul		Die Geschichte der Frankfurter Juden seit der			Dr. Arnsberg Paul			981	1983	No Image		Eduard Roether Verlag ,Darmstadt			קהילות	קהילות F /		מרים פולין )מתוך קטלוג נילי דוידסון(						4593
G-B-3028	G.B.3028	שחנוביץ ז.	Schachnowitz S.		Der Frankfurter Mekor Chajim			Festschrift zum Fünfzigjährigen Bestehen des Vereins | 1874 - 1924			105	1924	No Image		?			קהילות	קהילות F /		מרים פולין )מתוך קטלוג נילי דוידסון(						4594
G-B-3029	G.B.3029	קירשהולטס הנס-דיטר	Kirchholtes Hans-Dieter		Cassella und Weinbergs - Hoffnung und Tragik einer						32	1997	No Image		.Druckerei Eisenhardt Frankfurt a.M			קהילות	קהילות F /		מרים פולין )מתוך קטלוג נילי דוידסון(						4595
G-B-3030	G.B.3030	קרקאואר י.	Kracauer I.		Geschichte der Juden in Frankfurt a. M. Band I u.II						451 ,553	1925 ,1927	No Image		Hoffmann Verlag			קהילות	קהילות F /		מרים פולין )מתוך קטלוג נילי דוידסון(						4596
G-B-3031	G.B.3031				Frankfurt 1933 - 1945						27	1986	No Image		?			קהילות	קהילות F /		מרים פולין )מתוך קטלוג נילי דוידסון(						4597
G-B-3032	G.B.3032				Frankfurt Lexikon			Hrsg.:von Waldemar Kramer			159	1960	No Image                                                           מהדורה 5		.Waldemar Kramer Verlag ,Frankfurt a.M			קהילות	קהילות F /		מרים פולין )מתוך קטלוג נילי דוידסון(		אין		מר ראובן ארבל ,נהריה		4598
G-B-3033	G.B.3033	ארנסברג פאול	Arnsberg Paul		Bilder aus dem Jdischen Leben im Alten Frankfurt						272	1960	No Image		.Waldemar Kramer Verlag .Frankfurt a.M			קהילות	קהילות F /		מרים פולין )מתוך קטלוג נילי דוידסון(				מר ראובן ארבל ,נהריה		4599
G-B-3034	G.B.3034	הנסן הרמן	Hansen Hermann		Friedrichsradt						?	?	No Image		?			קהילות	קהילות F /		מרים פולין )מתוך קטלוג נילי דוידסון(						4600
G-B-3035	G.B.3035	הנסן הרמן	Hansen Hermann								119	1976	No Image		Eigenverlag Hermann Hansen			קהילות	קהילות F /		מרים פולין )מתוך קטלוג נילי דוידסון(						4601
G-B-3036	G.B.3036	הירש אמיל	Hirsch Emil		Friedberger Judenbad von 1260						10	1927	No Image		Karl Bindernagel Verlag in Hessen			קהילות	קהילות F /		מרים פולין )מתוך קטלוג נילי דוידסון(						4602
G-B-3037	G.B.3037							The Central Archives for the History of the Jewish | People, Jerusalem			52		No Image		ראה בתיאור האוסף			קהילות	קהילות F /		מרים פולין )מתוך קטלוג נילי דוידסון(						4603
G-B-3038	G.B.3038	בלזר פרידריך-מרטין	Balzer Friedrich-Martin		Wir sind die letzten - fragt uns / Kurt Julius Goldstein,			Reden und Schriften (1974-2004) mit einer | autobiographischen Einführung | Hrsg.: Friedrich-Martin Balzer			322	2005	No Image                                                             מהדורה 2		Pahl-Rugenstein Verlag			ביוגרפיות  /פוליטיקה  /קומוניסמוס	ביוגרפיות G /		נילי דוידסון		2007.485		שמעון גולדשטיין ,האחיין ,נהריה		4604
G-B-3039	G.B.3039	שודר רוזמרי & רודולף הירש									293	2004	No Image		Papy Rossa Verlag			ביוגרפיות  /שואה	ביוגרפיות S /		נילי דוידסון		2007.485		שמעון גולדשטיין ,אחיין ,נהריה		4605
G-B-3040	G.B.3040	שפיס גרטי	Spies Gerty		Gedichte - Aus dem Konzentrationslager und aus den						229	1993	No Image		Verlag Weiss Deggendorf			שירה  /שואה	שירה S /		נילי דוידסון		2007.486		נילי דוידסון		4514
G-B-3041	G.B.3041	שפיס גרטי	Spies Gerty		Des Unschuldigen Schuld						24	1997	No Image					שירה  /שואה	שירה S /		נילי דוידסון		2007.486		נילי דוידסון		4606
G-B-3042	G.B.3042	שודר רוזמרי & רודולף הירש									293	2004	No Image		Papyrossa Verlag			ביוגרפיות	ביוגרפיות G /		נילי דוידסון		2007.485		שמעון גולדשטיין ,אחיין ,נהריה		4607
G-B-3043	G.B.3043	גולדשטיין קורט	Goldstein Kurt		Wir sind die letzten - fragt uns						322	2005	No Image                                                           מהדורה 2		Pahl-Rugenstein ,Bonn			ביודפיות  /אוטוביוגרפיות	ביוגרפיות G /		נילי דוידסון		2007.485		שמעון גולדשטיין ,אחיין ,נהריה		4608
G-B-3044	G.B.3044				Die Synagoge an der Friedbereger Anlage			Hrsg.Stadt Frankfurt			25	?	No Image		F.W.Stritzinger ,Dreieich			קהילות	קהילות F /		מרים פולין )מתוך קטלוג נילי דוידסון(						4610
G-B-3045	G.B.3045							Hrsg. Gemeindeverwaltung Friesenheim			64	1988	No Image		?			קהילות	קהילות F /		מרים פולין )מתוך קטלוג נילי דוידסון						4611
