score	repo_id	repo	resource_id	title	creator	date	type_genre	genre	german	glang	emigre	return	home	personal	type	language	url
15	3	American Jewish Historical Society	18390	Union of Orthodox Jewish Congregations of America Records		1911-1915, 1925-1997 | 1933 -- 1992	0	0	1	1	0	1	0	0	Brochures | Clippings (information artifacts) | Correspondence | Financial records | Manuals (instructional materials) |	eng | Latn | heb | Hebr | yid | Hebr | rus | Cyrl | The collection is in English, with a few items in Hebrew, Yiddish, and Russian.	https://archives.cjh.org/repositories/3/resources/18390
15	7	YIVO Institute for Jewish Research	21264	Papers of Henry Rosenblatt	Rosenblatt, H. (Henry), 1878-1956	1921 -- 1956	0	1	0	2	0	0	1	0		eng | yid | heb	https://archives.cjh.org/repositories/7/resources/21264
15	7	YIVO Institute for Jewish Research	21334	Papers of Chaim Gutman	Lebediḳer, 1887-1961	1913 -- 1960	0	1	0	2	0	0	1	0		eng | yid	https://archives.cjh.org/repositories/7/resources/21334
15	7	YIVO Institute for Jewish Research	22614	Kleit Family Papers		1917-1931, 1972, 1987, 2000	0	1	0	0	0	1	0	1		eng | yid	https://archives.cjh.org/repositories/7/resources/22614
14	7	YIVO Institute for Jewish Research	20633	Papers of Rochelle G. Saidel	Saidel, Rochelle G.	1975-1989	0	0	0	0	16	0	1	0		eng | yid | por | ger | heb | fre | spa	https://archives.cjh.org/repositories/7/resources/20633
14	7	YIVO Institute for Jewish Research	21984	Lionel S. Reiss Papers	Reiss, Lionel S. (Lionel Samson), 1894-	1921-1952	0	0	2	0	0	0	1	0	Drawings (visual works)	eng	https://archives.cjh.org/repositories/7/resources/21984
14	7	YIVO Institute for Jewish Research	22031	Papers of Henry Stollnitz	Stollnitz, Henry, b.1864.	1875 -- 1931	0	1	1	0	0	0	1	0		eng | yid	https://archives.cjh.org/repositories/7/resources/22031
14	7	YIVO Institute for Jewish Research	3393	Records of the Sofia M. Gurevitch Gymnasium		1906-1940	0	0	0	2	0	1	0	0	Correspondence | Minutes (administrative records) | Diplomas | Petitions | Questionnaires	rus | rus | yid | ukr | ger | pol | The collection is in Russian with some Yiddish, Ukrainian, German, and Polish	https://archives.cjh.org/repositories/7/resources/3393
13	3	American Jewish Historical Society	18371	Robert Mednick Papers	Mednick, Robert	1980-1998, 2017	0	0	1	0	0	0	1	1	Articles | Correspondence | Memorandums | Reports	eng | Latn	https://archives.cjh.org/repositories/3/resources/18371
13	3	American Jewish Historical Society	2694	Leon Agriss papers	Agriss, Leon	undated, 1938-1953	0	1	0	0	0	1	0	0		eng | Latn	https://archives.cjh.org/repositories/3/resources/2694
13	3	American Jewish Historical Society	6014	City Athletic Club Records	City Athletic Club (New York, N.Y.)	undated, 1908-2002	0	1	0	0	0	1	0	0	Photographs | Minutes (administrative records) | Newsletters | Administrative records | Printed ephemera | Scrapbooks | 	eng | eng | This collection is in English.	https://archives.cjh.org/repositories/3/resources/6014
13	3	American Jewish Historical Society	6095	Ellen Brett Aibel Bierman Family Collection	Bierman, Ellen Brett Aibel 	undated, circa 1865-2002 | 1900 -- 1943 | undated, circa 1865-2002 | 1900 -- 194	0	0	1	0	0	0	1	1	Black-and-white photographs | Cabinet photographs | Cartes-de-visite (card photographs) | CD-ROMs | Color photographs | 	eng | Latn	https://archives.cjh.org/repositories/3/resources/6095
13	7	YIVO Institute for Jewish Research	22096	Berele Chagy Papers	Chagy, Berele, 1892-1954	1921 -- 1983	0	1	0	0	0	1	0	0		eng	https://archives.cjh.org/repositories/7/resources/22096
13	7	YIVO Institute for Jewish Research	22101	Morris Leib Kreiner Papers	Kreiner, Morris Leib, 1908-1990	1925 -- 1984	0	1	0	0	0	0	1	1		eng | yid	https://archives.cjh.org/repositories/7/resources/22101
13	7	YIVO Institute for Jewish Research	22414	Records of the Erste Zabner Congregation Bnei Shulem David	Erste Zabner Congregation Bnei Shulem David (New York, N.Y.)	1922-1999	0	0	1	0	0	1	0	0		eng | yid	https://archives.cjh.org/repositories/7/resources/22414
13	7	YIVO Institute for Jewish Research	22420	Records of the First Zaslawer Benevolent Association	First Zaslawer Benevolent Association (New York, N.Y.)	1911-1986	0	1	0	0	0	1	0	0		eng | yid	https://archives.cjh.org/repositories/7/resources/22420
12	3	American Jewish Historical Society	15611	Nathan D. Perlman papers	Perlman, Nathan David, 1887-1952	1915-1953	0	0	0	0	1	1	0	0	Correspondence | Clippings (information artifacts) | Articles | Minutes (administrative records)	eng | Latn | The collection is in English.	https://archives.cjh.org/repositories/3/resources/15611
12	3	American Jewish Historical Society	19862	Robert Rifkind Papers	Rifkind, Robert, 1936-	1913-2013 | 1981 -- 2011	0	0	0	0	1	1	0	0	Building plans | Clippings (information artifacts) | Correspondence | Journals (periodicals) | Magazines (periodicals) |	eng | Latn | ger | Latn | heb | Hebr	https://archives.cjh.org/repositories/3/resources/19862
12	7	YIVO Institute for Jewish Research	21273	Papers of Baruch Glassman	Glasman, Baruch, 1893-1945	1925 -- 1925	0	0	0	1	0	1	0	0		eng | yid	https://archives.cjh.org/repositories/7/resources/21273
12	7	YIVO Institute for Jewish Research	21481	Leib Olitzky Papers	Olitsky, L.	1940s-1960s	0	0	0	1	0	1	0	0		yid	https://archives.cjh.org/repositories/7/resources/21481
12	7	YIVO Institute for Jewish Research	21543	Papers of Barbara Kirshenblatt-Gimblett	Kirshenblatt-Gimblett, Barbara	1900-1970s	0	0	0	2	0	0	1	0	Sound recordings -- Catalogs | Music -- Bibliography -- Catalogs | Jews -- Music | Jews -- Folklore | Photographic print	eng	https://archives.cjh.org/repositories/7/resources/21543
12	7	YIVO Institute for Jewish Research	21584	Papers of Hersh Leib Young	Young, Hersh Leib, 1895-	1915 -- 1975	0	0	0	2	0	0	1	0	Paintings (visual works) | Drawings (visual works) | Poetry	eng | yid	https://archives.cjh.org/repositories/7/resources/21584
12	7	YIVO Institute for Jewish Research	21802	First Klimontover Sick Benevolent Society Records	First Klimontover Sick Benevolent Society	1915 -- 1921	0	0	0	0	1	1	0	0		eng	https://archives.cjh.org/repositories/7/resources/21802
12	7	YIVO Institute for Jewish Research	21960	United Bielsker Relief Records	United Bielsker Relief	ca. 1940s-1982	0	0	0	0	1	1	0	0	Photographic prints	eng	https://archives.cjh.org/repositories/7/resources/21960
12	7	YIVO Institute for Jewish Research	21967	Leo Low Papers	Low, Leo, 1878-1960	1895 -- 1971	0	0	0	0	1	1	0	0	Jews -- Music | Scores (documents for music)	eng | yid | heb	https://archives.cjh.org/repositories/7/resources/21967
12	7	YIVO Institute for Jewish Research	22457	Israel Zajd Collection	Zajd, Israel, 1909-1986	1918-1999	0	0	0	0	1	1	0	0		yid | Hebr | eng | Latn	https://archives.cjh.org/repositories/7/resources/22457
11	3	American Jewish Historical Society	6728	Shaul Osadchey Papers	Osadchey, Shaul, 1950-	undated, 1968-1978, 1980-1981, 1983-1992 | 1970 -- 1988	0	0	1	0	0	0	1	0	Bumper stickers | Clippings (information artifacts) | Commemorative jewelry | Correspondence | Headgear | Memorandums | 	eng | Latn | rus | Cyrl	https://archives.cjh.org/repositories/3/resources/6728
11	7	YIVO Institute for Jewish Research	22090	Papers of Isaac Abraham Reif	Reif, Abraham Isaac, 1871-1946	1900 -- 1934	0	0	1	0	0	0	1	0		eng | yid	https://archives.cjh.org/repositories/7/resources/22090
11	7	YIVO Institute for Jewish Research	22210	Boris Breslow Papers	Breslow, Boris, 1867-1945	undated, 1940s	0	1	0	0	0	0	1	0		eng	https://archives.cjh.org/repositories/7/resources/22210
11	7	YIVO Institute for Jewish Research	22475	Rose Pesotta Collection		1931 -- 1965	0	1	0	0	0	0	1	0		eng | Latn | yid | Hebr | fre | Latn | pol | Latn | spa | Latn	https://archives.cjh.org/repositories/7/resources/22475
10	3	American Jewish Historical Society	12549	Arthur J. Lelyveld Papers	Lelyveld, Arthur J., 1913-1996	1933-1950	0	0	0	0	0	1	0	0	Sermons | Correspondence	eng | Latn | heb | Hebr	https://archives.cjh.org/repositories/3/resources/12549
10	3	American Jewish Historical Society	15233	Harriet Lowenstein Goldstein papers	Goldstein, Harriet B. Lowenstein	undated, 1917-1955	0	0	0	0	0	1	0	0	Scrapbooks | Certificates	eng | Latn | The collection is in English.	https://archives.cjh.org/repositories/3/resources/15233
10	3	American Jewish Historical Society	1718	New York Board of Rabbis Records	New York Board of Rabbis	undated, 1881-2000 | 1948-2000	0	0	0	0	0	1	0	0	Personal correspondence | Color photographs | Black-and-white photographs | Videocassettes | Articles | Clippings (infor	eng | eng | heb | The collection is in English and Hebrew.	https://archives.cjh.org/repositories/3/resources/1718
10	3	American Jewish Historical Society	18373	Norman A. Sugarman papers	Sugarman, Norman A.	1939-1983	0	0	0	0	0	1	0	0	Articles | Clippings (information artifacts) | Manuscripts (documents) | Publications (documents) | Transcripts	eng | Latn | The collection is in English.	https://archives.cjh.org/repositories/3/resources/18373
10	3	American Jewish Historical Society	22537	"Melvin ""Mel"" Stier Ballroom and Nightclub (New York, NY, NY) Business Records"	"Stier, Melvin ""Mel"""	1944 -- 1976 | 1966-1974	0	0	0	0	0	1	0	0		eng	https://archives.cjh.org/repositories/3/resources/22537
10	3	American Jewish Historical Society	5995	Kathleen M. Hyman Papers	Hyman, Kathleen M.	undated, 1956, 1975-1981, 1984, 1987	0	0	0	0	0	1	0	0	Clippings (information artifacts) | Correspondence | Memorandums | Notes (documents) | Photographs	eng | Latn | rus | Cyrl	https://archives.cjh.org/repositories/3/resources/5995
10	3	American Jewish Historical Society	6729	Sidney Franklin Collection	Frumkin family	1922-1976, 1987, 2001-2010 | 1922 -- 1958	0	0	0	0	0	1	0	0	Clippings (information artifacts) | Photographs | Phonograph records | Compact discs	eng | Latn | spa | Latn | yid | Hebr	https://archives.cjh.org/repositories/3/resources/6729
10	7	YIVO Institute for Jewish Research	20597	Leo Hoffman Papers	Hoffman, Leo, 1906-	1911 -- 1978	0	0	0	0	0	1	0	0		eng | chi	https://archives.cjh.org/repositories/7/resources/20597
10	7	YIVO Institute for Jewish Research	20972	Papers of Mishe (Michailo) Mogilevich		1967 -- 1987	0	0	0	0	0	1	0	0		ukr | yid | rus	https://archives.cjh.org/repositories/7/resources/20972
10	7	YIVO Institute for Jewish Research	21626	Korostishever Aid Society Records	Korostishever Aid Society	1920 -- 1953	0	0	0	0	0	1	0	0		eng	https://archives.cjh.org/repositories/7/resources/21626
10	7	YIVO Institute for Jewish Research	21645	Independent Skierniewicer Benevolent Association Records	Independent Skierniewicer Benevolent Association	1913 -- 1963	0	0	0	0	0	1	0	0	Photographic prints	eng | yid	https://archives.cjh.org/repositories/7/resources/21645
10	7	YIVO Institute for Jewish Research	21656	United Meseritzer Relief Records	United Meseritzer Relief (New York, N.Y.)	1952 -- 1957	0	0	0	0	0	1	0	0		eng	https://archives.cjh.org/repositories/7/resources/21656
10	7	YIVO Institute for Jewish Research	21657	Independent Meseritzer Young Men's Association Records	Independent Meseritzer Young Men's Association	1911 -- 1977	0	0	0	0	0	1	0	0		eng	https://archives.cjh.org/repositories/7/resources/21657
10	7	YIVO Institute for Jewish Research	21753	Stanislauer Progressive Benevolent Association Records	Stanislauer Progressive Benevolent Association	1917 -- 1973	0	0	0	0	0	1	0	0		eng	https://archives.cjh.org/repositories/7/resources/21753
10	7	YIVO Institute for Jewish Research	21757	True Brethren Benevolent Association Records	True Brethren Benevolent Association	1919 -- 1975	0	0	0	0	0	1	0	0		eng	https://archives.cjh.org/repositories/7/resources/21757
10	7	YIVO Institute for Jewish Research	21776	Kopister Benevolent Association Records	Kopister Benevolent Association	1951 -- 1976	0	0	0	0	0	1	0	0		eng	https://archives.cjh.org/repositories/7/resources/21776
10	7	YIVO Institute for Jewish Research	21797	First Zawichoster Young Men's Benevolent Association Records	First Zawichoster Young Men's Benevolent Association	1914 -- 1953	0	0	0	0	0	1	0	0	Photographic prints	eng	https://archives.cjh.org/repositories/7/resources/21797
10	7	YIVO Institute for Jewish Research	21804	First Krystonopoler Sick and Benevolent Society Records	First Krystonopoler Sick and Benevolent Society	1947 -- 1974	0	0	0	0	0	1	0	0		eng	https://archives.cjh.org/repositories/7/resources/21804
10	7	YIVO Institute for Jewish Research	21823	Lechowitzer Ladies Auxiliary Records	Lechowitzer Ladies Auxiliary	1946 -- 1961	0	0	0	0	0	1	0	0		eng	https://archives.cjh.org/repositories/7/resources/21823
10	7	YIVO Institute for Jewish Research	21846	Erster Krzywcza On San Benevolent Society Records	Erster Krzywcza On San Benevolent Society	1908 | 1946 -- 1966	0	0	0	0	0	1	0	0		eng	https://archives.cjh.org/repositories/7/resources/21846
10	7	YIVO Institute for Jewish Research	21876	Kipiler Young Men's Benevolent Association Records	Kipiler Young Men's Benevolent Association	1958 -- 1972	0	0	0	0	0	1	0	0		eng	https://archives.cjh.org/repositories/7/resources/21876
10	7	YIVO Institute for Jewish Research	21904	Vileika Aid Association of Lynn, Massachusetts Records	Vileika Aid Association of Lynn, Massachusetts	1915 -- 1957	0	0	0	0	0	1	0	0		eng	https://archives.cjh.org/repositories/7/resources/21904
10	7	YIVO Institute for Jewish Research	21914	Independent Rohatyner Young Men's Benevolent Association Records	Independent Rohatyner Young Men's Benevolent Association	1953 -- 1977	0	0	0	0	0	1	0	0		eng	https://archives.cjh.org/repositories/7/resources/21914
10	7	YIVO Institute for Jewish Research	21916	First Ushitzer Podoler Benevolent Association Records	First Ushitzer Podoler Benevolent Association	1913 -- 1971	0	0	0	0	0	1	0	0		eng	https://archives.cjh.org/repositories/7/resources/21916
10	7	YIVO Institute for Jewish Research	21917	Piaterer Progressive Benevolent Society Records	Piaterer Progressive Benevolent Society	1926, 1939-1970s	0	0	0	0	0	1	0	0	Photographic prints	eng	https://archives.cjh.org/repositories/7/resources/21917
10	7	YIVO Institute for Jewish Research	22169	Collection of Boys' Congregation of Talmud Torah Tifereth Israel	Boys' Congregation of Talmud Torah Tifereth Israel, Brooklyn	1920s-1980s	0	0	0	0	0	1	0	0		eng	https://archives.cjh.org/repositories/7/resources/22169
10	7	YIVO Institute for Jewish Research	22268	Papers of Israel Mordechai Biderman		1937-1970s	0	0	0	0	0	1	0	0		eng | pol | heb | yid	https://archives.cjh.org/repositories/7/resources/22268
10	7	YIVO Institute for Jewish Research	22290	Papers of Leon W. Harris	Harris, Leon W.	1942 -- 1945	0	0	0	0	0	1	0	0		eng	https://archives.cjh.org/repositories/7/resources/22290
10	7	YIVO Institute for Jewish Research	22419	Records of the Chevra Mogen David Anshei Brok (Brock)	Chevra Mogen David Anshei Brok (New York, N.Y.)	1917-1980	0	0	0	0	0	1	0	0		yid | eng	https://archives.cjh.org/repositories/7/resources/22419
10	7	YIVO Institute for Jewish Research	22449	Records of One Thousand Children, Inc.	One Thousand Children, Inc	1896 -- 2007	0	0	0	0	0	1	0	0		eng | ger | fre | ita | por | heb	https://archives.cjh.org/repositories/7/resources/22449
10	7	YIVO Institute for Jewish Research	22564	Papers of Khone Vaynerman		1925 -- 2006	0	0	0	0	0	1	0	0		yid | ukr | rus | eng	https://archives.cjh.org/repositories/7/resources/22564
8	3	American Jewish Historical Society	22558	Abraham Frankel (1884-1984) Autobiography Manuscript and Photograph		undated, circa 1890	0	0	0	0	0	0	1	0		eng	https://archives.cjh.org/repositories/3/resources/22558
8	3	American Jewish Historical Society	6235	Ruth Abusch-Magder Papers	Abusch-Magder, Ruth	1978, 1984-1992	0	0	0	0	0	0	1	0	Handbooks | Conferences | Theses | Clippings (information artifacts)	eng | Latn	https://archives.cjh.org/repositories/3/resources/6235
8	4	American Sephardi Federation	3771	The Papers of Sam Camhi	Camhi, Sam, 1920-	1957-2010 | 1980-2008	0	0	0	0	0	0	1	0	Correspondence | Newsletters | Photographs | Prayer books	eng | eng | heb | lad | The collection is in English, Hebrew, and Ladino.	https://archives.cjh.org/repositories/4/resources/3771
8	4	American Sephardi Federation	3800	Papers of Iyda Hirsh Levitt	Levitt, Iyda Hirsh	1864-1950 | 1935-1945	0	0	0	0	0	0	1	0		eng | eng | The collection is in English.	https://archives.cjh.org/repositories/4/resources/3800
8	7	YIVO Institute for Jewish Research	22960	Papers of Morris Newman		undated	0	0	0	0	0	0	1	0		eng | yid	https://archives.cjh.org/repositories/7/resources/22960
