item_id	parent	signals	title	english_translation	german_translation	item_description	language	creation_date	format	document_type	main_subject	item_class
IL-MTFN-001-G-F-0344-001-R0001	IL-MTFN-001-G-F-0344-001	diary	Translation of Father's Diary by Yoram Epstein	The son, Yoram Epstein, translated his father's diary, who was among the exiles to Australia, from German to Hebrew.	Der Sohn, Yoram Epstein, übersetzte das Tagebuch seines Vaters, der zu den Exilanten nach Australien gehörte, aus dem Deutschen ins Hebräische.	הבן, יורם אפשטיין, תרגם מגרמנית לעברית את יומן אביו, שהיה בין הגולים לאוסטרליה.	Hebrew|German		Unknown	מסמך מתורגם|Translated Document	Yoram Epstein	EgoDocument
IL-MTFN-001-G-F-0344-001-R0002	IL-MTFN-001-G-F-0344-001	diary	Diary in German with Photos	He wrote a diary in German about everything that happened to him in England and Australia. The booklet/diary also contains several pictures, a total of 69 pages.	Er schrieb ein Tagebuch auf Deutsch über alles, was ihm in England und Australien widerfahren ist. In dem Heft/Tagebuch gibt es auch einige Bilder, insgesamt 69 Seiten.	"הוא כתב יומן בגרמנית ל כל הקורות אותו באנגליה ואוסטרליה. בחוברת/יומן יש גם מספר תמונות, סה""כ 69 עמודים."	German|English		Unknown	יומן|Diary		EgoDocument
IL-MTFN-001-G-F-0353-004-R0002	IL-MTFN-001-G-F-0353-004	memoir	Struck's Memory Book	Album/Memory book of Struck with writings, among others, by his brothers Felix and Salo, school friends including Paul Cohn. Alfons Schocken. (Catalog page 1);	Album/Buch der Erinnerungen von Struck mit Schriften, unter anderem von seinen Brüdern Felix und Salo, Schulfreunden darunter Paul Cohn. Alfons Schocken. (Katalog Seite 1);	אלבום/ספר זיכרונות של שטרוק עם כתיבה, בין היתר, של האחים שלו פליקס Felix וסלו Salo, חברים מבית הספר ביניהם פאול כהן Paul Cohn. אלפונס שוקן Alfons Schocken. (קטלוג באה דף 1);	Hebrew|German		Unknown	ספר זכרונות|Memory Book		EgoDocument
IL-MTFN-001-G-F-0353-004-R0004	IL-MTFN-001-G-F-0353-004	diary,visit	Diary from 1893-1896: Trip to Italy and Encounters	Diary from the years 1893;1896. Trip to Italy (begins with a quote from Goethe); visit to Villa Zirio (the place where Friedrich III suffered from throat cancer for a long time); Nice (mentions the casino); Bad Brückenau (noted as boring) to draw a class; returns via Frankfurt and Loreley; mentions some of his teachers in Berlin; meets Anton von Werner; celebration in honor of the Academy of Arts with a speech by the Emperor; at the end of the diary a collection of dried leaves he collected on the trip. (Catalog on page 1)	Tagebuch aus den Jahren 1893;1896. Reise nach Italien (beginnt mit einem Zitat von Goethe); Besuch in der Villa Zirio (der Ort, an dem Friedrich III. lange an Kehlkopfkrebs litt); Nizza (erwähnt das Casino); Bad Brückenau (als langweilig bezeichnet) zum Zeichnen einer Klasse; Rückkehr über Frankfurt und Loreley; erwähnt einige seiner Lehrer in Berlin; trifft Anton von Werner; Feier zu Ehren der Kunstakademie mit einer Rede des Kaisers; am Ende des Tagebuchs eine Sammlung von getrockneten Blättern, die er auf der Reise gesammelt hat. (Katalog auf Seite 1)	יומן מהשנים 1893;1896. נסיעה לאיטליה (מתחיל עם ציטט מגתה); ביקור בוילה ציריאו Zirio (המקום בו סבל פרידריך ה;3 ממחלת סרטן הגרון לאורך זמן); ניצה (מזכיר את הקזינו); בד בריקנאו Bad Brückenau (ציין משעמם) לצייר כיתה; חוזר דרך פרנקפורט ולורליי Loreley; מזכיר כמה ממוריו בברלין; נפגש עם אנטון פון ורנר Anton von Werner; חגיגה לכבוד האקדמיה לאמנות עם נאום של הקיסר; בסוף היומן אוסף עלים יבשים אותם אסף בטיול.(קטלוג באה דף 1);	Hebrew|German	1893	Handwritten	יומן|Diary		EgoDocument
IL-MTFN-001-G-F-0353-004-R0010	IL-MTFN-001-G-F-0353-004	diary,visit	Diary of Struck from Travels 1896-1900	Diary of Struck from his travels in the years 1896;1900. Pages are attached to the diary, summarized in Hebrew by Miki Bernstein. An attempt was made to print the Hebrew; with partial success.	Tagebuch von Struck von seinen Reisen in den Jahren 1896;1900. Dem Tagebuch sind Seiten beigefügt, die Miki Bernstein auf Hebräisch zusammengefasst hat. Es wurde versucht, das Hebräische zu drucken; mit teilweisem Erfolg.	יומן של שטרוק מנסיעותיו בשנים 1896;1900. ליומן מצורפים דפים, שמיקי ברנשטיין סיכם בעברית. נעשה ניסיון להדפיס את העברית; בהצלחה חלקית.	Hebrew|עברית	1896	Unknown	יומן|Diary		EgoDocument
IL-MTFN-001-G-F-0353-007-R0006	IL-MTFN-001-G-F-0353-007	visit	Certificate for Mobility/Travel Assistance, 1918	42 Certificate entitling the holder to receive assistance with mobility/travel and to be returned to the Ministry of Foreign Affairs upon the end of mobility/travel, 1918. Due to its dimensions, document 42# is stored in file G.F.0353 / 15 located in the art warehouse. (Catalog on page) nan	42 Zertifikat, das den Inhaber berechtigt, Hilfe bei Mobilität/Reisen zu erhalten und das nach Beendigung der Mobilität/Reisen an das Außenministerium zurückgegeben werden muss, 1918. Aufgrund seiner Abmessungen wird das Dokument 42# in der Akte G.F.0353 / 15 im Kunstlager aufbewahrt. (Katalog auf Seite) nan	42 תעודה שמזכה את המחזיק בה לקבל עזרה בניידות/נסיעות ושיש להחזירה למשרד החוץ אם תום הניידות/נסיעות, 1918. בגלל מימדיו, המסמך 42# מאוכסן בתיק G.F.0353 / 15 שנמצא במחסן אמנות. (קטלוג באה דף ) nan	Hebrew	1918	Print	תעודה|Certificate		Certificate
IL-MTFN-001-G-F-0353-014-R0003	IL-MTFN-001-G-F-0353-014	visit	Letter to Struck from the War Office, 1915	Letter to Struck from the War Office agreeing to Struck's visit to the prisoner of war camps to be impressed by the various ethnic/racial types, 1915. The selected prisoner camps are Doeberitz and Crossen. (Catalog BAH page 1)	Brief an Struck vom Kriegsministerium, der einem Besuch von Struck in den Kriegsgefangenenlagern zustimmt, um sich von den verschiedenen ethnischen/rassischen Typen zu beeindrucken, 1915. Die ausgewählten Gefangenenlager sind Doeberitz und Crossen. (Katalog BAH Seite 1)	מכתב אל שטרוק ממשרד המלחמה שמסכים לביקור של שטרוק במחנות שבויי המלחמה במטרה להתרשם מהטיפוסים על מיגוונם העדתי/גזעי, 1915. נבחרו מחנות השבויים דובריץ Doeberitz וקרוסן Crossen. (קטלוג באה דף 1)	Hebrew|German	1915	Typewritten	מכתב|Letter		Communication Document
IL-MTFN-001-G-F-0353-014-R0004	IL-MTFN-001-G-F-0353-014	visit	Approval for Strock's Visit to POW Camps, 1915	Additional approval for Strock to visit the prisoner of war camps, 1915. (Catalog page 2)	Zusätzliche Genehmigung für Strock, die Kriegsgefangenenlager zu besuchen, 1915. (Katalog Seite 2)	אישור נוסף לביקור שטרוק במחנות שבויי המלחמה, 1915. (קטלוג באה דף 2)	Hebrew	1915	Unknown	תעודה|Certificate		Certificate
IL-MTFN-001-G-F-0353-014-R0005	IL-MTFN-001-G-F-0353-014	visit	Permit for Struck to Visit POW Camps	Permit for Struck to visit prisoners of war in the camps Guben, Görlitz, Sagan, Sprottau. (Catalog page 2)	Genehmigung für Struck, Kriegsgefangene in den Lagern Guben, Görlitz, Sagan, Sprottau zu besuchen. (Katalogseite 2)	אישור לשטרוק לבקר שבויי מלחמה במחנות גובן Guben ,גורליץ Görlitz, סגן Sagan, שפרוטאו; Sprottau. (קטלוג באה דף 2)	German|גרמנית		Unknown	תעודה|Certificate		Legal Document
IL-MTFN-001-G-F-0353-014-R0008	IL-MTFN-001-G-F-0353-014	visit	Permit for Struck to visit Zossen POW camp, 1916	Permit for Struck to visit the prisoner of war camp Zossen, year 1916. (Catalog page 2)	Genehmigung für Struck zum Besuch des Kriegsgefangenenlagers Zossen, Jahr 1916. (Katalog Seite 2)	אישור לשטרוק לביקור במחנה שבויי המלחמה צוסן Zossen, שנת 1916. (קטלוג באה דף 2)	German	1916	Unknown	תעודה|Certificate		Certificate
IL-MTFN-001-G-F-0353-014-R0014	IL-MTFN-001-G-F-0353-014	hometown	Advertisement of Jakob Ludwig Schwalbach's Graphic Cabinet	Advertisement of the graphic cabinet of Jakob Ludwig Schwalbach. The cabinet removes the exhibition of the Anglo-Belgian artist Frank Brangwyn, whose paintings defamed the German nation. Instead, the exhibition of the artist Hermann Struck, who is on the battlefield for the homeland, will be shown. No date. (Catalog page 4)	Anzeige des grafischen Kabinetts von Jakob Ludwig Schwalbach. Das Kabinett entfernt die Ausstellung des anglo-belgischen Künstlers Frank Brangwyn, dessen Gemälde die deutsche Nation verunglimpften. Stattdessen wird die Ausstellung des Künstlers Hermann Struck gezeigt, der an der Front für das Vaterland kämpft. Ohne Datum. (Katalog Seite 4)	מודעה של הקבינט הגרפי של יעקב לודויג שבלבך Jakob Ludwig Schwalbach. הקבינט מסיר את תערוכתו של האמן האנגלו;בלגי פרנק ברנגווין Frank Brangwyn אשר בציוריו הכפיש את האומה הגרמנית. במקומו תוצג תערוכת האמן הרמן שטרוק שנמצא בשדה הקרב למען המולדת. ללא תאריך. (קטלוג באה דף 4)	German|גרמנית		Print	קטלוג|Catalog	Jakob Ludwig Schwalbach	Ephemera
IL-MTFN-001-G-F-0353-017-R0001	IL-MTFN-001-G-F-0353-017	visit	Postcard from Schtrock to his Mother	A postcard that Schtrock sent to his mother from Hamburg on his way to the USA. The lecture was successful, a lot of money was collected for the JNF. He bought canned goods for his trip to the USA, 1913 (on page 1).	Eine Postkarte, die Schtrock an seine Mutter aus Hamburg auf dem Weg in die USA geschickt hat. Der Vortrag war erfolgreich, viel Geld wurde für den JNF gesammelt. Er kaufte Konservendosen für seine Reise in die USA, 1913 (auf Seite 1).	"גלויה ששטרוק שלח אל אמו מהמבורג בדרכו לארה""ב. ההרצאה היתה מוצלחת, נאסף הרבה כסף לקק""ל. קנה קופסאות שימורים לקראת נסיעתו לארה""ב, 1913 (באה דף 1)."	Hebrew	1913	Unknown	גלויה|Postcard		Communication Document
IL-MTFN-001-G-F-0353-018-R0009	IL-MTFN-001-G-F-0353-018	visit	Letter from Josef Duveen to Strock regarding an engraving	To Strock from Josef Duveen regarding a wonderful engraving that Strock made with the title; Portrait of a lady. He regrets not meeting Strock before his departure, 1928. English. (Catalog page 1)	An Strock von Josef Duveen in Bezug auf einen wunderbaren Stich, den Strock mit dem Titel gemacht hat; Portrait of a lady. Er bedauert, dass er Strock vor seiner Abreise nicht treffen wird, 1928. Englisch. (Katalog Seite 1)	אל שטרוק מאת יוסף דובין Josef Duveen בקשר עם תחריט נהדר, ששטרוק עשה עם הכותרת; Portrait of a lady. הוא מצטער שלא יפגוש את שטרוק לפני נסיעתו, 1928. אנגלית. (קטלוג באה דף 1)	English	1928	Typewritten	מכתב|Letter	Josef Duveen	Communication Document
IL-MTFN-001-G-F-0353-019-R0006	IL-MTFN-001-G-F-0353-019	visit	Critical Article by Karla Wolf on Hermann Struck	Critical article in Hungarian and translation into German, attached is a summary in Hebrew, written by Karla Wolf. Among other things ... the author of the article is tired of the praise enjoyed by Hermann Struck and also speaks out against the frequent mention of the artist's Jewishness, adding that there are enough Hungarian artists who should be supported, 1914 (an anti-Semitic tone can be felt from the article). (Catalog BAA page 4)	Kritischer Artikel auf Ungarisch und Übersetzung ins Deutsche, beigefügt ist eine Zusammenfassung auf Hebräisch, geschrieben von Karla Wolf. Unter anderem ... der Autor des Artikels ist des Lobes überdrüssig, das Hermann Struck genießt, und spricht sich auch gegen die häufige Erwähnung der jüdischen Herkunft des Künstlers aus und fügt hinzu, dass es genügend ungarische Künstler gibt, die unterstützt werden sollten, 1914 (man kann einen antisemitischen Ton aus dem Artikel herausfühlen). (Katalog BAA Seite 4)	"מאמר ביקורת בהונגרית ותרגום לגרמנית, מצורף סיכום בעברית, נכתב ע""י קרלה וולף. בין היתר ...לכותב המאמר נמאס מההלל ממנו נהנה הרמן שטרוק וכמו כן יוצא נגד היזכור הרב ליהדותו של האמן ומוסיף, שיש מספיק אמנים הונגרים שצריך לתמוך בהם, 1914 (ניתן להרגיש נימה אנטישמית מתוך המאמר). (קטלוג באה דף 4)"	Hebrew|German|Hungarian	1914	Unknown	מאמר|Article|מסמך מתורגם|Translated Document	Karla Wolf	Creative Nonfiction
IL-MTFN-001-G-F-0353-019-R0007	IL-MTFN-001-G-F-0353-019	visit	Translation of a Critical Article on Struck Exhibition, 1914	Translation from Hungarian to German for a critical article on the Struck exhibition in Hungary with reference to the Jewish theme, 1914. (Catalog page 4)	Übersetzung aus dem Ungarischen ins Deutsche für einen kritischen Artikel über die Struck-Ausstellung in Ungarn mit Bezug auf das jüdische Thema, 1914. (Katalog Seite 4)	תרגום מהונגרית לגרמנית למאמר ביקורת על תערוכת שטרוק בהונגריה עם התייחסות לנושא היהודי, 1914. (קטלוג באה דף 4)	German|Hungarian	1914	Unknown	מסמך מתורגם|Translated Document		Creative Nonfiction
IL-MTFN-001-G-F-0353-019-R0008	IL-MTFN-001-G-F-0353-019	visit	Translation of a Critical Article on Struck Exhibition	Translation from Hungarian to German for a critical article on the Struck exhibition in Hungary. Among other things, Struck, the Jewish artist, the second Jew after Lilien, praises the beauty of ex-libris art in Struck, 1914. (Catalog page 4)	Übersetzung aus dem Ungarischen ins Deutsche für einen Kritischen Artikel über die Struck-Ausstellung in Ungarn. Unter anderem lobt Struck, der jüdische Künstler, als zweiter Jude nach Lilien, die Schönheit der Exlibris-Kunst bei Struck, 1914. (Katalog Seite 4)	תרגום מהונגרית לגרמנית למאמר ביקורת לתערוכת שטרוק בהונגריה. בין היתר שטרוק האמן היהודי, יהודי שני אחרי ליליין, מהלל את יופי אמנות האקסליבריס אצל שטרוק, 1914. (קטלוג באה דף 4)	German|גרמנית	1914	Print	מאמר|Article	Struck	Creative Nonfiction
IL-MTFN-001-G-F-0353-019-R0009	IL-MTFN-001-G-F-0353-019	visit	Translation of Review Article for Struck Exhibition	Translation from Hungarian to German for a review article for the Struck exhibition in Hungary. Among other things, Struck's engraving art is very good, in Hungary this art is rare, the Jewish themes in Struck's work prove he is a sensitive artist, 1914. (Catalog page 4)	Übersetzung aus dem Ungarischen ins Deutsche für einen Rezensionartikel zur Struck-Ausstellung in Ungarn. Unter anderem ist die Radierkunst von Struck sehr gut, in Ungarn ist diese Kunst selten, die jüdischen Themen bei Struck beweisen, dass er ein sensibler Künstler ist, 1914. (Katalog Seite 4)	תרגום מהונגרית לגרמנית למאמר ביקורת לתערוכת שטרוק בהונגריה. בין היתר, אמנות התחריט של שטרוק היא טובה מאד, בהונגריה אמנות זאת נדירה, הנושאים היהודים אצל שטרוק מוכיחים שהוא אמן רגיש, 1914. (קטלוג באה דף 4)	German|גרמנית	1914	Typewritten	מאמר|Article		Creative Nonfiction
IL-MTFN-001-G-F-0353-019-R0010	IL-MTFN-001-G-F-0353-019	visit	Review Article for Struck Exhibition	Review article for the Struck exhibition in Hungarian and handwritten translation into German. Among other things, positive review, 1914. (Catalog page 4)	Kritikartikel zur Struck-Ausstellung auf Ungarisch und handschriftliche Übersetzung ins Deutsche. Unter anderem positive Kritik, 1914. (Katalog Seite 4)	מאמר ביקורת לתערוכת שטרוק בהונגרית ותרגום לגרמנית בכתב יד. בין היתר, ביקורת חיובית, 1914. (קטלוג באה דף 4)	German|Other	1914	Handwritten	מאמר|Article|מסמך מתורגם|Translated Document		Creative Nonfiction
IL-MTFN-001-G-F-0353-019-R0011	IL-MTFN-001-G-F-0353-019	visit	Translation of Critique Article for Struck Exhibition, 1914	Translation from Hungarian to German for a critical article on the Struck exhibition in Hungary, 1914. Among other things, the exhibition was received positively by Jews and non-Jews, Struck sold 70 works, including to government institutions. (Catalog page 5)	Übersetzung aus dem Ungarischen ins Deutsche für einen Kritischen Artikel über die Struck-Ausstellung in Ungarn, 1914. Unter anderem wurde die Ausstellung von Juden und Nichtjuden positiv aufgenommen, Struck verkaufte 70 Werke, darunter auch an staatliche Institutionen. (Katalog Seite 5)	"תרגום מהונגרית לגרמנית למאמר ביקורת לתערוכת שטרוק בהונגריה, 1914.בין היתר, התערוכה התקבלה באהדה ע""י יהודים ולא יהודים, שטרוק מכר 70 עבודות בין הקונים גם מוסדות ממשלתיים. (קטלוג באה דף 5)"	German|גרמנית	1914	Unknown	מאמר|Article	Struck	Creative Nonfiction
IL-MTFN-001-G-F-0353-021-R0005	IL-MTFN-001-G-F-0353-021	visit	Pictures of Historical Figures	Pictures of individuals, some unidentified: Dr. Chaim Weizmann, Dr. Gustav Landau, Theodor Herzl with his three children, Abba Hushi group photo, Bedradin al-Hassani, Yitzhak Ben-Zvi group photo, visit to the Ahava institution in Kiryat Bialik group photo 1937, Sir Arthur Wauchope group photo, Struck with (probably) Gershom Schocken.	Bilder von Persönlichkeiten, einige nicht identifiziert: Dr. Chaim Weizmann, Dr. Gustav Landau, Theodor Herzl mit seinen drei Kindern, Abba Hushi Gruppenfoto, Bedradin al-Hassani, Yitzhak Ben-Zvi Gruppenfoto, Besuch im Ahava-Institut in Kiryat Bialik Gruppenfoto 1937, Sir Arthur Wauchope Gruppenfoto, Struck mit (wahrscheinlich) Gershom Schocken.	תמונות אישים, חלקם לא מזוהים: דר' חיים ויצמן, דר' גוסטב לנדאו, תאודור הרצל עם שלשת ילדיו, אבא חושי תמונה קבוצתית, בדראדין אל חסאני, יצחק בן צבי תמונה קבוצתית, ביקור במוסד אהבה בקרית ביאליק תמונה קבוצתית 1937, סר ארתור ואוצ'ופ Wauchope תמונה קבוצתית, שטרוק עם (ככל הנראה) גרשם שוקן.	Unspecified	1937	Visual Element	תצלום|Photograph		Image
IL-MTFN-001-G-F-0353-023-R0003	IL-MTFN-001-G-F-0353-023	visit	9 Letters from Struck to Meli	9 letters from Struck to Meli, from 1921; 1926; 1931, Struck on travels.	9 Briefe von Struck an Meli, aus 1921; 1926; 1931, Struck auf Reisen.	9 מכתבים שטרוק אל מלי, מ-1921; 1926; 1931, שטרוק בנסיעות.	Hebrew	1921	Handwritten	מכתב|Letter		Communication Document
IL-MTFN-001-G-F-0353-023-R0005	IL-MTFN-001-G-F-0353-023	visit	Travel Report from 1926	On 14.2.1926 he sails from Brindisi to Venice, from there to Berlin and will likely return to the country from Berlin. Reports on the stay on the ship.	Am 14.2.1926 fährt er von Brindisi nach Venedig, von dort nach Berlin und wird wahrscheinlich von Berlin aus zurück ins Land kommen. Berichtet über den Aufenthalt auf dem Schiff.	14.2.1926 הוא מפליג מברנדיזי לונציה משם לברלין ומברלין יחזור ככל הנראה לארץ. מדווח על השהות על האניה.	Unspecified	1926-02-14	Unknown	מכתב|Letter		Communication Document
IL-MTFN-001-G-F-0353-023-R0006	IL-MTFN-001-G-F-0353-023	visit	Request to Frame Picture of Jerusalem	Sorry for not taking her on the trip. Please frame the large picture of Jerusalem.	Es tut mir leid, dass ich sie nicht auf die Reise mitgenommen habe. Bitte rahmen Sie das große Bild von Jerusalem ein.	17.8.1926 מצטער שלא לקח אותה לנסיעה. מבקש שהתמונה הגדולה של ירושלים תמוסגר.	Hebrew	1926-08-17	Unknown	Letter		Communication Document
IL-MTFN-001-G-F-0353-023-R0013	IL-MTFN-001-G-F-0353-023	visit	Letters/Postcards to Meli from Bad Homburg, 1932	"17 letters/postcards to Meli. Schtrock on a recovery trip in Bad Homburg. He was apparently very ill and needed prolonged recovery, gained weight under medical supervision. Complains that she does not write enough and ""threatens"" her that if she does not write, he will return home, 1932."	"17 Briefe/Postkarten an Meli. Schtrock auf einer Erholungsreise in Bad Homburg. Er war anscheinend sehr krank und benötigte eine längere Erholung, nahm unter ärztlicher Aufsicht zu. Beschwert sich, dass sie nicht genug schreibt und ""droht"" ihr, dass er nach Hause zurückkehren wird, wenn sie nicht schreibt, 1932."	"17 מכתבים/גלויות אל מלי. שטרוק בנסיעת הבראה בבד הומבורג Bad Homburg. היה ככל הנראה מאד חולה והזדקק להבראה ממושכת, העלה משקל תחת השגחה רפואית. מתלונן שאינה כותבת מספיק ו""מאיים"" עליה שאם לא תכתוב הוא יחזור הביתה, 1932."	Hebrew	1932	Unknown	מכתב|Letter|גלויה|Postcard	מלי	Communication Document
IL-MTFN-001-G-F-0353-023-R0015	IL-MTFN-001-G-F-0353-023	visit	Letters to Meli from Marienbad	3 letters to Meli. Schtruk on a recuperation trip to Marienbad. Meets acquaintances who also live in Palestine. Complains that Meli does not write enough, 1935.	3 Briefe an Meli. Schtruk auf einer Erholungsreise nach Marienbad. Trifft Bekannte, die ebenfalls in Palästina leben. Beschwert sich, dass Meli nicht genug schreibt, 1935.	3 מכתבים אל מלי. שטרוק בנסיעת הבראה למריאנבד Marienbad. פוגש מכרים שגם הם גרים בפלשתינה. מתלונן שמלי לא כותבת מספיק, 1935.	Hebrew	1935	Unknown	מכתב|Letter		Communication Document
IL-MTFN-001-G-F-0353-023-R0016	IL-MTFN-001-G-F-0353-023	visit	6 Letters to Meli from Schtruk	6 letters to Meli. Schtruk on recuperation trips in Paris and Alexandria. Consults with doctors, suffers from kidney inflammation and high blood pressure, the doctors said it's not serious, 1939.	6 Briefe an Meli. Schtruk auf Erholungsreisen in Paris und Alexandria. Konsultiert Ärzte, leidet an Nierenentzündung und Bluthochdruck, die Ärzte sagten, dass es nicht ernst ist, 1939.	6 מכתבים אל מלי. שטרוק בנסיעות הבראה בפריס ואלכסנדריה. מתייעץ עם רופאים, סובל מדלקת כליות ולחץ דם, הרופאים אמרו, שזה לא רציני, 1939.	Hebrew	1939	Unknown	מכתב|Letter		Communication Document
IL-MTFN-001-G-F-0353-032-R0006	IL-MTFN-001-G-F-0353-032	diary,visit	Photograph of Struck's Diary Entry	Photograph of the copy/rewriting, written by Rivka Weiss; Black from Struck's diary, the trip to Holland and the meeting with Israels.	Fotografie der Kopie/Umschrift, geschrieben von Rivka Weiss; Black aus dem Tagebuch von Struck, die Reise in die Niederlande und das Treffen mit Israels.	צילום ההעתקה/שכתוב, שכתבה רבקה וייס;בלק מתוך היומן של שטרוק, הנסיעה להולנד והפגישה עם ישראלס.	Hebrew|עברית		Unknown	צילום|Photograph	Rivka Weiss	EgoDocument
IL-MTFN-001-G-F-0353-034-R0003	IL-MTFN-001-G-F-0353-034	papers	Kupferstich Verein Membership Card of F. Richter, 1864	Membership card in the Kupferstich Verein in Berlin, Berlin, of the merchant F. Richter from 1864. The card is adorned with illustrations by A. Becker. (It is not known why this document is in the estate of Hermann Struck)	Mitgliedskarte der Kupferstich Verein in Berlin, Berlin, des Händlers F. Richter aus dem Jahr 1864. Die Karte ist mit Illustrationen von A. Becker verziert. (Es ist nicht bekannt, warum dieses Dokument im Nachlass von Hermann Struck enthalten ist)	כרטיס חבר באירגון חרטי הנחושת Kupferstich Verein in Berlin, ברלין, של הסוחר פ. ריכטר; F. Richter משנת 1864. הכרטיס מפואר באיורים מאת אץ בקר A. Becker. (לא ידוע מדוע מסמך זה מצוי בעיזבון הרמן שטרוק)	German	1864	Unknown	תעודת חבר|Membership Certificate	F. Richter	Certificate
IL-MTFN-001-G-F-0353-037-R0001	IL-MTFN-001-G-F-0353-037	correspondence	Correspondence between Haifa Committee and Zionist Leadership, 1936	Documents and correspondence between the Haifa Committee and the Zionist leadership, Jerusalem, 1936, Hebrew.	Dokumente und Korrespondenz zwischen dem Haifa-Komitee und der zionistischen Führung, Jerusalem, 1936, Hebräisch.	מסמכים והתכתבות בין הועדה החיפאית וההנהלה הציונית, ירושלים, 1936, עברית.	Hebrew	1936	Unknown	מכתב|Letter		Organization Papertrail
IL-MTFN-001-G-F-0353-049-R0001	IL-MTFN-001-G-F-0353-049	papers	List of Estate Documents on Music by Dr. Ignaz Emerich	List, 2 pages, of estate documents on music topics, sent by Dr. Ignaz Emerich, Haifa, to Firma I. A. Stargardt, auction house in Marburg, Germany. German, typewritten, 1969.	Liste, 2 Seiten, von Nachlassdokumenten zu Musikthemen, gesendet von Dr. Ignaz Emerich, Haifa, an Firma I. A. Stargardt, Auktionshaus in Marburg, Deutschland. Deutsch, Maschinenschrift, 1969.	"רשימה, 2 עמודים, של מסמכי עזבון בנושאי מוסיקה, ששולח ד""ר איגנץ אמריך Ignaz Emerich, חיפה, אל י. א. סטרגרד Firma I. A. Stargardt חברה למכירות פומביות במרבורג ,Marburg גרמניה. גרמנית, הדפסה, 1969."	German	1969	Typewritten	רשימה|List	Ignaz Emerich	EgoDocument
IL-MTFN-001-G-F-0353-049-R0007	IL-MTFN-001-G-F-0353-049	diary	Lists of Books and Journals	16 pages with lists of books, journals from Palestine, journals in Dutch, diaries, and catalogs.; German, English, Dutch. No date.	16 Seiten mit Listen von Büchern, Zeitschriften aus Palästina, Zeitschriften auf Niederländisch, Tagebüchern und Katalogen.; Deutsch, Englisch, Niederländisch. Kein Datum.	16 עמודים עם רשימות של ספרים, כתבי עת מפלשתינה, כתבי עת בהולנדית יומנים וקטלוגים.; גרמנית, אנגלית, הולנדית. אין תאריך.	German|English|Other		Unknown	רשימה|List		Organization Papertrail
IL-MTFN-001-G-F-0353-049-R0009	IL-MTFN-001-G-F-0353-049	correspondence	Correspondence between Meli Struck and Kalman Schlesinger	Correspondence between Meli Struck and Kalman Schlesinger regarding the transfer of book lists and books from Meli to him in Tel Aviv. German, typewritten, June & July 1944.	Korrespondenz zwischen Meli Struck und Kalman Schlesinger bezüglich der Übertragung von Bücherlisten und Büchern von Meli an ihn nach Tel Aviv. Deutsch, Maschinenschrift, Juni & Juli 1944.	התכתבות בין מלי שטרוק וקלמן שלזינגר Kalman Schlesinger בקשר עם העברתם של רשימות ספרים וספרים ממלי אליו לתל אביב. גרמנית, הדפסה, יוני & יולי 1944.	German	1944-06	Typewritten	מכתב|Letter		Communication Document
IL-MTFN-001-G-F-0354-001-R0001	IL-MTFN-001-G-F-0354-001	correspondence,diary,memoir	School Certificates and Correspondence of Ohe Blum	School certificates of Ohe Blum - Legend for Yom Kippur and the 9th of Av - Childhood correspondence with friends. The letters are illustrated - a play she wrote for her mother's birthday celebration; Poems and recitations - Memory diary of Lola from the 1930s and 40s of the 20th century.	Schulzeugnisse von Ohe Blum - Legende für Jom Kippur und den 9. Aw - Korrespondenz in der Kindheit mit Freundinnen. Die Briefe sind illustriert - ein Stück, das sie für die Geburtstagsfeier ihrer Mutter schrieb; Gedichte und Deklamationen - Erinnerungsbuch von Lola aus den 30er und 40er Jahren des 20. Jahrhunderts.	"תעודות בי""ס של אוה בלומ- אגדה ליום כיפור ו;9 באב- התכתבות בילדות עם חברות. המכתבים מאוירימ- מחזה שכתבה להצגה לרגל יום ההולדת של אמה; שירים ודיקלומימ- יומן זכרונות של לולה משנות ה-30 וה;40 למאה ה;20;"	Hebrew		Unknown	תעודת לימודים|Academic Certificate|מכתב|Letter|יומן|Diary		EgoDocument
IL-MTFN-001-G-F-0355-001-R0003	IL-MTFN-001-G-F-0355-001	papers	Envelope with Pictures	"Envelope with pictures on which Raia Miron (the estate administrator) wrote ""Unknown, Heilbronn, Una, Carlsberg""."	"Umschlag mit Bildern, darauf schrieb Raia Miron (die Nachlassverwalterin) ""Unbekannt, Heilbronn, Una, Karlsberg""."	"מעטפה עם תמונות עליה כתבה רעיה מירון (מפקידת העזבון) ""לא ידוע, היילברון, אונא, קרלסברג""."	Unspecified		Unknown	מעטפה|Envelope		Ephemera
IL-MTFN-001-G-F-0355-002-R0002	IL-MTFN-001-G-F-0355-002	memoir	Memorial Book for Julius Heilbronn	Memorial book for Julius Heilbronn, killed in 1914.	Gedenkbuch für Julius Heilbronn, gefallen 1914.	ספר זכרון ליוליוס היילברון, נהרג ב-1914.	Hebrew	1914	Print	ספר זכרונות|Memory Book	Julius Heilbronn	Memory Book
