item_id	parent	item_description	german_translation	english_translation	format	language	creation_date	publication_date	number_of_pages	documentary_form_type	production_technique_type	main_subject	record_state	title	item_class	document_type	creation_place	transkribus_doc_ids	transkribus_titles	transkribus_n_docs	transkribus_pages	transkribus_lines	transkribus_pages_final	transkribus_pages_gt	transkribus_pages_in_progress	transkribus_pages_new
IL-MTFN-001-G-F-0353-023-R0012	IL-MTFN-001-G-F-0353-023	מכתב שני שטרוק כותב מפלשתינה אל מלי בברנדיזי, בדרכה לפלשתינה, 1930.	Zweiter Brief, den Schtrock aus Palästina an Meli in Brindisi schreibt, auf ihrem Weg nach Palästina, 1930.	Second letter Schtrock writes from Palestine to Meli in Brindisi, on her way to Palestine, 1930.	Handwritten	Hebrew	1930			yes	handwriting		original	Letter from Schtrock to Meli, 1930	Communication Document	מכתב|Letter										
IL-MTFN-001-G-F-0353-023-R0013	IL-MTFN-001-G-F-0353-023	"17 מכתבים/גלויות אל מלי. שטרוק בנסיעת הבראה בבד הומבורג Bad Homburg. היה ככל הנראה מאד חולה והזדקק להבראה ממושכת, העלה משקל תחת השגחה רפואית. מתלונן שאינה כותבת מספיק ו""מאיים"" עליה שאם לא תכתוב הוא יחזור הביתה, 1932."	"17 Briefe/Postkarten an Meli. Schtrock auf einer Erholungsreise in Bad Homburg. Er war anscheinend sehr krank und benötigte eine längere Erholung, nahm unter ärztlicher Aufsicht zu. Beschwert sich, dass sie nicht genug schreibt und ""droht"" ihr, dass er nach Hause zurückkehren wird, wenn sie nicht schreibt, 1932."	"17 letters/postcards to Meli. Schtrock on a recovery trip in Bad Homburg. He was apparently very ill and needed prolonged recovery, gained weight under medical supervision. Complains that she does not write enough and ""threatens"" her that if she does not write, he will return home, 1932."	Unknown	Hebrew	1932					מלי	original	Letters/Postcards to Meli from Bad Homburg, 1932	Communication Document	מכתב|Letter|גלויה|Postcard										
IL-MTFN-001-G-F-0353-023-R0014	IL-MTFN-001-G-F-0353-023	מכתב אל מלי. שטרוק כותב מירושלים, 1933.	Brief an Meli. Struck schreibt aus Jerusalem, 1933.	Letter to Meli. Struck writes from Jerusalem, 1933.	Handwritten	Hebrew	1933				handwriting		original	Letter from Struck to Meli, 1933	Communication Document	מכתב|Letter										
IL-MTFN-001-G-F-0353-023-R0015	IL-MTFN-001-G-F-0353-023	3 מכתבים אל מלי. שטרוק בנסיעת הבראה למריאנבד Marienbad. פוגש מכרים שגם הם גרים בפלשתינה. מתלונן שמלי לא כותבת מספיק, 1935.	3 Briefe an Meli. Schtruk auf einer Erholungsreise nach Marienbad. Trifft Bekannte, die ebenfalls in Palästina leben. Beschwert sich, dass Meli nicht genug schreibt, 1935.	3 letters to Meli. Schtruk on a recuperation trip to Marienbad. Meets acquaintances who also live in Palestine. Complains that Meli does not write enough, 1935.	Unknown	Hebrew	1935						original	Letters to Meli from Marienbad	Communication Document	מכתב|Letter										
IL-MTFN-001-G-F-0353-023-R0016	IL-MTFN-001-G-F-0353-023	6 מכתבים אל מלי. שטרוק בנסיעות הבראה בפריס ואלכסנדריה. מתייעץ עם רופאים, סובל מדלקת כליות ולחץ דם, הרופאים אמרו, שזה לא רציני, 1939.	6 Briefe an Meli. Schtruk auf Erholungsreisen in Paris und Alexandria. Konsultiert Ärzte, leidet an Nierenentzündung und Bluthochdruck, die Ärzte sagten, dass es nicht ernst ist, 1939.	6 letters to Meli. Schtruk on recuperation trips in Paris and Alexandria. Consults with doctors, suffers from kidney inflammation and high blood pressure, the doctors said it's not serious, 1939.	Unknown	Hebrew	1939						original	6 Letters to Meli from Schtruk	Communication Document	מכתב|Letter										
IL-MTFN-001-G-F-0353-023-R0017	IL-MTFN-001-G-F-0353-023	3 מכתבים אל מלי. שטרוק כותב מירושלים, פגש את אנה טיכו וחברים נוספים. יעשה מספר סקיצות של בתים מעניינים, 1940.	3 Briefe an Meli. Struck schreibt aus Jerusalem, traf Anna Ticho und weitere Freunde. Er wird einige Skizzen von interessanten Häusern machen, 1940.	3 letters to Meli. Struck writes from Jerusalem, met Anna Ticho and other friends. He will make several sketches of interesting houses, 1940.	Unknown	Hebrew	1940			yes	handwriting		original	Letters to Meli from Jerusalem, 1940	Communication Document	מכתב|Letter										
IL-MTFN-001-G-F-0353-023-R0018	IL-MTFN-001-G-F-0353-023	"מכתב בגרמנית, הדפסה, שמלי כותבת מחיפה, 1935. היא כותבת ככל הנראה אל בעלה, הרמן שטרוק, שנמצא בחו""ל. את המכתב היא מתחילה ב-: אל אהוביי כולם. במכתבה היא מתייחסת לבית, לגן, לשכנים ולמכרים."	Brief auf Deutsch, maschinengeschrieben, Shmueli schreibt aus Haifa, 1935. Sie schreibt wahrscheinlich an ihren Ehemann, Hermann Struck, der im Ausland ist. Sie beginnt den Brief mit: An alle meine Lieben. In ihrem Brief bezieht sie sich auf das Haus, den Garten, die Nachbarn und Bekannten.	Letter in German, typewritten, Shmueli writes from Haifa, 1935. She is likely writing to her husband, Hermann Struck, who is abroad. She begins the letter with: To all my loved ones. In her letter, she refers to the house, the garden, the neighbors, and acquaintances.	Typewritten	German	1935			yes	typewriting	Hermann Struck	original	Letter from Shmueli to Hermann Struck, 1935	Communication Document	מכתב|Letter										
IL-MTFN-001-G-F-0353-023-R0019	IL-MTFN-001-G-F-0353-023	3 מכתבים ממלי בחיפה אל הרמן שטרוק במריאנבד Marienbad, 1935, מדווחת על הנעשה בביתם ובחוג מקריהם.	3 Briefe von Mally in Haifa an Hermann Struck in Marienbad, 1935, berichtet über das Geschehen in ihrem Haus und ihrem Bekanntenkreis.	3 letters from Mally in Haifa to Hermann Struck in Marienbad, 1935, reporting on what is happening in their home and among their acquaintances.	Handwritten	Hebrew	1935			yes	handwriting	Hermann Struck	original	Letters from Mally to Hermann Struck, 1935	Communication Document	מכתב|Letter										
IL-MTFN-001-G-F-0353-028-R0001	IL-MTFN-001-G-F-0353-028	מעטפה עליה טבוע חותמת ציור של שטרוק והכתובת לתערוכת שטרוק בפריס.; (קטלוג באה דף מס. 1)	Umschlag mit einem Stempel von Struck und der Adresse für die Struck-Ausstellung in Paris.; (Katalog auf Seite Nr. 1)	Envelope with a stamp of Struck and the address for the Struck exhibition in Paris.; (Catalog on page no. 1)	Print	Hebrew					print		original	Envelope for Struck Exhibition in Paris	Ephemera	מעטפה|Envelope										
IL-MTFN-001-G-F-0353-028-R0002	IL-MTFN-001-G-F-0353-028	מסמך לעיתונות בצרפתית, לקראת תערוכת שטרוק בפריס, ב-Galerie d' Art Decoratif בשנת 1905. במסמך קורות חייו ועבודתו של שטרוק. (קטלוג באה דף מס. 1)	Dokument für die Presse auf Französisch, vor der Struck-Ausstellung in Paris, in der Galerie d'Art Decoratif im Jahr 1905. Das Dokument enthält den Lebenslauf und die Arbeit von Struck. (Katalog auf Seite Nr. 1)	Document for the press in French, ahead of the Struck exhibition in Paris, at the Galerie d'Art Decoratif in 1905. The document contains the biography and work of Struck. (Catalog on page no. 1)	Print	French|צרפתית	1905		1		print	שטרוק	original	Press Document for Struck Exhibition in Paris, 1905	Communication Document	קטלוג|Catalog										
IL-MTFN-001-G-F-0353-028-R0003	IL-MTFN-001-G-F-0353-028	קטלוג מחירים לעבודות שטרוק ב-Galerie d' Art Decoratif, פריס, בשנת 1911. צרפתית. (קטלוג באה דף מס. 1)	Preiskatalog für Stuckarbeiten in der Galerie d' Art Decoratif, Paris, im Jahr 1911. Französisch. (Katalog auf Seite Nr. 1)	Price catalog for stucco works at Galerie d' Art Decoratif, Paris, in 1911. French. (Catalog on page no. 1)	Print	Other	1911	1911			print		original	Price Catalog for Stucco Works, Paris 1911	Catalog	קטלוג|Catalog										
IL-MTFN-001-G-F-0353-028-R0004	IL-MTFN-001-G-F-0353-028	"ספרון מסדרת ""הספריה היהודית"" Jüdische Bücherei, כרך 18, 1920, ברלין. כתיבה מאת אדולף דונת Adolf Donath עם ציורים של שטרוק. בתוך הספרון הקדשה ששטרוק כתב לב. א. רוזנבלט; B.A. Rosenblath. הכתיבה בספר היא על יצירתו של שטרוק. גרמנית. (קטלוג באה דף מס. 1)"	"Büchlein aus der Reihe ""Jüdische Bücherei"", Band 18, 1920, Berlin. Geschrieben von Adolf Donath mit Zeichnungen von Struck. Im Büchlein eine Widmung, die Struck an B.A. Rosenblath schrieb. Der Text im Buch handelt von Strucks Werk. Deutsch. (Katalog auf Seite Nr. 1)"	"Booklet from the series ""Jewish Library"", Volume 18, 1920, Berlin. Written by Adolf Donath with drawings by Struck. Inside the booklet, a dedication written by Struck to B.A. Rosenblath. The writing in the book is about Struck's work. German. (Catalog on page No. 1)"	Print	German|גרמנית		1920			print	Adolf Donath	original	Booklet from the Jewish Library Series, Volume 18, 1920, Berlin	Creative Nonfiction	חוברת|Booklet										
IL-MTFN-001-G-F-0353-028-R0005	IL-MTFN-001-G-F-0353-028	קטלוג לתערוכה ה;41 של הסצסיון בברלין Berliner Secession בשנים 1921;1922. גרמנית. (קטלוג באה דף מס. 1)	Katalog für die 41. Ausstellung der Berliner Secession in den Jahren 1921-1922. Deutsch. (Katalog auf Seite 1)	Catalog for the 41st exhibition of the Berliner Secession in the years 1921-1922. German. (Catalog on page 1)	Print	German	1921	1921	1		print		original	Catalog for the 41st Berliner Secession Exhibition	Catalog	קטלוג|Catalog										
IL-MTFN-001-G-F-0353-028-R0006	IL-MTFN-001-G-F-0353-028	קטלוג מחירים לתערוכה של אילוסטרציות מודרניות Moderne Illustrationen, ברלין 1922. (קטלוג באה דף מס. 1)	Preiskatalog für eine Ausstellung moderner Illustrationen Moderne Illustrationen, Berlin 1922. (Katalog auf Seite Nr. 1)	Price catalog for an exhibition of modern illustrations Moderne Illustrationen, Berlin 1922. (Catalog on page No. 1)	Print	German	1922	1922	1		print		original	Price Catalog for Modern Illustrations Exhibition, Berlin 1922	Catalog	קטלוג|Catalog										
IL-MTFN-001-G-F-0353-028-R0007	IL-MTFN-001-G-F-0353-028	קטלוג יצירות בתערוכת הססציון ברלין Berliner Secession, בשנת 1922. (קטלוג באה דף מס. 1)	Katalog von Werken in der Ausstellung der Berliner Secession im Jahr 1922. (Katalog auf Seite Nr. 1)	Catalog of works in the Berliner Secession exhibition in 1922. (Catalog on page no. 1)	Print	German	1922	1922			print		original	Berliner Secession Exhibition Catalog 1922	Catalog	קטלוג|Catalog										
IL-MTFN-001-G-F-0353-028-R0008	IL-MTFN-001-G-F-0353-028	קטלוג כתוב אנגלית ועברית לתערוכה לזכרו של הרמן שטרוק, מוזיאון תל אביב, 1944. (קטלוג באה דף מס. 1)	Katalog in Englisch und Hebräisch für eine Ausstellung zum Gedenken an Hermann Struck, Tel Aviv Museum, 1944. (Katalog enthält Seite Nr. 1)	Catalog written in English and Hebrew for an exhibition in memory of Hermann Struck, Tel Aviv Museum, 1944. (Catalog includes page no. 1)	Print	Hebrew|English		1944			print	Hermann Struck	original	Catalog for Hermann Struck Memorial Exhibition, Tel Aviv Museum, 1944	Ephemera	קטלוג|Catalog										
IL-MTFN-001-G-F-0353-028-R0009	IL-MTFN-001-G-F-0353-028	הזמנות לתערוכה של הרמן שטרוק, בית וילפריד ישראל בקיבוץ הזורע, 1973. (קטלוג באה דף מס. 1)	Einladungen zur Ausstellung von Hermann Struck, Wilfrid Israel Haus im Kibbuz HaZore'a, 1973. (Katalog auf Seite 1)	Invitations to the exhibition of Hermann Struck, Wilfrid Israel House in Kibbutz HaZore'a, 1973. (Catalog on page 1)	Unknown	Hebrew	1973					Hermann Struck	original	Invitations to Hermann Struck Exhibition	Ephemera	הזמנה|Invitation										
IL-MTFN-001-G-F-0353-028-R0010	IL-MTFN-001-G-F-0353-028	קטלוג ובו מספר דוגמאות מיצירותיו של הרמן שטרוק, בעיקר פורטריטים של אנשים ידועים. הקטלוג מכריז על מכירה של יצירות שטרוק, שכולן נושאות את חתימת ידו. על חלק מהיצירות חתם בכתב ידו גם ריכרד דהמל Richard Dehmel. הקטלוג יצא לאור בהוצאה של פרידריך דהנה, לייפציג, ללא תאריך. על הקטלוג ישנו רישום בעיפרון של פעולות חשבון, חישובי סכומים. (קטלוג באה דף מס. 1)	Katalog mit mehreren Beispielen aus den Werken von Hermann Struck, hauptsächlich Porträts bekannter Personen. Der Katalog kündigt den Verkauf von Strucks Werken an, die alle seine Unterschrift tragen. Auf einigen der Werke hat auch Richard Dehmel mit seiner Handschrift unterschrieben. Der Katalog wurde von Friedrich Dehne, Leipzig, ohne Datum veröffentlicht. Auf dem Katalog gibt es eine Bleistiftnotiz mit Rechenoperationen, Summenberechnungen. (Katalog mit Blatt Nr. 1)	Catalog containing several examples of Hermann Struck's works, mainly portraits of well-known people. The catalog announces the sale of Struck's works, all bearing his signature. On some of the works, Richard Dehmel also signed in his handwriting. The catalog was published by Friedrich Dehne, Leipzig, without a date. There is a pencil notation on the catalog with arithmetic operations, sum calculations. (Catalog with page No. 1)	Print	German			1		print	Hermann Struck	original	Catalog of Hermann Struck's Works	Catalog	קטלוג|Catalog										
IL-MTFN-001-G-F-0353-032-R0001	IL-MTFN-001-G-F-0353-032	צילום המאמר של מכס אוסבורן על הרמן שטרוק, ברלין, 1904 ותרגומו לעברית.	Fotografie des Artikels von Max Osborne über Hermann Struck, Berlin, 1904 und seine Übersetzung ins Hebräische.	Photograph of Max Osborne's article on Hermann Struck, Berlin, 1904 and its translation into Hebrew.	Unknown	German|Hebrew	1904				photography	Max Osborne	copy	Photograph of Max Osborne's Article on Hermann Struck	Communication Document	מסמך מתורגם|Translated Document										
IL-MTFN-001-G-F-0353-032-R0002	IL-MTFN-001-G-F-0353-032	צילום של 4 עמודים מתוך ספר כל שהו. הטקסט מתייחס לאקליבריס של שטרוק ומציג ארבע מהם.	Foto von 4 Seiten aus einem Buch. Der Text bezieht sich auf das Exlibris von Struck und zeigt vier davon.	Photograph of 4 pages from some book. The text refers to Struck's ex-libris and presents four of them.	Print	Other			4		photography		copy	Photograph of Book Pages on Struck's Ex-libris	Image	תצלום|Photograph										
IL-MTFN-001-G-F-0353-032-R0003	IL-MTFN-001-G-F-0353-032	צילום של 'השיחות עם יוסף ישראלס' שרשם שטרוק בשנים 1905/6. המקור נמצא בתיק; G.F.0353 / 2.	Foto von 'Die Gespräche mit Josef Israels', die von Struck in den Jahren 1905/6 aufgezeichnet wurden. Das Original befindet sich in der Akte; G.F.0353 / 2.	Photograph of 'Conversations with Josef Israels' recorded by Struck in the years 1905/6. The original is in the file; G.F.0353 / 2.	Unknown	Unspecified	1905				photography	יוסף ישראלס	copy	Conversations with Josef Israels	EgoDocument	תצלום|Photograph										
IL-MTFN-001-G-F-0353-032-R0004	IL-MTFN-001-G-F-0353-032	צילום עבודה באנגלית Colonialist Photography / Edited by Eleonor M/ Hight and Gary D. Sampson. שני עותקים.	Kolonialistische Fotografie / Herausgegeben von Eleonor M/ Hight und Gary D. Sampson. Zwei Kopien.	Photograph of work in English Colonialist Photography / Edited by Eleonor M/ Hight and Gary D. Sampson. Two copies.	Unknown	English					photography		copy	Colonialist Photography	Image	תצלום|Photograph										
IL-MTFN-001-G-F-0353-032-R0005	IL-MTFN-001-G-F-0353-032	צילום עבודה של רבקה וייס;בלק באנגלית: Jozef Israels and Hermann Struck.	Fotografie einer Arbeit von Rivka Weiss; auf Englisch: Jozef Israels und Hermann Struck.	Photograph of a work by Rivka Weiss; in English: Jozef Israels and Hermann Struck.	Visual Element	Unspecified					photography		copy	Photograph of a Work by Rivka Weiss	Image	תצלום|Photograph										
IL-MTFN-001-G-F-0353-032-R0006	IL-MTFN-001-G-F-0353-032	צילום ההעתקה/שכתוב, שכתבה רבקה וייס;בלק מתוך היומן של שטרוק, הנסיעה להולנד והפגישה עם ישראלס.	Fotografie der Kopie/Umschrift, geschrieben von Rivka Weiss; Black aus dem Tagebuch von Struck, die Reise in die Niederlande und das Treffen mit Israels.	Photograph of the copy/rewriting, written by Rivka Weiss; Black from Struck's diary, the trip to Holland and the meeting with Israels.	Unknown	Hebrew|עברית					photography	Rivka Weiss	copy	Photograph of Struck's Diary Entry	EgoDocument	צילום|Photograph										
IL-MTFN-001-G-F-0353-032-R0007	IL-MTFN-001-G-F-0353-032	דף (קטן) עם ברכה לשטרוק, ככל הנראה ליובל כל שהו, כתוב ביד באותיות אמנותיות. התוכן: שליט האמנות ! טמיר כגנזי אל רוח אלקים מלא אותו ולחשב מחשבות קרא אותו בשם. אין חתימה ואין תאריך.	Ein (kleines) Blatt mit einem Glückwunsch an Struck, wahrscheinlich zu einem Jubiläum, handgeschrieben in künstlerischen Buchstaben. Der Inhalt: Meister der Kunst! Geheimnisvoll wie die Schätze Gottes, der Geist Gottes erfüllte ihn und nannte ihn, um Gedanken zu denken. Keine Unterschrift und kein Datum.	A (small) page with a blessing for Struck, probably for some jubilee, handwritten in artistic letters. The content: Master of art! Mysterious as the treasures of God, the spirit of God filled him and called him to think thoughts. No signature and no date.	Handwritten	Hebrew					handwriting		original	Blessing for Struck	EgoDocument	פתק|Note										
IL-MTFN-001-G-F-0353-032-R0008	IL-MTFN-001-G-F-0353-032	עמוד 13, האחרון, מתוך מאמר שנכתב על הרמן שטרוק. גרמנית, לא ידוע מי כתב, אין תאריך.	Seite 13, die letzte, aus einem Artikel über Hermann Struck. Deutsch, unbekannt wer es geschrieben hat, kein Datum.	Page 13, the last, from an article written about Hermann Struck. German, unknown who wrote it, no date.	Unknown	German						Hermann Struck	other	Last Page of Article on Hermann Struck	Creative Nonfiction	מאמר|Article										
IL-MTFN-001-G-F-0353-034-R0001	IL-MTFN-001-G-F-0353-034	תעודה מפוארת להרמן שטרוק מהחברה המלכותית לאמני התחריט, אנגליה משנת 1912.	Prächtige Urkunde für Hermann Struck von der Königlichen Gesellschaft der Radierungskünstler, England aus dem Jahr 1912.	Magnificent certificate for Hermann Struck from the Royal Society of Etching Artists, England from the year 1912.	Print	Hebrew|English	1912			yes	print	Hermann Struck	original	Certificate for Hermann Struck from the Royal Society of Etching Artists	Certificate	תעודה|Certificate										
IL-MTFN-001-G-F-0353-034-R0002	IL-MTFN-001-G-F-0353-034	חוברת;אלבום עם תמונות וקטעי עיתון, שמתעדים את תערוכתו שת הרמן שטרוק בחיפה, 1941.	Broschüre; Album mit Fotos und Zeitungsausschnitten, die die Ausstellung von Hermann Struck in Haifa, 1941, dokumentieren.	Booklet; Album with photos and newspaper clippings documenting Hermann Struck's exhibition in Haifa, 1941.	Print	Hebrew|German	1941				print	Hermann Struck	original	Album of Hermann Struck's Exhibition in Haifa, 1941	Image	חוברת|Booklet										
IL-MTFN-001-G-F-0353-034-R0003	IL-MTFN-001-G-F-0353-034	כרטיס חבר באירגון חרטי הנחושת Kupferstich Verein in Berlin, ברלין, של הסוחר פ. ריכטר; F. Richter משנת 1864. הכרטיס מפואר באיורים מאת אץ בקר A. Becker. (לא ידוע מדוע מסמך זה מצוי בעיזבון הרמן שטרוק)	Mitgliedskarte der Kupferstich Verein in Berlin, Berlin, des Händlers F. Richter aus dem Jahr 1864. Die Karte ist mit Illustrationen von A. Becker verziert. (Es ist nicht bekannt, warum dieses Dokument im Nachlass von Hermann Struck enthalten ist)	Membership card in the Kupferstich Verein in Berlin, Berlin, of the merchant F. Richter from 1864. The card is adorned with illustrations by A. Becker. (It is not known why this document is in the estate of Hermann Struck)	Unknown	German	1864				print	F. Richter	original	Kupferstich Verein Membership Card of F. Richter, 1864	Certificate	תעודת חבר|Membership Certificate										
IL-MTFN-001-G-F-0353-037-R0001	IL-MTFN-001-G-F-0353-037	מסמכים והתכתבות בין הועדה החיפאית וההנהלה הציונית, ירושלים, 1936, עברית.	Dokumente und Korrespondenz zwischen dem Haifa-Komitee und der zionistischen Führung, Jerusalem, 1936, Hebräisch.	Documents and correspondence between the Haifa Committee and the Zionist leadership, Jerusalem, 1936, Hebrew.	Unknown	Hebrew	1936			yes			original	Correspondence between Haifa Committee and Zionist Leadership, 1936	Organization Papertrail	מכתב|Letter										
IL-MTFN-001-G-F-0353-037-R0002	IL-MTFN-001-G-F-0353-037	"הצהרתו של א. ה.רייך, 1935, שהיה מזכירו של הרצל בוינה, תורגם מגרמנית לעברית ואושר ע""י הנוטריון הממשלתי בוינה."	Die Erklärung von A. H. Reich, 1935, der Sekretär von Herzl in Wien war, wurde aus dem Deutschen ins Hebräische übersetzt und vom staatlichen Notar in Wien beglaubigt.	The statement of A. H. Reich, 1935, who was Herzl's secretary in Vienna, was translated from German to Hebrew and certified by the government notary in Vienna.	Typewritten	Hebrew|German	1935			yes	typewriting	A. H. Reich	original	Statement of A. H. Reich, 1935	EgoDocument	מסמך מתורגם|Translated Document										
IL-MTFN-001-G-F-0353-037-R0003	IL-MTFN-001-G-F-0353-037	2 מכתבים אל שטרוק מאת מ. רייכנפלד M. Reichenfeld (בן דודה של אשת הרצל), שמביע את דעתו, שאכן הרצל רצה להקבר על הכרמל. גרמנית, 1935, וינה. תרגמה וסיכמה בעברית, קרלה וולף.	2 Briefe an Struck von M. Reichenfeld (Cousin von Herzls Frau), der seine Meinung äußert, dass Herzl tatsächlich auf dem Karmel begraben werden wollte. Deutsch, 1935, Wien. Übersetzt und zusammengefasst auf Hebräisch von Karla Wolf.	2 letters to Struck from M. Reichenfeld (cousin of Herzl's wife), expressing his opinion that Herzl indeed wanted to be buried on Mount Carmel. German, 1935, Vienna. Translated and summarized in Hebrew by Karla Wolf.	Typewritten	German|Hebrew	1935			yes	typewriting		original	Letters from M. Reichenfeld to Struck	Communication Document	מכתב|Letter										
IL-MTFN-001-G-F-0353-037-R0004	IL-MTFN-001-G-F-0353-037	"Gutachten zur Herzl;Überführung; חוות דעת להעברת עצמות הרצל, נכתבה ע""י אדולף בהם Adolf Böhm, גרמנית, 1936. במסמך, בין היתר מצוטטים בנושא ראשי הישוב, שהם למען קבורת הרצל על הכרמל."	Gutachten zur Überführung von Herzls Gebeinen, geschrieben von Adolf Böhm, Deutsch, 1936. Im Dokument werden unter anderem die Führer der Siedlung zitiert, die für die Beerdigung Herzls auf dem Karmel sind.	Opinion on the transfer of Herzl's remains, written by Adolf Böhm, German, 1936. The document quotes, among others, the leaders of the settlement who are in favor of Herzl's burial on Mount Carmel.	Typewritten	German	1936			yes	typewriting	Adolf Böhm	original	Opinion on the Transfer of Herzl's Remains	Report	Report										
IL-MTFN-001-G-F-0353-037-R0005	IL-MTFN-001-G-F-0353-037	"העתק מכתב בגרמנית ששולחת הועדה החיפאית להעלת עצמות הרצל אל הרשות המבצעת של האירגון הציוני העולמי, ירושלים Exekutive der Zionistischen Welt;Organisation. במכתב ישנה תלונה, שלמרות ההחלטות הנשנות וחוזרות בקונגרסים הציוניים לעשות למען העלאת עצמותיו של הרצל לארץ, דבר לא קרה. הכותבים דורשים פנייה לממשלת המנדט הבריטי ודרישה להתערבותה בנושא. הם מציעים לפנות אל האמריקאים בדרישה שיקחו את בית הקברות בוינה, בו קבור הרצל, תחת חסותם. המכתב נכתב ב- 8 לאפריל 1938. אוסטריה סופחה לרייך הגרמני במרץ 1938, בעת כתיבת המכתב באוסטריה/וינה שולטים הסוציאלנציונליסטים. המכתב תורגם לעברית והודפס ע""י נילי דוידסון, ראה מצורף."	Kopie eines Briefes auf Deutsch, den das Haifa-Komitee zur Überführung der Gebeine von Herzl an die Exekutive der Zionistischen Weltorganisation in Jerusalem sendet. Im Brief gibt es eine Beschwerde, dass trotz der wiederholten Beschlüsse auf zionistischen Kongressen, nichts unternommen wurde, um die Gebeine von Herzl ins Land zu bringen. Die Verfasser fordern eine Ansprache an die britische Mandatsregierung und verlangen deren Intervention in der Angelegenheit. Sie schlagen vor, die Amerikaner zu bitten, den Friedhof in Wien, auf dem Herzl begraben ist, unter ihren Schutz zu nehmen. Der Brief wurde am 8. April 1938 geschrieben. Österreich wurde im März 1938 an das Deutsche Reich angeschlossen, zur Zeit der Briefverfassung herrschen in Österreich/Wien die Nationalsozialisten. Der Brief wurde von Nili Davidson ins Hebräische übersetzt und gedruckt, siehe Anhang.	Copy of a letter in German sent by the Haifa Committee for the Transfer of Herzl's Remains to the Executive of the World Zionist Organization, Jerusalem. The letter contains a complaint that despite repeated resolutions at Zionist congresses to act for the transfer of Herzl's remains to the country, nothing has happened. The writers demand an appeal to the British Mandate government and request their intervention in the matter. They suggest approaching the Americans to take the cemetery in Vienna, where Herzl is buried, under their protection. The letter was written on April 8, 1938. Austria was annexed to the German Reich in March 1938, at the time of writing the letter, the National Socialists were in control in Austria/Vienna. The letter was translated into Hebrew and printed by Nili Davidson, see attached.	Typewritten	German|Hebrew	1938-04-08			yes	typewriting		copy	Copy of a letter from the Haifa Committee to the World Zionist Organization	Communication Document	מכתב|Letter|מסמך מתורגם|Translated Document										
IL-MTFN-001-G-F-0353-037-R0006	IL-MTFN-001-G-F-0353-037	מספר מכתבים כתובים בכתב יד, גרמני, הודפסו. לכל המכתבים סיכום בעברית.	Mehrere handgeschriebene Briefe, deutsch, wurden gedruckt. Alle Briefe haben eine Zusammenfassung auf Hebräisch.	Several handwritten letters, German, were printed. All letters have a summary in Hebrew.	Unknown	German|Hebrew					handwriting		copy	Handwritten German Letters with Hebrew Summaries	Communication Document	מכתב|Letter										
IL-MTFN-001-G-F-0353-039-R0001	IL-MTFN-001-G-F-0353-039	"ברכה חגיגית כתובה עברית ומאוירת במוטיבים של כלי עבודת החריטה, שחור/לבן. טקסט הברכה מספר באופן הומוריסטי על יחסי הגומלין בין המורה (שטרוק) הדואג והמטפל ותלמידיו השובבים. הברכה נכתבה לכבוד יום הולדתו ה-65 בשנת תש""א 1941. על הברכה חתומים תלמידיו: שרלוטה לנדאו, עוזר שבת, דוד ויטמן, מרואן טומב (בערבית), בן אורי, יוסף ארוך, צבי גולדשטיין, מנפרד נומבורג."	Feierliche Grußkarte in Hebräisch geschrieben und mit Motiven von Gravurwerkzeugen illustriert, schwarz/weiß. Der Text der Grußkarte erzählt humorvoll über die Wechselbeziehung zwischen dem fürsorglichen und pflegenden Lehrer (Struck) und seinen ungezogenen Schülern. Die Grußkarte wurde anlässlich seines 65. Geburtstags im Jahr 1941 geschrieben. Auf der Grußkarte sind seine Schüler unterschrieben: Charlotte Landau, Ozer Shabbat, David Witman, Marwan Tomb (auf Arabisch), Ben Uri, Josef Aruch, Zvi Goldstein, Manfred Nomburg.	Festive greeting written in Hebrew and illustrated with motifs of engraving tools, black/white. The text of the greeting humorously describes the interaction between the caring and nurturing teacher (Struck) and his mischievous students. The greeting was written in honor of his 65th birthday in 1941. The greeting is signed by his students: Charlotte Landau, Ozer Shabbat, David Witman, Marwan Tomb (in Arabic), Ben Uri, Yosef Aruch, Zvi Goldstein, Manfred Nomburg.	Handwritten	Hebrew|Arabic	1941				handwriting		original	Festive Greeting for Struck's 65th Birthday	Ephemera	כרטיס ברכה|Greeting Card										
IL-MTFN-001-G-F-0353-039-R0002	IL-MTFN-001-G-F-0353-039	"6. מיצירות מ. וינר M. Wiener; 7. מיצירות לאה גרונדיג; שני ציורי צבע עם טקסטים אחד לחנוכה השני בקשת סליחה על ""איחורים"", מוקדשים להרמן שטרוק."	"6. Von den Werken von M. Wiener; 7. Von den Werken von Lea Grundig; Zwei Farbbilder mit Texten, eines für Chanukka, das andere eine Entschuldigung für ""Verspätungen"", gewidmet an Hermann Struck."	"6. From the works of M. Wiener; 7. From the works of Lea Grundig; Two color paintings with texts, one for Hanukkah, the other an apology for ""delays"", dedicated to Hermann Struck."	Visual Element	Hebrew|German					drawing	Hermann Struck	original	Two Paintings Dedicated to Hermann Struck	Image	ציור|Painting										
