item_id	parent	signals	title	english_translation	german_translation	item_description	language	creation_date	format	document_type	main_subject	item_class	max_year
IL-MTFN-001-G-F-0276-020-R0003	IL-MTFN-001-G-F-0276-020	correspondence	Correspondence with Various Individuals	Correspondence with: Prof. Dr. Josef Walk 1993;1998; Fritz & Rosel Harburger 1994;1999; R. Seew Falk 1995; Chaim Lasan 1998	Korrespondenz mit: Prof. Dr. Josef Walk 1993;1998; Fritz & Rosel Harburger 1994;1999; R. Seew Falk 1995; Chaim Lasan 1998	התכתבות עם: Prof. Dr. Josef Walk 1993;1998; Fritz & Rosel Harburger 1994;1999; R. Seew Falk 1995; Chaim Lasan 1998	Unspecified		Unknown	מכתב|Letter		Communication Document	1999
IL-MTFN-001-G-F-0279-001-R0006	IL-MTFN-001-G-F-0279-001	correspondence	Financial Correspondence and Documents 1935/36	1935/36 Correspondence and documents on financial matters, including: 'Promissory Note' for E.Falk; Textiles, correspondence with Bank Jacob Jephet & Co; receipts and invoices from various purchases for home and business; in Germany and Palestine; from the 1920s and 1930s.	1935/36 Korrespondenz und Dokumente zum Thema Finanzen, unter anderem: 'Schuldschein' für E.Falk; Textilien, Korrespondenz mit der Bank Jacob Jephet & Co; Quittungen und Rechnungen von verschiedenen Einkäufen für Haus und Geschäft; in Deutschland und Palästina; aus den 1920er und 1930er Jahren.	1935/36 התכתבות ומסמכים בנושא כספים בין היתר: 'שטר חוב' Schuldschein ל; E.Falk; Textiles, התכתבות עם בנק יעקב יפת Bank Jacob Jephet & Co; קבלות חשבוניות מרכישות שונות לבית ולעסק; בגרמניה ובפלשתינה; משנות ה-20 וה;30 למאה ה;20.	German|Hebrew	1935	Unknown	מכתב|Letter|קבלה|Receipt|חשבונית|Invoice	E.Falk	Financial_Document	1935
IL-MTFN-001-G-F-0295-001-R0001	IL-MTFN-001-G-F-0295-001	memoir	Memory Book of Anna Vog	Memory book of the girl Anna Vog, Lübeck, died in Israel in 1940. The book is very elegant, bound in leather and embroidered with a wreath of flowers. Inside the book are several beautiful drawings by the authors. The writing in the book begins in 1884 in the city of Lübeck.	Erinnerungsbuch des Mädchens Anna Vog, Lübeck, gestorben in Israel 1940. Das Buch ist sehr elegant, in Leder gebunden und mit einer Stickerei eines Blumenkranzes versehen. Im Buch befinden sich mehrere wunderschöne Zeichnungen der Autoren. Die Schrift im Buch beginnt 1884 in der Stadt Lübeck.	ספר זיכרונות של הנערה אנה ווג, ליבק, נפטרה בישראל ב-1940. הספר מהודר מאד, כרוך בעור ועליו רקמה של זר פרחים. בתוך הספר מספר ציורים יפהפיים של הכותבים. הכתיבה בספר מתחילה ב-1884 בעיר ליבק Lübeck.	Hebrew|German	1884	Unknown	ספר זכרונות|Memory Book	Anna Vog	EgoDocument	1940
IL-MTFN-001-G-F-0299-001-R0001	IL-MTFN-001-G-F-0299-001	papers	Notebooks with Recipes from Gertrud/Tova Michaelis	Two notebooks with recipes from the estate of Gertrud/Tova Michaelis née Badt 1893;1963	Zwei Notizbücher mit Rezepten aus dem Nachlass von Gertrud/Tova Michaelis geb. Badt 1893;1963	שתי מחברות עם מתכונים מעזבון גרטרוד/ טובה מיכאליס לבית בדט Badt 1893;1963	Other		Unknown	Notepad	Gertrud/Tova Michaelis	EgoDocument	1963
IL-MTFN-001-G-F-0300-002-R0004	IL-MTFN-001-G-F-0300-002	visit	Letters from 1942 regarding London visit and attempts to reach Palestine	Letters from 28.01.1942; 30.08.1942 she visited London and is struggling to decide whether to return and live there. She is attempting to reach Palestine; so far without results.	Briefe vom 28.01.1942; 30.08.1942 besuchte sie London und hat Schwierigkeiten zu entscheiden, ob sie zurückkehren und dort leben soll. Sie versucht, nach Palästina zu gelangen; bisher ohne Erfolg.	מכתבים מ- 28.01.1942; 30.08.1942 ביקרה בלונדון ומתקשה להחליט אם לחזור ולגור שם. עושה נסיונות להגיע לפלשתינה; לעת עתה ללא תוצאות.	Hebrew	1942-08-30	Unknown	מכתב|Letter		Communication Document	1942
IL-MTFN-001-G-F-0306-001-R0013	IL-MTFN-001-G-F-0306-001	correspondence	Copy of CD and Correspondence	2001, copy of a CD with the film Jewish Life in Brandenburg; The Kaufman Family Hirsch; in Messingwerk near Eberswalde. And correspondence with Ruthi Ofek and Burkhard Wischemann regarding.	2001, Kopie einer CD mit dem Film Jüdisches Leben in Brandenburg; Die Kaufmannsfamilie Hirsch; in Messingwerk bei Eberswalde. Und Korrespondenz mit Ruthi Ofek und Burkhard Wischemann bezüglich.	2001, העתק של CD עם סרט Jüdisches Leben in Brandenburg; Die Kaufmansfamilie Hirsch; in Messingwerk bei Eberswalde. והתכתבות עם רותי אופק ו Burkhard Wischemann בעיניין.	German|Hebrew	2001	Unknown	מסמך מתורגם|Translated Document		Communication Document	2001
IL-MTFN-001-G-F-0311-001-R0002	IL-MTFN-001-G-F-0311-001	memoir	חוברת לזכרה של דקלה מיינרט	A booklet in Hebrew (with a portrait image) in memory of Dikla Meinert 1885;1967. The booklet is based on the memories she herself wrote. Inside the booklet is a page; an interview conducted with her in 1952.	Ein Heft auf Hebräisch (mit einem Porträtbild) zum Gedenken an Dikla Meinert 1885;1967. Das Heft basiert auf den Erinnerungen, die sie selbst geschrieben hat. Im Heft befindet sich eine Seite; ein Interview, das 1952 mit ihr geführt wurde.	חוברת בעברית (עם תמונת דיוקן) לזכרה של דקלה מיינרט 1885;1967. החוברת מבוססת על הזיכרונות שהיא עצמה כתבה. בתוך החוברת דף; ראיון שנעשה עמה בשנת 1952.	Hebrew	1952	Print	חוברת|Booklet	דקלה מיינרט	Creative Nonfiction	1967
IL-MTFN-001-G-F-0313-007-R0004	IL-MTFN-001-G-F-0313-007	visit	Letters by Alfred Levy	Letters in Hebrew by Alfred Levy. Among the letters is a picture of him. He was a student of Shiloni in Stettin. During World War II, he served in the British Army, entered Germany, visited Bergen-Belsen, studied architecture, and chose to stay in England. The letters are from the 1940s, 1980s, and 1990s.	Briefe auf Hebräisch von Alfred Levy. Unter den Briefen befindet sich ein Bild von ihm. Er war ein Schüler von Shiloni in Stettin. Während des Zweiten Weltkriegs diente er in der britischen Armee, ging nach Deutschland, besuchte Bergen-Belsen, studierte Architektur und entschied sich, in England zu bleiben. Die Briefe stammen aus den 40er, 80er und 90er Jahren des 20. Jahrhunderts.	"מכתבים בעברית מאת אלפרד לוי Alfred Levy. בין המכתבים יש תמונה שלו. הנ""ל היה תלמידו של שילוני בשטטין. במלח""ע II שרת הצבא הבריטי, נכנס לגרמניה, ביקר בבלגן בלזן, למד ארכיטקטורה ובחר להישאר באנגליה. המכתבים משנות ה-40, ה;80, ה;90 למאה ה;20."	Hebrew		Unknown	מכתב|Letter	Alfred Levy	EgoDocument	1990
IL-MTFN-001-G-F-0313-009-R0001	IL-MTFN-001-G-F-0313-009	visit	Letter from Raga to Shiloni, 1957	In a letter dated 4.7.1957, Raga writes to Shiloni about her last visit to his mother and aunt in Berlin.; This letter was typewritten, the section about the visit was translated into Hebrew by Carla Wolf, attached to the original letter.	In einem Brief vom 4.7.1957 schreibt Raga an Shiloni über ihren letzten Besuch bei seiner Mutter und Tante in Berlin.; Dieser Brief wurde getippt, der Abschnitt über den Besuch wurde von Carla Wolf ins Hebräische übersetzt, dem Originalbrief beigefügt.	"במכתב מתאריך 4.7.1957 מרגה כותבת לשילוני על הביקור האחרון שלה אצל אימו ודודתו בברלין.; מכתב זה הודפס, הקטע על הביקור תורגם לעברית ע""י קרלה וולף, מצורף למכתב המקור."	Hebrew|German	1957-07-04	Typewritten	מכתב|Letter|מסמך מתורגם|Translated Document		Communication Document	1957
IL-MTFN-001-G-F-0313-022-R0010	IL-MTFN-001-G-F-0313-022	papers	Correspondence and Photos of Jenny Neuberger	Correspondence of Jenny Neuberger, Israel 1956, regarding a debt from the sale of a sewing machine, a hard-to-read letter in German from 1946, photos of her with her husband from 1947, Jerusalem, a portrait photo of A.S. Yechezkel; Yehuda, who courted Jenny, see memory book displayed in the museum exhibition and additional unidentified photos. Jenny Neuberger is mentioned in the estate as the grandmother of Israel Shiloni. Her maiden name was Wolpe. Her Hebrew name: Chana Tzipora Neuberger. Jenny was born in 1874 and died in 1965.	Korrespondenz von Jenny Neuberger, Israel 1956, in Bezug auf eine Schuld aus dem Verkauf einer Nähmaschine, ein schwer lesbarer Brief auf Deutsch von 1946, Fotos von ihr mit ihrem Ehemann von 1947, Jerusalem, ein Porträtfoto von A.S. Jechezkel; Yehuda, der Jenny umwarb, siehe Erinnerungsbuch in der Museumsausstellung und weitere nicht identifizierte Fotos. Jenny Neuberger wird im Nachlass als Großmutter von Israel Shiloni genannt. Ihr Geburtsname war Wolpe. Ihr hebräischer Name: Chana Zipporah Neuberger. Jenny wurde 1874 geboren und starb 1965.	"התכתבות של Jenny Neuberger ,ישראל 1956, בקשר עם חוב על מכירת מכונת תפירה, מכתב בגרמנית מ-1946 (קשה לקריאה), תמונות שלה עם בעלה מ-1947,ירושלים, תמונת דיוקן של א""ש יחזקאל;יהודה, שחיזר אחרי ג'ני, ראה ספר זיכרונות מוצג בתצוגת המוזיאון ותמונות נוספות לא מזוהות. ג'ני נויברגר מצוינת בעיזבון כסבתא של ישראל שילוני. השם שלה מהבית היה Wolpe. השם העברי שלה: חנה ציפורה נויברגר. ג'ני ילידת 1874, נפטרה ב-1965."	German|Hebrew	1946	Unknown	מכתב|Letter|תצלום|Photograph	Jenny Neuberger	EgoDocument	1965
IL-MTFN-001-G-F-0313-026-R0001	IL-MTFN-001-G-F-0313-026	visit	Notebook with Travel Preparations and Impressions, 1971	Notebook with lists, preparation for a trip abroad in 1971 and writing of impressions during the trip. On the first page, the grandparents of Shiloni are listed with names and dates.	Notizbuch mit Listen, Vorbereitung einer Auslandsreise 1971 und Schreiben von Eindrücken während der Reise. Auf der ersten Seite sind die Großeltern von Shiloni mit Namen und Daten verzeichnet.	"פנקס עם רשימות, הכנת נסיעה לחו""ל 1971 וכתיבה של התרשמויות בנסיעה. בדף ראשון רשומים הסבא והסבתא של שילוני שמות ותאריכים."	Hebrew	1971	Handwritten	פנקס|Notepad		EgoDocument	1971
IL-MTFN-001-G-F-0313-026-R0002	IL-MTFN-001-G-F-0313-026	visit	Notebook with Travel Preparation Lists	Notebook with travel preparation lists for abroad, 1979.	Notizbuch mit Reiselisten ins Ausland, 1979.	"פנקס עם רשימות הכנה לנסיעה לחו""ל, 1979."	Unspecified	1979	Unknown	פנקס|Notepad		EgoDocument	1979
IL-MTFN-001-G-F-0313-029-R0003	IL-MTFN-001-G-F-0313-029	visit	Documents and Newspaper Clippings from Shay Israel Shiloni's Visit to Bonn, 1989	Documents and newspaper clippings in German from Shay Israel Shiloni's visit to Bonn in 1989. Among other things, a visit to the school where he taught, a picture of him with his students from back then; appeared in the local press.	Dokumente und Zeitungsausschnitte auf Deutsch vom Besuch von Shay Israel Shiloni in Bonn 1989. Unter anderem ein Besuch in der Schule, in der er unterrichtete, ein Bild von ihm mit seinen damaligen Schülern; erschien in der lokalen Presse.	"מסמכים וקטעי עיתונות בגרמנית מביקור שי ישראל שילוני בבון 1989. בין היתר ביקור בביה""ס בו הוא לימד, תמונה שלו עם תלמידיו מאז; הופיעה בעיתונות המקומית."	German	1989	Unknown	מסמך מתורגם|Translated Document|גזיר עיתון|News Clipping	שי ישראל שילוני	Communication Document	1989
IL-MTFN-001-G-F-0313-036-R0001	IL-MTFN-001-G-F-0313-036	visit	Envelope with Photos by Zalman, 1987	Envelope with still images of:; Photos that Zalman (?) took in 1987 during a visit to the Shiloni family in Nahariya. A letter is attached mentioning Sarah and Muki (?).	Umschlag mit Standbildern von:; Bilder, die Zalman (?) 1987 bei einem Besuch bei der Familie Shiloni in Nahariya aufgenommen hat. Ein Brief ist beigefügt, in dem Sarah und Muki (?) erwähnt werden.	מעטפה עם תמונות סטילס של:; תמונות שזלמן (?) צילם ב-1987 בעת ביקור אצל משפחת שילוני בנהריה. מצורף מכתב בו מוזכרים שרה ומוקי (?).	Hebrew|עברית	1987	Unknown	מעטפה|Envelope|תצלום|Photograph|מכתב|Letter		Image	1987
IL-MTFN-001-G-F-0313-040-R0013	IL-MTFN-001-G-F-0313-040	diary	Meeting of Dunera Passengers 1982 in Tel Aviv	"Returning to the meeting of ""Dunera"" passengers 1982 in Tel Aviv. For the topic ""Dunera"" see the date diary of Shiloni in container G.F.0313 / 48 file 3."	"Rückkehr zum Treffen der Passagiere der ""Dunera"" 1982 in Tel Aviv. Zum Thema ""Dunera"" siehe Datumstagebuch von Shiloni in Behälter G.F.0313 / 48 Akte 3."	"חוזרים למפגש נוסעי ""דונרה"" 1982 בתל אביב. לנושא ""דונרה"" ראה יומן תאריכים, של שילוני במיכל G.F.0313 / 48 תיק 3."	Hebrew		Unknown	Invitation		Organization Papertrail	1982
IL-MTFN-001-G-F-0313-048-R0015	IL-MTFN-001-G-F-0313-048	diary	Diary of Zvi Shiloni	Diary of Zvi Shiloni from the years: 1943;1945.	Tagebuch von Zvi Shiloni aus den Jahren: 1943;1945.	יומן של צבי שילוני מהשנים: 1943;1945.	Hebrew	1943	Unknown	יומן|Diary	Zvi Shiloni	EgoDocument	1945
IL-MTFN-001-G-F-0314-001-R0004	IL-MTFN-001-G-F-0314-001	visit	Letters from Fritz Aronstein to a Friend in Germany	1938;1939, Letters from Fritz Aronstein to his friend in Germany. He talks about his travels to various places, meetings with people, especially with youth, some of whom were his students back in Germany. Visits to the religious youth village, HaZorea, Yagur, and other places, typewritten, German	1938;1939, Briefe von Fritz Aronstein an seinen Freund in Deutschland. Er erzählt von seinen Reisen zu verschiedenen Orten, von Treffen mit Menschen, insbesondere mit Jugendlichen, von denen einige noch in Deutschland seine Schüler waren. Besuche im religiösen Jugenddorf, HaZorea, Yagur und anderen Orten, gedruckt, Deutsch	1938;1939, מכתבים מאת פריץ ארונשטיין אל ידידו בגרמניה. הוא מספר על נסיעותיו למקומות שונים, אל הפגישות עם אנשים, במיוחד עם נוער, שחלקם היו תלמידו עוד בגרמניה. בקורים בכפר נוער הדתי, הזורע, יגור ומקומות אחרים, מודפס, גרמנית	German	1938	Typewritten	מכתב|Letter	Fritz Aronstein	Communication Document	1939
IL-MTFN-001-G-F-0314-001-R0013	IL-MTFN-001-G-F-0314-001	papers	Receipt of 'Biography of the History of the Jews in Germany'	20.11.1952, the National Library announces the receipt of 'Biography of the History of the Jews in Germany' from the estate of Aronstein	20.11.1952, die Nationalbibliothek informiert über den Erhalt der 'Biographie zur Geschichte der Juden in Deutschland' aus dem Nachlass von Aronstein	20.11.1952, בית הספרייה הלאומי מודע על קבלת 'ביוגרפיה לתולדות יהודי גרמניה' מהעיזבון של ארונשטיין	Hebrew|German		Typewritten	Letter	Aronstein	Communication Document	1952
IL-MTFN-001-G-F-0314-002-R0001	IL-MTFN-001-G-F-0314-002	memoir,visit	Memory Book for Phillip Aronstein	Without a date, a memory book for his father Phillip Aronstein 1862;1942 written by his son Raphael Fritz Aronstein in his memory. He writes a little about the beginning of the family in the city of Büzen, about his father's youth, his studies, travels, and acquiring knowledge and preparing his personality in the intellectual society. He writes in detail about the whole life, the work as a teacher, and the books he wrote and published. He also tells about the house, the children, and that the parents were left alone after all the children left Germany and could not be saved. He dedicates the memory to his mother, but she also did not manage to read it.	Ohne Datum, Erinnerungsbuch für seinen Vater Phillip Aronstein 1862;1942, geschrieben von seinem Sohn Raphael Fritz Aronstein zu seinem Gedenken. Er schreibt ein wenig über den Beginn der Familie in der Stadt Büzen, über die Jugend seines Vaters, seine Ausbildung, Reisen und das Erlangen von Wissen und die Vorbereitung seiner Persönlichkeit in der intellektuellen Gesellschaft. Er schreibt ausführlich über das ganze Leben, die Arbeit als Lehrer und die Bücher, die er geschrieben und veröffentlicht hat. Er erzählt auch über das Haus, die Kinder und dass die Eltern allein zurückblieben, nachdem alle Kinder Deutschland verlassen hatten und nicht gerettet werden konnten. Er widmet die Erinnerung seiner Mutter, aber auch sie konnte es nicht lesen.	בלי תאריך, ספר זכרונות לאביו Phillip Aronstein 1862;1942 שכתב בנו רפאל פריץ ארונשטיין לזכרו. הוא כותב קצת על התחלת המשפחה בעיר Büzen על נעוריו של אביו, לימודיו, נסיעותיו והשגת ידע והכנת האישיות שלו בחברה האינטילקטואלי. הוא כותב מפורט על כל החיים, העבודה כמורה והספרים שהוא כתב והוציא לאור. הוא גם מספר על הבית, הילדים ושההורים שנשארו לבד אחרי שכל הילדים עזבו את גרמניה ולא הספיקו להנצל. הוא מקדיש את הזכרון לאומו, אבל גם היא לא הספיקה לקרא אותו.	Hebrew|German		Unknown	ספר זכרונות|Memory Book	Phillip Aronstein	Memory Book	1942
IL-MTFN-001-G-F-0319-002-R0014	IL-MTFN-001-G-F-0319-002	correspondence	Correspondence with Relatives	1946;1951, correspondence with relatives abroad and in the country.	1946;1951, Korrespondenz mit Verwandten im Ausland und im Inland.	1946;1951, התכתבות עם קרובי משפחה בחול ובארץ.	Hebrew|Other	1946	Unknown	מכתב|Letter		Communication Document	1951
IL-MTFN-001-G-F-0319-005-R0007	IL-MTFN-001-G-F-0319-005	visit	Documents related to Ruth and Joseph's trip abroad	1977, documents related to the trip abroad of Ruth and Joseph	1977, Dokumente im Zusammenhang mit der Auslandsreise von Ruth und Josef	נ: 1977, מסמכים שקשורים לנסיעה לחול של רות ויוסף	Hebrew	1977	Unknown	Letter		Communication Document	1977
IL-MTFN-001-G-F-0320-001-R0001	IL-MTFN-001-G-F-0320-001	hometown	Photographs from Rafael Teplitz's Work on Settlers' Meetings Protocols, 1934	"Photographs from the work of Rafael Teplitz: ""The First Years in the New Homeland; Protocols of Settlers' Meetings in Gan; Shomron Year 1934; 1938""; Only those from the year 1934 were photographed."	"Fotos aus der Arbeit von Rafael Teplitz: ""Die ersten Jahre in der neuen Heimat; Protokolle der Siedlerversammlungen in Gan; Schomron Jahr 1934; 1938""; Es wurden nur die aus dem Jahr 1934 fotografiert."	"צילומים מתוך העבודה שעשה רפאל טפליץ: ""השנים הראשונות במולדת החדשה; פרוטוקולים של אסיפות המתישבים בגן;שומרון שנת 1934;1938""; צולמו רק אלו של שנת 1934."	Hebrew	1934	Unknown	תצלום|Photograph	רפאל טפליץ	EgoDocument	1938
IL-MTFN-001-G-F-0324-001-R0010	IL-MTFN-001-G-F-0324-001	visit	Palestinian Passport for Anna Friedler, 1938	Palestinian passport for Anna Friedler from 1938; Travel document/Israeli passport with the stamp 'All countries except Germany'.	Palästinensischer Pass für Anna Friedler von 1938; Reisedokument/Israelischer Pass mit dem Stempel 'Alle Länder außer Deutschland'.	דרכון פלשתינאי לאנה פרידלר מ-1938; תעודת מסע/דרכון ישראלי עם החותמת 'כל הארצות פרט גרמניה'.	Hebrew|German	1938	Unknown	תעודת מסע|Passport	Anna Friedler	Legal Document	1938
IL-MTFN-001-G-F-0334-001-R0006	IL-MTFN-001-G-F-0334-001	visit	Passport of Mina Rosenberg with Third Reich Stamp	Passport of Mina Rosenberg, née Cohen, with a stamp of the Third Reich from 1937, issued in Breslau.	Reisepass von Mina Rosenberg, geborene Cohen, mit einem Stempel des Dritten Reichs von 1937, ausgestellt in Breslau.	דרכון של מינה רוזנברג לבית כהן עם חותמת הרייך השלישי מ-1937, הונפק בברסלאו.	German	1937	Print	תעודה|Certificate	Mina Rosenberg	Legal Document	1937
IL-MTFN-001-G-F-0339-001-R0002	IL-MTFN-001-G-F-0339-001	diary	Diary Print in German by Sophie Buchholz	In the folder, the print of the diary in the original language in German (printed by Sophie Buchholz, a student from the University of Potsdam who did her internship at the museum, 2007).	Im Ordner der Druck des Tagebuchs in der Originalsprache auf Deutsch (gedruckt von Sophie Buchholz, Studentin an der Universität Potsdam, die ihr Praktikum im Museum absolvierte, 2007).	בתיק הדפסה של היומן בשפה המקורית בגרמנית (הדפיסה סופי בוכהולץ, סטודנטית מאוניברסיטת פוטסדם שעשתה את הפרקטיקום שלה במוזיאון, 2007).	German		Typewritten	יומן|Diary	Sophie Buchholz	EgoDocument	2007
IL-MTFN-001-G-F-0341-004-R0003	IL-MTFN-001-G-F-0341-004	correspondence	Correspondence of the Palestinian Aviation Club 1946/47	The Palestinian Aviation Club: Correspondence with authorities and individuals from the years 1946/47.	Der Palästinensische Luftfahrtclub: Korrespondenz mit Behörden und Persönlichkeiten aus den Jahren 1946/47.	הקלוב הארצישראלי לתעופה: התכתבות עם גורמים ואישים מהשנים 1946/47.	Hebrew	1946	Unknown	מכתב|Letter		Communication Document	1946
IL-MTFN-001-G-F-0341-007-R0005	IL-MTFN-001-G-F-0341-007	correspondence	Correspondence between Dr. Feige and Georg Herz	Correspondence between Dr. Feige and Georg Herz. German typewritten, 1935/36.	Korrespondenz zwischen Dr. Feige und Georg Herz. Deutsch maschinengeschrieben, 1935/36.	"התכתבות בין ד""ר פייגה וגאורג הרץ. גרמנית הדפסה, 1935/36."	German	1935	Typewritten	מכתב|Letter		Communication Document	1935
IL-MTFN-001-G-F-0341-007-R0014	IL-MTFN-001-G-F-0341-007	visit	Haaretz Newspaper Pages 13.6.1945	"Pages from the newspaper ""Haaretz"" 13.6.1945, including an article ""Distribution of Scientific Prizes by the Society for Natural Sciences"". Dr. Rudolf Feige is mentioned in his role: Chief Inspector of the Government Meteorological Service. An English translation of this article is attached."	"Seiten aus der Zeitung ""Haaretz"" vom 13.6.1945, darunter ein Artikel ""Verteilung der wissenschaftlichen Preise der Gesellschaft für Naturwissenschaften"". Dr. Rudolf Feige wird in seiner Funktion erwähnt: Hauptinspektor des staatlichen meteorologischen Dienstes. Eine englische Übersetzung dieses Artikels ist beigefügt."	"דפים מעיתון ""הארץ"" 13.6.1945, בין היתר כתבה ""חלוקת הפרסים המדעיים של האגודה למדעי הטבע"" ד""ר רודולף פייגה מוזכר בתפקידו: המפקח הראשי של השרות המטאורולוגי הממשלתי. מצורף תרגום לאנגלית של מאמר זה."	Hebrew|English		Print	גזיר עיתון|News Clipping|מסמך מתורגם|Translated Document	Dr. Rudolf Feige	Communication Document	1945
IL-MTFN-001-G-F-0353-021-R0005	IL-MTFN-001-G-F-0353-021	visit	Pictures of Historical Figures	Pictures of individuals, some unidentified: Dr. Chaim Weizmann, Dr. Gustav Landau, Theodor Herzl with his three children, Abba Hushi group photo, Bedradin al-Hassani, Yitzhak Ben-Zvi group photo, visit to the Ahava institution in Kiryat Bialik group photo 1937, Sir Arthur Wauchope group photo, Struck with (probably) Gershom Schocken.	Bilder von Persönlichkeiten, einige nicht identifiziert: Dr. Chaim Weizmann, Dr. Gustav Landau, Theodor Herzl mit seinen drei Kindern, Abba Hushi Gruppenfoto, Bedradin al-Hassani, Yitzhak Ben-Zvi Gruppenfoto, Besuch im Ahava-Institut in Kiryat Bialik Gruppenfoto 1937, Sir Arthur Wauchope Gruppenfoto, Struck mit (wahrscheinlich) Gershom Schocken.	תמונות אישים, חלקם לא מזוהים: דר' חיים ויצמן, דר' גוסטב לנדאו, תאודור הרצל עם שלשת ילדיו, אבא חושי תמונה קבוצתית, בדראדין אל חסאני, יצחק בן צבי תמונה קבוצתית, ביקור במוסד אהבה בקרית ביאליק תמונה קבוצתית 1937, סר ארתור ואוצ'ופ Wauchope תמונה קבוצתית, שטרוק עם (ככל הנראה) גרשם שוקן.	Unspecified	1937	Visual Element	תצלום|Photograph		Image	1937
IL-MTFN-001-G-F-0353-023-R0015	IL-MTFN-001-G-F-0353-023	visit	Letters to Meli from Marienbad	3 letters to Meli. Schtruk on a recuperation trip to Marienbad. Meets acquaintances who also live in Palestine. Complains that Meli does not write enough, 1935.	3 Briefe an Meli. Schtruk auf einer Erholungsreise nach Marienbad. Trifft Bekannte, die ebenfalls in Palästina leben. Beschwert sich, dass Meli nicht genug schreibt, 1935.	3 מכתבים אל מלי. שטרוק בנסיעת הבראה למריאנבד Marienbad. פוגש מכרים שגם הם גרים בפלשתינה. מתלונן שמלי לא כותבת מספיק, 1935.	Hebrew	1935	Unknown	מכתב|Letter		Communication Document	1935
IL-MTFN-001-G-F-0353-023-R0016	IL-MTFN-001-G-F-0353-023	visit	6 Letters to Meli from Schtruk	6 letters to Meli. Schtruk on recuperation trips in Paris and Alexandria. Consults with doctors, suffers from kidney inflammation and high blood pressure, the doctors said it's not serious, 1939.	6 Briefe an Meli. Schtruk auf Erholungsreisen in Paris und Alexandria. Konsultiert Ärzte, leidet an Nierenentzündung und Bluthochdruck, die Ärzte sagten, dass es nicht ernst ist, 1939.	6 מכתבים אל מלי. שטרוק בנסיעות הבראה בפריס ואלכסנדריה. מתייעץ עם רופאים, סובל מדלקת כליות ולחץ דם, הרופאים אמרו, שזה לא רציני, 1939.	Hebrew	1939	Unknown	מכתב|Letter		Communication Document	1939
IL-MTFN-001-G-F-0353-037-R0001	IL-MTFN-001-G-F-0353-037	correspondence	Correspondence between Haifa Committee and Zionist Leadership, 1936	Documents and correspondence between the Haifa Committee and the Zionist leadership, Jerusalem, 1936, Hebrew.	Dokumente und Korrespondenz zwischen dem Haifa-Komitee und der zionistischen Führung, Jerusalem, 1936, Hebräisch.	מסמכים והתכתבות בין הועדה החיפאית וההנהלה הציונית, ירושלים, 1936, עברית.	Hebrew	1936	Unknown	מכתב|Letter		Organization Papertrail	1936
IL-MTFN-001-G-F-0353-049-R0001	IL-MTFN-001-G-F-0353-049	papers	List of Estate Documents on Music by Dr. Ignaz Emerich	List, 2 pages, of estate documents on music topics, sent by Dr. Ignaz Emerich, Haifa, to Firma I. A. Stargardt, auction house in Marburg, Germany. German, typewritten, 1969.	Liste, 2 Seiten, von Nachlassdokumenten zu Musikthemen, gesendet von Dr. Ignaz Emerich, Haifa, an Firma I. A. Stargardt, Auktionshaus in Marburg, Deutschland. Deutsch, Maschinenschrift, 1969.	"רשימה, 2 עמודים, של מסמכי עזבון בנושאי מוסיקה, ששולח ד""ר איגנץ אמריך Ignaz Emerich, חיפה, אל י. א. סטרגרד Firma I. A. Stargardt חברה למכירות פומביות במרבורג ,Marburg גרמניה. גרמנית, הדפסה, 1969."	German	1969	Typewritten	רשימה|List	Ignaz Emerich	EgoDocument	1969
IL-MTFN-001-G-F-0353-049-R0009	IL-MTFN-001-G-F-0353-049	correspondence	Correspondence between Meli Struck and Kalman Schlesinger	Correspondence between Meli Struck and Kalman Schlesinger regarding the transfer of book lists and books from Meli to him in Tel Aviv. German, typewritten, June & July 1944.	Korrespondenz zwischen Meli Struck und Kalman Schlesinger bezüglich der Übertragung von Bücherlisten und Büchern von Meli an ihn nach Tel Aviv. Deutsch, Maschinenschrift, Juni & Juli 1944.	התכתבות בין מלי שטרוק וקלמן שלזינגר Kalman Schlesinger בקשר עם העברתם של רשימות ספרים וספרים ממלי אליו לתל אביב. גרמנית, הדפסה, יוני & יולי 1944.	German	1944-06	Typewritten	מכתב|Letter		Communication Document	1944
IL-MTFN-001-G-F-0355-003-R0008	IL-MTFN-001-G-F-0355-003	visit	Translation Copy of Ata Miron's 1936 Letter	Copy of a translation of a letter (14 pages) that Ata Miron wrote in 1936, during his first visit to the Land of Israel, before his final immigration. In the letter, he refers to the various forms of settlement, problems, ways of improvement, tensions between old and new immigrants, and more.	Kopie einer Übersetzung eines Briefes (14 Seiten), den Ata Miron 1936 während seines ersten Besuchs in Eretz Israel vor seiner endgültigen Einwanderung schrieb. In dem Brief bezieht er sich auf die verschiedenen Formen der Besiedlung, Probleme, Verbesserungsmöglichkeiten, Spannungen zwischen alten und neuen Einwanderern und mehr.	העתק תרגום של מכתב (14 דפים) שאטה מירון כתב ב-1936, בעת ביקורו הראשון בארץ ישראל, טרם עלייתו הסופית. במכתב הוא מתייחס להתיישבות על צורותיה השונות, הבעיות, דרכים לשיפור, מתחים בין העולים הותיקים לעולים החדשים ועוד.	Hebrew	1936	Unknown	מכתב|Letter|מסמך מתורגם|Translated Document	Ata Miron	Communication Document	1936
