093$c סימול פרויקט (מעודכן)	issues, comments (by the AGSJI team)	adlib	Update (name, date)	351$c רמת תיאור	ParentId	245$a10 כותרת	German Summary (AI translation)	English Summary (AI translation)	תקציר מקור - חלק 1	תקציר מקור - חלק 2	260$c תאריך מנורמל	500$a הערה גלויה למשתמש - תפן	590$a הערה חסויה (לא גלויה למשתמש)	500$a מילות מפתח נושאים	500$a מספר עמודים	IE PID Delete, not for Alma	Cyra:
IL-MTFN-001-G-F-0022-008		255050114		sub-series	IL-MTFN-001-G-F-0022	Weihl & Frank & Rosenzweig, וייל & פרנק & רוזנצוייג, תעודות אישיות ומסמכים שונים	Die Sammlung enthält Archivmaterialien im Zusammenhang mit der Familie Weil, einschließlich Fotografien von persönlichen Dokumenten und verschiedenen Urkunden. Unter den Gegenständen finden sich Geburts-, Heirats-, Staatsbürgerschafts- und Impfzertifikate der Familienmitglieder sowie verschiedene Auszeichnungen und Ehrungen für Elisheva und Ernst Weil. Zusätzlich umfasst die Sammlung Briefe und Dokumente, die mit der Auswanderung der Familie von Deutschland nach Israel in Verbindung stehen, sowie Gegenstände im Zusammenhang mit der Goldenen Hochzeit des Paares Weil. Die Dokumente erstrecken sich über einen langen Zeitraum, einschließlich Gegenständen aus der Zeit vor und nach dem Zweiten Weltkrieg.  Hinweis: Diese Beschreibung wurde automatisch mithilfe von KI übersetzt.	The collection contains archival materials related to the Weil family, including photographs of personal documents and various certificates. Among the items, one can find birth, marriage, citizenship, and vaccination certificates of family members, as well as various certificates and honors for Elisheva and Ernst Weil. Additionally, the collection includes letters and documents related to the family's emigration from Germany to Israel, as well as items related to the Weil couple's golden wedding anniversary. The documents span a wide period, including items from before and after World War II.  Note: This description was automatically generated using AI.	מרבית החומרים בתיק הם צילומים של המקור. תעודה של קק"ל על נטיעת 10 עצים ע"ש אלישבע (ליזבט) וייל ליום הולדתה ה-75. העתק, שיר של וילהלם בוש עם הכותרת: כאב שיניים, גרמנית. תעודת הוקרה להרטה רוזנצוייג על תרומתה ל"אקים" לרגל חתונת הזהב של אלישבע וארנסט וייל, 1973. להמשך תיאור תכולת התיק ראו: הערות	המשך תיאור תכולת התיק: ברכה לחתונת הזהב לאלישבע וייל מאת "חוג הסריגה" Das Strick Kränzchen. לברכה מודבקים 16 תמונות דיוקן של החברות לחוג עם שמותיהן; באמצע תמונתה של אלישבע וייל. צילום, פרסומת ליקב של מ. פרנק M. Frank בברייטנהיים Breitenheim. צילום, טופס קבלה ריק של רופא השיניים ד"ר ארנסט וייל בבד קרויצנך Bad Kreuznach. צילום, תכנית לבית של יוסף וייל מהעיר הומברג Homberg, ללא תאריך. צילום, תעודת אזרחות גרמנית לד"ר ארנסט וייל, הונפקה בקובלנץ, 1961. (3 עותקים). צילום, אישור מקום קבורה, מס. 31, לד"ר ארנסט וייל בנהריה. צילום, שטר אחוזת קבר לד"ר ארנסט ואלישבע וייל + צילום מודעת אבל על מותו של ארנסט וייל. צילום, רשימת הפריטים, שאלישבע וייל שולחת במיכל לפלשתינה. צילום של תעודת המפליג עם תמונה של הזוג וייל. צילום, תעודת הלידה של יוסף וייל, יליד 1854. נולד לאביו אלפרד אהרון וייל ואמו רגינה לבית וכטל Wachtel. צילום, תעודת הנישואין שליוסף וייל עם הנריאטה לבית רוטשילד. הונפקה בעיר אלספלד Alsfeld ב-1886. צילום, מסמך משטרתי על עזיבת משפחת וייל, ארנסט ליזבט, לוטה ואורזולה את העיר בד קרויצנך, 1933. צילום, תעודות חיסון של הבנות: לוטה ואורזולה (אולי), 1933. צילום, תעודת הנישואין של ארנסט וליזבט, 1923. צילום, תעודת הלידה של לוטה וייל, 1924. צילום, מסמך עם רישום מותו של יוסף וייל, 1907. צילום, אישור לזלמה ואנה וייל לנסיעה למטרת התייעצות רופא בפרנקפורט על המיין, 1919. צילום, תעודת נישואין של חיים שטיינהרדט עם מרים (לוטה) וייל, 1948. צילום, אישור על כך שד"ר וייל החליף את ד"ר לואיס וולף במרפאתו, 1921. מקור + צילום, מכתב מדצמבר 1933, מאת א. רוטנברג E. Rothenberg מבד קרויצנך. היא מדווחת על החיים בעיירה, קצת יותר קשה תחת השלטון החדש, אבל הם ימשיכו לחיות את חייהם כבעבר ולא יקרה להם שום רע. ארץ ישראל הוא מקום טוב למשפחות עם ילדים או לאלה שרוצים להיקבל בה. המכתב הודפס בשפת המקור, גרמנית, ע"י קרלה וולף, מצורף.	[ca. 1854-1973]			נושא התיק על פי הקיטלוג בארכיון תפן: תעודות אישיות, מנהגים *חתונת הזהב של הזוג וייל, נהריה, הרייך השלישי *מכתב רוטנברג מ-1933, הגירה *מכתב רוטנברג מ-1933	8 מתוך 13	54;IE32388739	
IL-MTFN-001-G-F-0022-009		255050115		sub-series	IL-MTFN-001-G-F-0022	Weihl & Frank & Rosenzweig, וייל & פרנק & רוזנצוייג, אוסף גבי שריג	Eine Sammlung von Materialien, die von Gabi Srig (Rosenzweig) über Bad Kreuznach und die Geschichte der Familie seiner Frau, Ulli (Ursula), geschrieben und gesammelt wurden. Sie enthält Informationen über die Geschichte der Familie und der Gemeinde sowie über jüdische Friedhöfe in der Region Bad Kreuznach. Die Materialien sind in einem Ordner geordnet, wie sie von Gabi Srig vorbereitet wurden.  Hinweis: Diese Beschreibung wurde automatisch mithilfe von KI übersetzt.	A collection that includes materials written and compiled by Gabi Srig (Rosenzweig) about Bad Kreuznach and the history of his wife's family, Ulli (Ursula), including information about the history of the family and community, as well as about Jewish cemeteries in the Bad Kreuznach area. The materials are organized in a binder as prepared by Gabi Srig.  Note: This description was automatically generated using AI.	גבי שריג (רוזנצוייג), כתב ואסף חומרים על בד קרויצנך ועל תולדות משפחת רעייתו אולי (אורזולה). החומר מסודר בקלסר; הושאר כפי שגבי שריג הכינו.					נושא התיק על פי הקיטלוג בארכיון תפן: קורות משפחה, קהילה *בתי קברות יהודים באיזור בד קרוצנך	9 מתוך 13	223;IE32389642	
IL-MTFN-001-G-F-0023-001		255050087		sub-series	IL-MTFN-001-G-F-0023	Brunner Constantin, ברונר קונסטנטין	Ein Heft auf Deutsch, das Porträtbilder von Konstantin Brunner enthält.     Hinweis: Diese Beschreibung wurde automatisch mithilfe von KI übersetzt.	A booklet in German containing portrait images of Constantin Brunner.     Note: This description was generated automatically using AI.	התיק כולל:חוברת בגרמנית על קונסטנטין ברונר; תמונות דיוקן					נושא התיק על פי הקיטלוג בארכיון תפן: תמונות, מדעי הרוח		37;IE32388646	
IL-MTFN-001-G-F-0024-001		255050088		sub-series	IL-MTFN-001-G-F-0024	Buber Martin, בובר מרטין, כרטיס ברכה	Ein Neujahrsgruß aus dem Jahr 1990, herausgegeben von der Deutschen Botschaft, der ein Foto der Originalhandschrift der ersten Seite der deutschen Bibelübersetzung von Martin Buber enthält.     Hinweis: Diese Beschreibung wurde automatisch mithilfe von KI übersetzt.	A New Year's greeting from 1990 produced by the German Embassy, including a photograph of the original handwriting of the first page of the German translation of the Bible by Martin Buber.     Note: This description was automatically generated using AI.	התיק כולל: ברכה לשנה החדשה של השגרירות של גרמניה משנת 1990; על הברכה צילום כתב ידו של בגודלו המקורי: העמוד הראשון של התנ"ך בתרגומו של בובר בגרמנית		1990			נושא התיק על פי הקיטלוג בארכיון תפן: פעילות תרבותית			
IL-MTFN-001-G-F-0025-001		255050089		sub-series	IL-MTFN-001-G-F-0025	Michelson Gerhard, מיכלסון גרהרד	Verschiedene Materialien zu Leben und Werk von Gerhard Michelson, einschließlich einer kurzen Biografie auf Deutsch, eines Stammbaums und gescannter Bilder seiner Gemälde.  Hinweis: Diese Beschreibung wurde automatisch mithilfe von KI übersetzt.	Various materials related to the life and work of Gerhard Michelson, including a short biography in German, a family tree, and scanned images of his paintings.  Note: This description was generated automatically using AI.	מיכלסון גרהארד 1907-1976; ביוגרפיה קצרה בגרמנית; צילום אילן יוחסין; משפחת מיכלסון; 8 תמונות סרוקות מציורו של ג. מיכלסון; מתוך הביוגרפיה: גרהרד התחתן עם אישה גרמניה/נוצריה, עבר לחיות בצרפת עם עליית הנאצים לשלטון. בצרפת נעצר לשנתיים ושוחרר. כדי לפרנס את משפחתו הפך לחקלאי.					נושא התיק על פי הקיטלוג בארכיון תפן: ביוגרפיה, ציור		14;IE32462683	
IL-MTFN-001-G-F-0026-001		255050090		sub-series	IL-MTFN-001-G-F-0026	Picard Leo Jacob, פיקרד ליאון יעקב	Artikel und Porträtbilder von Picard Leon Jakob auf Hebräisch und Deutsch.     Hinweis: Diese Beschreibung wurde automatisch mithilfe von KI übersetzt.	Articles and portrait images of Picard Leon Jacob in Hebrew and German.     Note: This description was automatically generated using AI.	התיק כולל: מאמרים על פיקרד ליאון יעקב בעברית ובגרמנית; תמונות דיוקן			בספריית המויזאון קיים ספר ביוגרפיה על פרופ. ליאו יעקב פיקרד וספרים שהוא כתב.		נושא התיק על פי הקיטלוג בארכיון תפן: תמונות, עיתונות			
IL-MTFN-001-G-F-0027-001		255050091		sub-series	IL-MTFN-001-G-F-0027	טנה דוד	Die Sammlung umfasst Materialien zur zionistischen Tätigkeit und Besiedlung, mit Schwerpunkt auf einer kurzen Biografie auf Hebräisch, die sich mit zionistischer Tätigkeit im Ausland und im Inland befasst, sowie mit Bezug auf Aktivitäten in den Institutionen von Haifa und im Wohnungsministerium.  Hinweis: Diese Beschreibung wurde automatisch mithilfe von KI übersetzt.	The collection includes materials related to Zionist activity and settlement, with an emphasis on a short biography in Hebrew dealing with Zionist activity abroad and in Israel, and reference to activities in Haifa institutions and the Ministry of Housing.  Note: This description was generated automatically using AI.	התיק כולל: ביוגרפיה קצרה בעברית: פעילות ציונית בחול ובארץ. פעילות עניפה ברשויות חיפה ומשרד השיכון בכלל					נושא התיק על פי הקיטלוג בארכיון תפן: ציונות, התישבות		7;IE32462660	
IL-MTFN-001-G-F-0028-001		255050092		sub-series	IL-MTFN-001-G-F-0028	פרנק אשר	Die Sammlung enthält ein Heft auf Hebräisch, das Asher Frank gewidmet ist, einem Zionisten, der aus Deutschland eingewandert ist und im Unabhängigkeitskrieg gefallen ist, und enthält Bilder.     Hinweis: Diese Beschreibung wurde automatisch mithilfe von KI übersetzt.	The collection includes a booklet in Hebrew dedicated to Asher Frank, a Zionist who immigrated from Germany and was killed in the War of Independence, and includes pictures.     Note: This description was generated automatically using AI.	התיק כולל: חוברת בעברית על אשר פרנק שעלה מגרמניה, ציוני, נפל במלחמת השחרור. בחוברת יש גם תמונות			באדיבות אליהו פרנק, אחיו של אשר פרנק		נושא התיק על פי הקיטלוג בארכיון תפן: ביוגרפיה		8;IE32462657	
IL-MTFN-001-G-F-0029-001		255050093		sub-series	IL-MTFN-001-G-F-0029	Meyer Alexander, מאייר אלכסנדר	Archivmaterialien betreffend Dr. Meyer Alexander, einschließlich einer biografischen Broschüre, die von seiner Frau Hedwig Meyer verfasst wurde, Fotografien von Artikeln, die er auf Deutsch schrieb, Artikel zu seinem Gedenken und ein Porträtfoto.  Hinweis: Diese Beschreibung wurde automatisch mithilfe von KI übersetzt.	Archival materials related to Dr. Mayer Alexander, including a biographical booklet written by his wife, Hedwig Mayer, photographs of articles he wrote in German, articles written in his memory, and a portrait photograph.  Note: This description was generated automatically using AI.	ד"ר מאייר אלכסנדר, חבר בפרלמנט הפרוסי; חוברת/ביוגרפיה שנכתבה ע"י אשת אלכסנדר מאייר, הדוויג מאייר לבית שירר; צילומים של מאמרים שנכתבו ע"י ד"ר א. מאייר, גרמנית; צילומים של מאמרים שנכתבו לזכרו, בגרמנית; תמונת דיוקן			סבא של אנדריאס מאייר				97;IE32463115	
IL-MTFN-001-G-F-0030- 35		255051363		sub-series	IL-MTFN-001-G-F-0030	Meyer, Andreas מאייר אנדריאס	Materialien im Zusammenhang mit dem Treffen von deutschen Auswanderern (Jeckes) mit Klaus Karpel im Café Penguin in Naharija.     Hinweis: Diese Beschreibung wurde automatisch mithilfe von KI übersetzt.	Materials related to the meeting of German expatriates (Yekkes) with Klaus Karpel at Cafe Penguin in Nahariya.     Note: This description was automatically generated using AI.	16.05.2008, חומרים כמו רשימת משתתפים בפגישה של יקים עם קלאוס קרפל בקפה פינגוין בנהריה, גרמנית		2008						
IL-MTFN-001-G-F-0030-001		255050108		sub-series	IL-MTFN-001-G-F-0030	Meyer Andreas, מאייר אנדריאס	Die Sammlung enthält Beschreibungen von Objekten aus einem Archivbestand, jedoch ohne detaillierte Informationen über die Objekte selbst.  Hinweis: Diese Beschreibung wurde automatisch mithilfe von KI übersetzt.	The collection contains descriptions of items from an archival database, but without detailed information about the items themselves.  Note: This description was generated automatically using AI.					נחתם הכסם תרומה 14.07.2014			276;IE32463709	
IL-MTFN-001-G-F-0030-010		255051326		sub-series	IL-MTFN-001-G-F-0030	Meyer, Andreas מאייר אנדריאס	Die Sammlung umfasst vielfältige Materialien im Zusammenhang mit Otto Meyer und seiner Familie, die seine persönliche und geschäftliche Tätigkeit in den Jahren 1886-1951 beschreiben. Die Sammlung enthält Gedichte und persönliche Korrespondenz, einschließlich Geburtstagsgedichten und humoristischer Poesie, Geschäftsdokumente und Fotos der Fabrik Sortierwerke Rheda, verschiedene Zertifikate wie Führerscheine und Jagdscheine sowie Briefe, die sich mit der Situation in Naharija und dem Leben unter der Herrschaft des Dritten Reiches befassen. Die Dokumente sind hauptsächlich in deutscher Sprache verfasst und umfassen Versicherungsscheine und juristische Unterlagen im Zusammenhang mit dem Vermögenswert von Otto Meyer.  Hinweis: Diese Beschreibung wurde automatisch mithilfe von KI übersetzt.	The collection includes various materials related to Otto Meyer and his family, describing his personal and business activities between the years 1886-1951. The collection contains poems and personal correspondence, including birthday poems and humorous poetry, business documents, and photos of the Sortierwerke Rheda factory, various certificates such as driving and hunting licenses, as well as letters discussing the situation in Nahariya and life under the Third Reich. The documents are mainly written in German and include insurance certificates and legal paperwork related to the value of Otto Meyer's assets.  Note: This description was automatically generated using AI.	1886-1951, שירה ותאטרון, בין היתר: שיר עם הומור שכתבה גרטרוד מאייר לאוטו מאייר, שיר ליום הולדת ה 50 של אמנואל מאייר Emanuel Meyer הגיס של אוטו מאייר 1886, שיר לכבוד יום הולדת ה-60 של אוטו מאייר 1946, שיר של אוטו מאייר לכבוד יום הולדת ה 75 ויום הנישואין ה 42 של גרטרוד מאייר, מכתב הומוריסטי " לכבוד אלוהים" Brief an den Lieben Gott. להמשך תיאור תכולת התיק ראו: הערות	המשך תיאור תכולת התיק: שיר לכבוד יום הולדת ה 50 של אוטו, גרמנית, מודפס נכתב- 1937-1928; תמונות של המפעל של אוטו מאייר Sortierwerke Rheda, דף על רישום של המפעל Sortierwerke Rheda, 1928 שמתאר את המחזור ואת הבעלות, נייר מכתבים של Westfählische Wasch; und sortir;Werke s. Meyer Rheda, עם מכתב נלווה להצעת מחיר, 1937, מכתב מבית משפט נאצי אל המפעל בקשר לתשלום של 50 מארק, נייר מכתבים של Westfählische Wasch;und Sortierwerke S. Meyer, Rheda אישור הזמנה, 1937, אישור על סגירת מפעל של אוטו מאייר, גרמנית; 1944, שירת חרוזים של Sascha Blitzblau בקשר לערבי שירה והתשובה של אוטו מאייר, הומוריסטי, מודפס, גרמנית; 1925-1937, תעודות שונות של אוטו מאייר, בין היתר: רשיון נהיגה של 1925, רשיון צייד מ- 1935, גליות עם שיר לוולי Wolli, אמו, דפים בודדים מיומן מבית החולים בלי תאריך; 1912,1947,1934, מכתבים מאת אוטו מאייר.1912 אל אמו בו הוא מספר על נסיעה, 1934 מכתב אל אוטו מאת גרטה Grete בקשר לאילן יוחסין, 1947, שכתוב של מכתב של אוטו מנהריה אל היינריך, המצב בנהריה קשה מאוד כי לפי תוכניות הUNO נהריה לא תהייה שייכת לפלשתינה. אוטו כותב להיינריך על הדאגות שלהם, גרמנית, מודפס, כתב יד; 1937, ניירת ואישורים של בית המשפט ב- Rheda בקשר לערך של הנכסים של אוטו מאייר. Grundbuchauszüge, Wertschätzung, מודפס, גרמנית; 1922-1937, תעודות ביטוח שונות עבור אוטו מאייר והעסק, ביטוחי חיים, בטוח גניבה, ביטוח תאונות, גרמנית מודפס				נושא התיק על פי הקיטלוג בארכיון תפן: שירה, כתיבה אישית, מסחר, הרייך השלישי			
